,PATTERN_ABSTRACT,PATTERN_DEF,ROOT,ROOT_SUB,DEFINE,CLASS,PATTERN,LEMMA,LEMMA_SUB,FORM,FORM_SUB,BW,BW_SUB,GLOSS,FEAT,COND-T,COND-F,COND-S,MATCH,COMMENTS,STATUS
0,{i1o2a3~,,\1.y.\2,,BACKOFF,[STEM-PV],{i1o2a3~,lex:{i\1oya\2~,,{i\1oya\2~,,,{i\1oya\2~/PV,na,pos:verb asp:p vox:a mod:i,v-suff,,gem trans,^A([^wyA}&])y([^ntwyA}&])$,1,
1,{i1o2a3~,,\1.y.\2,,BACKOFF,[STEM-PV],{i1o2a3a3,lex:{i\1oya\2~,,{i\1oya\2aD,,,{i\1oya\2aD/PV,na,pos:verb asp:p vox:a mod:i,c-suff,,gem trans,^A([^wyA}&])y([^ntwyA}&])\2$,1,
2,1A2a3,,>.\1.y,,BACKOFF,[STEM-PV],|2,lex:|\1aY,,|\1,,,|\1/PV,na,pos:verb asp:p vox:a mod:i,,,#-ay trans,^A([^wyA}&])$,1,
3,1A2a3,,>.\1.\2,,BACKOFF,[STEM-PV],|2a3,lex:|\1a\2,,|\1a\2,,,|\1a\2/PV,na,pos:verb asp:p vox:a mod:i,,,trans,^A([^wyA}&])([^ntwyA}&])$,1,
4,1A2a3,,>.\1.w,,BACKOFF,[STEM-PV],|2,lex:|\1aY,,|\1,,,|\1/PV,na,pos:verb asp:p vox:a mod:i,,,#-ay trans,^A([^wyA}&])$,1,
5,{i1o2a3~,,\1.\2.\3,,BACKOFF,[STEM-PV],{i1o2a3a3,lex:{i\1o\2a\3~,,{i\1o\2a\3ar,,,{i\1o\2a\3ar/PV,na,pos:verb asp:p vox:a mod:i,c-suff,,gem trans,^A([^wyA}&])([^wyA}&])([^ntwyA}&])\3$,1,
6,{i1o2a3~,,\1.\2.\3,,BACKOFF,[STEM-PV],{i1o2a3~,lex:{i\1o\2a\3~,,{i\1o\2a\3~,,,{i\1o\2a\3~/PV,na,pos:verb asp:p vox:a mod:i,v-suff,,gem trans,^A([^wyA}&])([^wyA}&])([^ntwyA}&])$,1,
7,1A2a3,,>.\1.n,,BACKOFF,[STEM-PV],|2a3,lex:|\1an,,|\1an,,,|\1an/PV,na,pos:verb asp:p vox:a mod:i,,,#n trans,^A([^wyA}&])n$,1,
8,{i1o2a3~,,\1.w.\2,,BACKOFF,[STEM-PV],{i1o2a3~,lex:{i\1owa\2~,,{i\1owa\2~,,,{i\1owa\2~/PV,na,pos:verb asp:p vox:a mod:i,v-suff,,gem trans,^A([^wyA}&])w([^ntwyA}&])$,1,
9,{i1o2a3~,,\1.w.\2,,BACKOFF,[STEM-PV],{i1o2a3a3,lex:{i\1owa\2~,,{i\1owa\2al,,,{i\1owa\2al/PV,na,pos:verb asp:p vox:a mod:i,c-suff,,gem trans,^A([^wyA}&])w([^ntwyA}&])\2$,1,
10,1A2a3,,w.\1.y,,BACKOFF,[STEM-PV],|2,lex:|\1aY,,|\1,,,|\1/PV,na,pos:verb asp:p vox:a mod:i,,,#-ay trans,^A([^wyA}&])$,1,
11,1a2a3,,>.w.n,,BACKOFF,[STEM-PV],>u3,lex:|n-u,,>un,,,>un/PV,na,pos:verb asp:p vox:a mod:i,c-suff,,#n trans,^An$,1,
12,1a2a3,,>.w.n,,BACKOFF,[STEM-PV],|3,lex:|n-u,,|n,,,|n/PV,na,pos:verb asp:p vox:a mod:i,v-suff,,#n trans,^An$,1,
13,1a2a3,,>.w.n,,BACKOFF,[STEM-PV],<i3,lex:|n-i,,<in,,,<in/PV,na,pos:verb asp:p vox:a mod:i,c-suff,,#n trans,^An$,1,
14,1a2a3,,>.w.n,,BACKOFF,[STEM-PV],|3,lex:|n-i,,|n,,,|n/PV,na,pos:verb asp:p vox:a mod:i,v-suff,,#n trans,^An$,1,
15,1A2a3,,>.w.y,,BACKOFF,[STEM-PV],|2,lex:|waY,,|w,,,|w/PV,na,pos:verb asp:p vox:a mod:i,,,#-ay trans,^Aw$,1,
16,1a2a3,,>.\1.\1,,BACKOFF,[STEM-PV],>a2a3,lex:>a\1~-u,,>a\1a\1,,,>a\1a\1/PV,na,pos:verb asp:p vox:a mod:i,c-suff,,gem trans,^A([^ntwyA}&])\1$,1,
17,1a2a3,,>.\1.\1,,BACKOFF,[STEM-PV],>a2a3,lex:>a\1~-i,,>a\1a\1,,,>a\1a\1/PV,na,pos:verb asp:p vox:a mod:i,c-suff,,gem trans,^A([^ntwyA}&])\1$,1,
18,>a1o2a3,,\1.w.>,,BACKOFF,[STEM-PV],>a1,lex:>a\1A',,>a\1,,,>a\1/PV,na,pos:verb asp:p vox:a mod:i,,,#-A' trans,^A([^wyA}&])$,1,
19,>a1o2a3,,\1.y.t,,BACKOFF,[STEM-PV],>a1a3,lex:>a\1At,,>a\1at,,,>a\1at/PV,na,pos:verb asp:p vox:a mod:i,c-suff,,#t trans,^A([^wyA}&])t$,1,
20,>a1o2a3,,\1.y.t,,BACKOFF,[STEM-PV],>a1A3,lex:>a\1At,,>a\1At,,,>a\1At/PV,na,pos:verb asp:p vox:a mod:i,v-suff,,#t trans,^A([^wyA}&])At$,1,
21,>a1o2a3,,\1.w.\2,,BACKOFF,[STEM-PV],>a1a3,lex:>a\1A\2,,>a\1a\2,,,>a\1a\2/PV,na,pos:verb asp:p vox:a mod:i,c-suff,,trans,^A([^wyA}&])([^ntwyA}&])$,1,
22,>a1o2a3,,\1.w.\2,,BACKOFF,[STEM-PV],>a1A3,lex:>a\1A\2,,>a\1A\2,,,>a\1A\2/PV,na,pos:verb asp:p vox:a mod:i,v-suff,,trans,^A([^wyA}&])A([^ntwyA}&])$,1,
23,>a1o2a3,,\1.y.\2,,BACKOFF,[STEM-PV],>a1a3,lex:>a\1A\2,,>a\1a\2,,,>a\1a\2/PV,na,pos:verb asp:p vox:a mod:i,c-suff,,trans,^A([^wyA}&])([^ntwyA}&])$,1,
24,>a1o2a3,,\1.y.\2,,BACKOFF,[STEM-PV],>a1A3,lex:>a\1A\2,,>a\1A\2,,,>a\1A\2/PV,na,pos:verb asp:p vox:a mod:i,v-suff,,trans,^A([^wyA}&])A([^ntwyA}&])$,1,
25,>a1o2a3,,\1.y.n,,BACKOFF,[STEM-PV],>a1a3,lex:>a\1An,,>a\1an,,,>a\1an/PV,na,pos:verb asp:p vox:a mod:i,c-suff,,#n trans,^A([^wyA}&])n$,1,
26,>a1o2a3,,\1.y.n,,BACKOFF,[STEM-PV],>a1A3,lex:>a\1An,,>a\1An,,,>a\1An/PV,na,pos:verb asp:p vox:a mod:i,v-suff,,#n trans,^A([^wyA}&])An$,1,
27,>a1o2a3,,\1.\2.\2,,BACKOFF,[STEM-PV],>a1o2a3,lex:>a\1a\2~,,>a\1o\2a\2,,,>a\1o\2a\2/PV,na,pos:verb asp:p vox:a mod:i,c-suff,,gem trans,^A([^wyA}&])([^ntwyA}&])\2$,1,
28,>a1o2a3,,\1.\2.\3,,BACKOFF,[STEM-PV],>a1o2a3,lex:>a\1o\2a\3,,>a\1o\2a\3,,,>a\1o\2a\3/PV,na,pos:verb asp:p vox:a mod:i,,,trans,^A([^wyA}&])([^wyA}&])([^ntwyA}&])$,1,
29,1a2~a3,,>.\1.\2,,BACKOFF,[STEM-PV],>a2~a3,lex:>a\1~a\2,,>a\1~a\2,,,>a\1~a\2/PV,na,pos:verb asp:p vox:a mod:i,,,trans,^A([^wyA}&])([^ntwyA}&])$,1,
30,1a2a3,,>.\1.\2,,BACKOFF,[STEM-PV],>a2a3,lex:>a\1a\2-u,,>a\1a\2,,,>a\1a\2/PV,na,pos:verb asp:p vox:a mod:i,,,trans,^A([^wyA}&])([^ntwyA}&])$,1,
31,1a2a3,,>.\1.\2,,BACKOFF,[STEM-PV],>a2a3,lex:>a\1a\2-i,,>a\1a\2,,,>a\1a\2/PV,na,pos:verb asp:p vox:a mod:i,,,trans,^A([^wyA}&])([^ntwyA}&])$,1,
32,>a1o2a3,,\1.\2.>,,BACKOFF,[STEM-PV],>a1o2,lex:>a\1o\2a>,,>a\1o\2,,,>a\1o\2/PV,na,pos:verb asp:p vox:a mod:i,,,#-a> trans,^A([^wyA}&])([^wyA}&])$,1,
33,>a1o2a3,,\1.\2.y,,BACKOFF,[STEM-PV],>a1o2,lex:>a\1o\2aY,,>a\1o\2,,,>a\1o\2/PV,na,pos:verb asp:p vox:a mod:i,,,#-ay trans,^A([^wyA}&])([^wyA}&])$,1,
34,>a1o2a3,,\1.\2.n,,BACKOFF,[STEM-PV],>a1o2a3,lex:>a\1o\2an,,>a\1o\2an,,,>a\1o\2an/PV,na,pos:verb asp:p vox:a mod:i,,,#n trans,^A([^wyA}&])([^wyA}&])n$,1,
35,>a1o2a3,,\1.\2.w,,BACKOFF,[STEM-PV],>a1o2,lex:>a\1o\2aY,,>a\1o\2,,,>a\1o\2/PV,na,pos:verb asp:p vox:a mod:i,,,#-ay trans,^A([^wyA}&])([^wyA}&])$,1,
36,1a2~a3,,>.\1.n,,BACKOFF,[STEM-PV],>a2~a3,lex:>a\1~an,,>a\1~an,,,>a\1~an/PV,na,pos:verb asp:p vox:a mod:i,,,#n trans,^A([^wyA}&])n$,1,
37,1a2a3,,>.\1.\2,,BACKOFF,[STEM-PV],>a2a3,lex:>a\1a\2-a,,>a\1a\2,,,>a\1a\2/PV,na,pos:verb asp:p vox:a mod:i,,,trans,^A([^wyA}&])([^ntwyA}&])$,1,
38,1a2a3,,>.\1.\2,,BACKOFF,[STEM-PV],>a2i3,lex:>a\1i\2-a,,>a\1i\2,,,>a\1i\2/PV,na,pos:verb asp:p vox:a mod:i,,,trans,^A([^wyA}&])([^ntwyA}&])$,1,
39,>a1o2a3,,\1.\2.t,,BACKOFF,[STEM-PV],>a1o2a3,lex:>a\1o\2at,,>a\1o\2at,,,>a\1o\2at/PV,na,pos:verb asp:p vox:a mod:i,,,#t trans,^A([^wyA}&])([^wyA}&])t$,1,
40,1a2a3,,>.\1.y,,BACKOFF,[STEM-PV],>a2,lex:>a\1aY-a,,>a\1,,,>a\1/PV,na,pos:verb asp:p vox:a mod:i,,,#-ay trans,^A([^wyA}&])$,1,
41,>a1o2a3,,\1.y.\2,,BACKOFF,[STEM-PV],>a1o>a3,lex:>a\1o>a\2,,>a\1o>a\2,,,>a\1o>a\2/PV,na,pos:verb asp:p vox:a mod:i,,,trans,^A([^wyA}&])A([^ntwyA}&])$,1,
42,1a2a3,,>.\1.y,,BACKOFF,[STEM-PV],>a2,lex:>a\1aY-i,,>a\1,,,>a\1/PV,na,pos:verb asp:p vox:a mod:i,,,#-ay trans,^A([^wyA}&])$,1,
43,1a2a3,,>.\1.\1,,BACKOFF,[STEM-PV],>a2a3,lex:>a\1~-a,,>a\1a\1,,,>a\1a\1/PV,na,pos:verb asp:p vox:a mod:i,c-suff,,gem trans,^A([^ntwyA}&])\1$,1,
44,{i1o2a3a4~,,\1.\2.>.\3,,BACKOFF,[STEM-PV],{i1o2a>o4a4,lex:{i\1o\2a>a\3~,,{i\1o\2a>o\3ab,,,{i\1o\2a>o\3ab/PV,na,pos:verb asp:p vox:a mod:i,c-suff,,gem trans,^A([^wyA}&])([^wyA}&])A([^ntwyA}&])\3$,1,
45,>a1o2a3,,\1.w.\2,,BACKOFF,[STEM-PV],>a1o>a3,lex:>a\1o>a\2,,>a\1o>a\2,,,>a\1o>a\2/PV,na,pos:verb asp:p vox:a mod:i,,,trans,^A([^wyA}&])A([^ntwyA}&])$,1,
46,>a1o2a3,,\1.w.y,,BACKOFF,[STEM-PV],>a1o2,lex:>a\1owaY,,>a\1ow,,,>a\1ow/PV,na,pos:verb asp:p vox:a mod:i,,,#-ay trans,^A([^wyA}&])w$,1,
47,{i1o2a3a4~,,\1.\2.\3.\4,,BACKOFF,[STEM-PV],{i1o2a3o4a4,lex:{i\1o\2a\3a\4~,,{i\1o\2a\3o\4am,,,{i\1o\2a\3o\4am/PV,na,pos:verb asp:p vox:a mod:i,c-suff,,gem trans,^A([^wyA}&])([^wyA}&])([^wyA}&])([^ntwyA}&])\4$,1,
48,>a1o2a3,,\1.n.n,,BACKOFF,[STEM-PV],>a1a2~,lex:>a\1an~,,>a\1an~,,,>a\1an~/PV,na,pos:verb asp:p vox:a mod:i,v-suff,,#n gem trans,^A([^wyA}&])n$,1,
49,{i1o2a3a4~,,\1.\2.w.\3,,BACKOFF,[STEM-PV],{i1o2A4a4,lex:{i\1o\2A\3~,,{i\1o\2A\3ab,,,{i\1o\2A\3ab/PV,na,pos:verb asp:p vox:a mod:i,c-suff,,gem trans,^A([^wyA}&])([^wyA}&])A([^ntwyA}&])\3$,1,
50,1a2~a3,,w.\1.\2,,BACKOFF,[STEM-PV],>a2~a3,lex:>a\1~a\2,,>a\1~a\2,,,>a\1~a\2/PV,na,pos:verb asp:p vox:a mod:i,,,trans,^A([^wyA}&])([^ntwyA}&])$,1,
51,{i1o2awo2a3,,\1.\2.\3,,BACKOFF,[STEM-PV],{i1o2awo2a3,lex:{i\1o\2awoda\3,,{i\1o\2awoda\3,,,{i\1o\2awoda\3/PV,na,pos:verb asp:p vox:a mod:i,,,trans,^A([^wyA}&])([^wyA}&])w\2([^ntwyA}&])$,1,
52,{i1o2awo2a3,,\1.\2.n,,BACKOFF,[STEM-PV],{i1o2awo2a3,lex:{i\1o\2awo$an,,{i\1o\2awo$an,,,{i\1o\2awo$an/PV,na,pos:verb asp:p vox:a mod:i,,,#n trans,^A([^wyA}&])([^wyA}&])w\2n$,1,
53,>a1o2a3,,\1.w.\2,,BACKOFF,[STEM-PV],>a1o2a3,lex:>a\1owa\2,,>a\1owa\2,,,>a\1owa\2/PV,na,pos:verb asp:p vox:a mod:i,,,trans,^A([^wyA}&])w([^ntwyA}&])$,1,
54,>a1o2a3,,\1.y.w,,BACKOFF,[STEM-PV],>a1o2,lex:>a\1oyaY,,>a\1oy,,,>a\1oy/PV,na,pos:verb asp:p vox:a mod:i,,,#-ay trans,^A([^wyA}&])y$,1,
55,{i1ota2a3,,>.\1.\1,,BACKOFF,[STEM-PV],{i}ota2~,lex:{i}ota\1~,,{i}ota\1~,,,{i}ota\1~/PV,na,pos:verb asp:p vox:a mod:i,v-suff,,gem trans,^A}t([^ntwyA}&])$,1,
56,{i1ota2a3,,\1.\2.\2,,BACKOFF,[STEM-PV],{i1ota2~,lex:{i\1ota\2~,,{i\1ota\2~,,,{i\1ota\2~/PV,na,pos:verb asp:p vox:a mod:i,v-suff,,gem trans,^A([^wyA}&])t([^ntwyA}&])$,1,
57,1a2a3,,>.\1.\2,,BACKOFF,[STEM-PV],>a2u3,lex:>a\1u\2-u,,>a\1u\2,,,>a\1u\2/PV,na,pos:verb asp:p vox:a mod:i,,,trans,^A([^wyA}&])([^ntwyA}&])$,1,
58,1a2~a3,,>.\1.y,,BACKOFF,[STEM-PV],>a2~,lex:>a\1~aY,,>a\1~,,,>a\1~/PV,na,pos:verb asp:p vox:a mod:i,,,#-ay trans,^A([^wyA}&])$,1,
59,1a2a3,,>.\1.n,,BACKOFF,[STEM-PV],>a2i3,lex:>a\1in-a,,>a\1in,,,>a\1in/PV,na,pos:verb asp:p vox:a mod:i,,,#n trans,^A([^wyA}&])n$,1,
60,1a2a3,,>.\1.y,,BACKOFF,[STEM-PV],>a2,lex:>a\1iy-a,,>a\1,,,>a\1/PV,na,pos:verb asp:p vox:a mod:i,,,#-iy trans,^A([^wyA}&])$,1,
61,>a1o2a3,,\1.>.y,,BACKOFF,[STEM-PV],>a1o>,lex:>a\1o>aY,,>a\1o>,,,>a\1o>/PV,na,pos:verb asp:p vox:a mod:i,,,#-ay trans,^A([^wyA}&])A$,1,
62,>a1o2a3,,\1.>.\2,,BACKOFF,[STEM-PV],>a1o>a3,lex:>a\1o>a\2,,>a\1o>a\2,,,>a\1o>a\2/PV,na,pos:verb asp:p vox:a mod:i,,,trans,^A([^wyA}&])A([^ntwyA}&])$,1,
63,1a2a3,,>.\1.w,,BACKOFF,[STEM-PV],>a2,lex:>a\1A-u,,>a\1,,,>a\1/PV,na,pos:verb asp:p vox:a mod:i,,,#-aw trans,^A([^wyA}&])$,1,
64,>a1o2a3,,\1.t.t,,BACKOFF,[STEM-PV],>a1a2~,lex:>a\1at~,,>a\1at~,,,>a\1at~/PV,na,pos:verb asp:p vox:a mod:i,v-suff,,#t gem trans,^A([^wyA}&])t$,1,
65,{i1ota2a3,,\1.n.n,,BACKOFF,[STEM-PV],{i1ota2a3,lex:{i\1otan~,,{i\1otanan,,,{i\1otanan/PV,na,pos:verb asp:p vox:a mod:i,c-suff,,#n gem trans,^A([^wyA}&])tnn$,1,
66,>a1o2a3,,\1.\2.y,,BACKOFF,[STEM-PV],>a1o2,lex:>a\1o\2a>,,>a\1o\2,,,>a\1o\2/PV,na,pos:verb asp:p vox:a mod:i,,,#-a> trans,^A([^wyA}&])([^wyA}&])$,1,
67,>a1o2a3,,\1.w.n,,BACKOFF,[STEM-PV],>a1A3,lex:>a\1An,,>a\1An,,,>a\1An/PV,na,pos:verb asp:p vox:a mod:i,v-suff,,#n trans,^A([^wyA}&])An$,1,
68,>a1o2a3,,\1.w.n,,BACKOFF,[STEM-PV],>a1a3,lex:>a\1An,,>a\1an,,,>a\1an/PV,na,pos:verb asp:p vox:a mod:i,c-suff,,#n trans,^A([^wyA}&])n$,1,
69,>a1o2a3,,\1.\2.\3,,BACKOFF,[STEM-PV],>a1o2a3,lex:>a\1o\2a\3-i,,>a\1o\2a\3,,,>a\1o\2a\3/PV,na,pos:verb asp:p vox:a mod:i,,,trans,^A([^wyA}&])([^wyA}&])([^ntwyA}&])$,1,
70,{i1ota2a3,,\1.\2.\2,,BACKOFF,[STEM-PV],{i1oTa2~,lex:{i\1oTa\2~,,{i\1oTa\2~,,,{i\1oTa\2~/PV,na,pos:verb asp:p vox:a mod:i,v-suff,,gem trans,^A([^wyA}&])T([^ntwyA}&])$,1,
71,>a1o2a3,,\1.y.\2,,BACKOFF,[STEM-PV],>a1o2a3,lex:>a\1oya\2,,>a\1oya\2,,,>a\1oya\2/PV,na,pos:verb asp:p vox:a mod:i,,,trans,^A([^wyA}&])y([^ntwyA}&])$,1,
72,>a1o2a3,,\1.y.y,,BACKOFF,[STEM-PV],>a1o2,lex:>a\1oyaY,,>a\1oy,,,>a\1oy/PV,na,pos:verb asp:p vox:a mod:i,,,#-ay trans,^A([^wyA}&])y$,1,
73,>a1o2a3,,\1.y.>,,BACKOFF,[STEM-PV],>a1,lex:>a\1A',,>a\1,,,>a\1/PV,na,pos:verb asp:p vox:a mod:i,,,#-A' trans,^A([^wyA}&])$,1,
74,1a2o3a4,,>.\1.\2.\3,,BACKOFF,[STEM-PV],>a2o3a4,lex:>a\1o\2a\3,,>a\1o\2a\3,,,>a\1o\2a\3/PV,na,pos:verb asp:p vox:a mod:i,,,trans,^A([^wyA}&])([^wyA}&])([^ntwyA}&])$,1,
75,>a1o2a3,,\1.w.t,,BACKOFF,[STEM-PV],>a1A3,lex:>a\1At,,>a\1At,,,>a\1At/PV,na,pos:verb asp:p vox:a mod:i,v-suff,,#t trans,^A([^wyA}&])At$,1,
76,>a1o2a3,,\1.w.t,,BACKOFF,[STEM-PV],>a1a3,lex:>a\1At,,>a\1at,,,>a\1at/PV,na,pos:verb asp:p vox:a mod:i,c-suff,,#t trans,^A([^wyA}&])t$,1,
77,1a2~a3,,>.\1.t,,BACKOFF,[STEM-PV],>a2~a3,lex:>a\1~at,,>a\1~at,,,>a\1~at/PV,na,pos:verb asp:p vox:a mod:i,,,#t trans,^A([^wyA}&])t$,1,
78,1a2o3a4,,>.\1.\2.n,,BACKOFF,[STEM-PV],>a2o3a4,lex:>a\1o\2an,,>a\1o\2an,,,>a\1o\2an/PV,na,pos:verb asp:p vox:a mod:i,,,#n trans,^A([^wyA}&])([^wyA}&])n$,1,
79,1a2a3,,>.\1.n,,BACKOFF,[STEM-PV],>a2u3,lex:>a\1un-u,,>a\1un,,,>a\1un/PV,na,pos:verb asp:p vox:a mod:i,,,#n trans,^A([^wyA}&])n$,1,
80,1a2a3,,>.n.n,,BACKOFF,[STEM-PV],>a2~,lex:>an~-i,,>an~,,,>an~/PV,na,pos:verb asp:p vox:a mod:i,v-suff,,#n gem trans,^An$,1,
81,1a2o3o4a5,,>.\1.\2.\3.\4,,BACKOFF,[STEM-PV],>a2o3o4a5,lex:>a\1o\2o\3a\4,,>a\1o\2o\3a\4,,,>a\1o\2o\3a\4/PV,na,pos:verb asp:p vox:a mod:i,,,trans,^A([^wyA}&])([^wyA}&])([^wyA}&])([^ntwyA}&])$,1,
82,>a1o2a3,,w.\1.\2,,BACKOFF,[STEM-PV],>a1o2a3,lex:>awo\1a\2,,>awo\1a\2,,,>awo\1a\2/PV,na,pos:verb asp:p vox:a mod:i,,,trans,^Aw([^wyA}&])([^ntwyA}&])$,1,
83,>a1o2a3,,w.\1.>,,BACKOFF,[STEM-PV],>a1o2,lex:>awo\1a>,,>awo\1,,,>awo\1/PV,na,pos:verb asp:p vox:a mod:i,,,#-a> trans,^Aw([^wyA}&])$,1,
84,>a1o2a3,,w.\1.y,,BACKOFF,[STEM-PV],>a1o2,lex:>awo\1aY,,>awo\1,,,>awo\1/PV,na,pos:verb asp:p vox:a mod:i,,,#-ay trans,^Aw([^wyA}&])$,1,
85,1a2o3a4,,>.w.\1.\2,,BACKOFF,[STEM-PV],>a2o3a4,lex:>awo\1a\2,,>awo\1a\2,,,>awo\1a\2/PV,na,pos:verb asp:p vox:a mod:i,,,trans,^Aw([^wyA}&])([^ntwyA}&])$,1,
86,>a1o2a3,,w.\1.n,,BACKOFF,[STEM-PV],>a1o2a3,lex:>awo\1an,,>awo\1an,,,>awo\1an/PV,na,pos:verb asp:p vox:a mod:i,,,#n trans,^Aw([^wyA}&])n$,1,
87,1a2~a3,,>.w.y,,BACKOFF,[STEM-PV],>a2~,lex:>aw~aY,,>aw~,,,>aw~/PV,na,pos:verb asp:p vox:a mod:i,,,#-ay trans,^Aw$,1,
88,1a2a3,,>.w.y,,BACKOFF,[STEM-PV],>a2,lex:>awaY-i,,>aw,,,>aw/PV,na,pos:verb asp:p vox:a mod:i,,,#-ay trans,^Aw$,1,
89,>a1o2a3,,y.\1.\2,,BACKOFF,[STEM-PV],>a1o2a3,lex:>ayo\1a\2,,>ayo\1a\2,,,>ayo\1a\2/PV,na,pos:verb asp:p vox:a mod:i,,,trans,^Ay([^wyA}&])([^ntwyA}&])$,1,
90,{i1ota2a3,,w.>.\1,,BACKOFF,[STEM-PV],{it~a>a3,lex:{it~a>a\1,,{it~a>a\1,,,{it~a>a\1/PV,na,pos:verb asp:p vox:a mod:i,,,trans,^AtA([^ntwyA}&])$,1,
91,{ino1a2a3,,\1.t.t,,BACKOFF,[STEM-PV],{ino1a2a3,lex:{ino\1at~,,{ino\1atat,,,{ino\1atat/PV,na,pos:verb asp:p vox:a mod:i,c-suff,,#t gem trans,^An([^wyA}&])tt$,1,
92,{ino1a2a3,,\1.\2.\2,,BACKOFF,[STEM-PV],{ino1a2~,lex:{ino\1a\2~,,{ino\1a\2~,,,{ino\1a\2~/PV,na,pos:verb asp:p vox:a mod:i,v-suff,,gem trans,^An([^wyA}&])([^ntwyA}&])$,1,
93,>a1o2a3,,y.\1.n,,BACKOFF,[STEM-PV],>a1o2a3,lex:>ayo\1an,,>ayo\1an,,,>ayo\1an/PV,na,pos:verb asp:p vox:a mod:i,,,#n trans,^Ay([^wyA}&])n$,1,
94,1a2~a3,,>.y.n,,BACKOFF,[STEM-PV],>a2~a3,lex:>ay~an,,>ay~an,,,>ay~an/PV,na,pos:verb asp:p vox:a mod:i,,,#n trans,^Ayn$,1,
95,{i1ota2a3,,>.\1.\2,,BACKOFF,[STEM-PV],{i}ota2a3,lex:{i}ota\1a\2,,{i}ota\1a\2,,,{i}ota\1a\2/PV,na,pos:verb asp:p vox:a mod:i,,,trans,^A}t([^wyA}&])([^ntwyA}&])$,1,
96,{i1ota2a3,,>.\1.\1,,BACKOFF,[STEM-PV],{i}ota2a3,lex:{i}ota\1~,,{i}ota\1a\1,,,{i}ota\1a\1/PV,na,pos:verb asp:p vox:a mod:i,c-suff,,gem trans,^A}t([^ntwyA}&])\1$,1,
97,{i1ota2a3,,>.\1.n,,BACKOFF,[STEM-PV],{i}ota2a3,lex:{i}ota\1an,,{i}ota\1an,,,{i}ota\1an/PV,na,pos:verb asp:p vox:a mod:i,,,#n trans,^A}t([^wyA}&])n$,1,
98,{i1ota2a3,,\1.>.\2,,BACKOFF,[STEM-PV],{i1ota>a3,lex:{i\1ota>a\2,,{i\1ota>a\2,,,{i\1ota>a\2/PV,na,pos:verb asp:p vox:a mod:i,,,trans,^A([^wyA}&])tA([^ntwyA}&])$,1,
99,{i1ota2a3,,\1.y.\2,,BACKOFF,[STEM-PV],{i1ota3,lex:{i\1otA\2,,{i\1ota\2,,,{i\1ota\2/PV,na,pos:verb asp:p vox:a mod:i,c-suff,,trans,^A([^wyA}&])t([^ntwyA}&])$,1,
100,{i1ota2a3,,\1.y.\2,,BACKOFF,[STEM-PV],{i1otA3,lex:{i\1otA\2,,{i\1otA\2,,,{i\1otA\2/PV,na,pos:verb asp:p vox:a mod:i,v-suff,,trans,^A([^wyA}&])tA([^ntwyA}&])$,1,
101,{i1ota2a3,,\1.\2.>,,BACKOFF,[STEM-PV],{i1ota2,lex:{i\1ota\2a>,,{i\1ota\2,,,{i\1ota\2/PV,na,pos:verb asp:p vox:a mod:i,,,#-a> trans,^A([^wyA}&])t([^wyA}&])$,1,
102,{i1ota2a3,,\1.\2.\3,,BACKOFF,[STEM-PV],{i1ota2a3,lex:{i\1ota\2a\3,,{i\1ota\2a\3,,,{i\1ota\2a\3/PV,na,pos:verb asp:p vox:a mod:i,,,trans,^A([^wyA}&])t([^wyA}&])([^ntwyA}&])$,1,
103,{i1ota2a3,,\1.\2.\2,,BACKOFF,[STEM-PV],{i1ota2a3,lex:{i\1ota\2~,,{i\1ota\2a\2,,,{i\1ota\2a\2/PV,na,pos:verb asp:p vox:a mod:i,c-suff,,gem trans,^A([^wyA}&])t([^ntwyA}&])\2$,1,
104,{i1ota2a3,,\1.\2.y,,BACKOFF,[STEM-PV],{i1ota2,lex:{i\1ota\2aY,,{i\1ota\2,,,{i\1ota\2/PV,na,pos:verb asp:p vox:a mod:i,,,#-ay trans,^A([^wyA}&])t([^wyA}&])$,1,
105,{i1ota2a3,,\1.\2.w,,BACKOFF,[STEM-PV],{i1ota2,lex:{i\1ota\2aY,,{i\1ota\2,,,{i\1ota\2/PV,na,pos:verb asp:p vox:a mod:i,,,#-ay trans,^A([^wyA}&])t([^wyA}&])$,1,
106,{i1ota2a3,,\1.\2.\3,,BACKOFF,[STEM-PV],{i1~a2a3,lex:{i\1~a\2a\3,,{i\1~a\2a\3,,,{i\1~a\2a\3/PV,na,pos:verb asp:p vox:a mod:i,,,trans,^A([^wyA}&])([^wyA}&])([^ntwyA}&])$,1,
107,{i1ota2a3,,w.\1.\2,,BACKOFF,[STEM-PV],{it~a2a3,lex:{it~a\1a\2,,{it~a\1a\2,,,{it~a\1a\2/PV,na,pos:verb asp:p vox:a mod:i,,,trans,^At([^wyA}&])([^ntwyA}&])$,1,
108,{i1ota2a3,,>.\1.\2,,BACKOFF,[STEM-PV],{it~a2a3,lex:{it~a\1a\2,,{it~a\1a\2,,,{it~a\1a\2/PV,na,pos:verb asp:p vox:a mod:i,,,trans,^At([^wyA}&])([^ntwyA}&])$,1,
109,{i1ota2a3,,w.\1.y,,BACKOFF,[STEM-PV],{it~a2,lex:{it~a\1aY,,{it~a\1,,,{it~a\1/PV,na,pos:verb asp:p vox:a mod:i,,,#-ay trans,^At([^wyA}&])$,1,
