,PATTERN_ABSTRACT,PATTERN_DEF,ROOT,ROOT_SUB,DEFINE,CLASS,PATTERN,LEMMA,LEMMA_SUB,FORM,FORM_SUB,BW,BW_SUB,GLOSS,FEAT,COND-T,COND-F,COND-S,MATCH,COMMENTS,STATUS
213,1a2a3,,>.\1.\1,,BACKOFF,[STEM-PV],>a2~,lex:>a\1~-u,,>a\1~,,,>a\1~/PV,na,pos:verb asp:p vox:a mod:i,v-suff,,gem trans,^A([^ntwyA}&])$,1,
214,1a2a3,,>.\1.\1,,BACKOFF,[STEM-PV],>a2~,lex:>a\1~-i,,>a\1~,,,>a\1~/PV,na,pos:verb asp:p vox:a mod:i,v-suff,,gem trans,^A([^ntwyA}&])$,1,
215,1a2a3,,>.\1.\1,,BACKOFF,[STEM-PV],>a2~,lex:>a\1~-a,,>a\1~,,,>a\1~/PV,na,pos:verb asp:p vox:a mod:i,v-suff,,gem trans,^A([^ntwyA}&])$,1,
216,{ino1a2a3,,\1.\2.n,,BACKOFF,[STEM-PV],{ino1a2a3,lex:{ino\1a\2an,,{ino\1a\2an,,,{ino\1a\2an/PV,na,pos:verb asp:p vox:a mod:i,,,#n trans,^An([^wyA}&])([^wyA}&])n$,1,
217,{ino1a2a3,,\1.w.y,,BACKOFF,[STEM-PV],{ino1a2,lex:{ino\1awaY,,{ino\1aw,,,{ino\1aw/PV,na,pos:verb asp:p vox:a mod:i,,,#-ay trans,^An([^wyA}&])w$,1,
218,{ino1a2a3,,\1.\2.y,,BACKOFF,[STEM-PV],{ino1a2,lex:{ino\1a\2a>,,{ino\1a\2,,,{ino\1a\2/PV,na,pos:verb asp:p vox:a mod:i,,,#-a> trans,^An([^wyA}&])([^wyA}&])$,1,
219,{ino1a2a3,,\1.\2.w,,BACKOFF,[STEM-PV],{ino1a2,lex:{ino\1a\2aY,,{ino\1a\2,,,{ino\1a\2/PV,na,pos:verb asp:p vox:a mod:i,,,#-ay trans,^An([^wyA}&])([^wyA}&])$,1,
220,1a2a3,,>.n.n,,BACKOFF,[STEM-PV],>a2a3,lex:>an~-i,,>anan,,,>anan/PV,na,pos:verb asp:p vox:a mod:i,c-suff,,#n gem trans,^Ann$,1,
221,1a2a3,,>.w.\1,,BACKOFF,[STEM-PV],>u3,lex:|\1-u,,>u\1,,,>u\1/PV,na,pos:verb asp:p vox:a mod:i,c-suff,,trans,^A([^ntwyA}&])$,1,
222,1a2a3,,>.w.\1,,BACKOFF,[STEM-PV],|3,lex:|\1-u,,|\1,,,|\1/PV,na,pos:verb asp:p vox:a mod:i,v-suff,,trans,^A([^ntwyA}&])$,1,
223,1a2a3,,>.y.\1,,BACKOFF,[STEM-PV],>a3,lex:|\1-i,,>a\1,,,>a\1/PV,na,pos:verb asp:p vox:a mod:i,c-suff,,trans,^A([^ntwyA}&])$,1,
224,{ino1a2a3,,\1.\2.>,,BACKOFF,[STEM-PV],{ino1a2,lex:{ino\1a\2a>,,{ino\1a\2,,,{ino\1a\2/PV,na,pos:verb asp:p vox:a mod:i,,,#-a> trans,^An([^wyA}&])([^wyA}&])$,1,
225,1a2a3,,>.y.\1,,BACKOFF,[STEM-PV],|3,lex:|\1-i,,|\1,,,|\1/PV,na,pos:verb asp:p vox:a mod:i,v-suff,,trans,^A([^ntwyA}&])$,1,
226,1a2a3,,>.y.\1,,BACKOFF,[STEM-PV],<i3,lex:|\1-i,,<i\1,,,<i\1/PV,na,pos:verb asp:p vox:a mod:i,c-suff,,trans,^A([^ntwyA}&])$,1,
227,{ino1a2a3,,\1.w.\2,,BACKOFF,[STEM-PV],{ino1a2a3,lex:{ino\1awa\2,,{ino\1awa\2,,,{ino\1awa\2/PV,na,pos:verb asp:p vox:a mod:i,,,trans,^An([^wyA}&])w([^ntwyA}&])$,1,
228,1a2a3,,>.w.\1,,BACKOFF,[STEM-PV],>a2i3,lex:>awi\1-a,,>awi\1,,,>awi\1/PV,na,pos:verb asp:p vox:a mod:i,,,trans,^Aw([^ntwyA}&])$,1,
229,1a2o3a4,,\1.>.\2.>,,BACKOFF,[STEM-PV],1a>o3,lex:\1a>o\2a>,,\1a>o\2,,,\1a>o\2/PV,na,pos:verb asp:p vox:a mod:i,,,#-a> trans,^([^wyA}&])A([^wyA}&])$,1,
230,1a2a3,,\1.>.\2,,BACKOFF,[STEM-PV],1a>a3,lex:\1a>a\2-a,,\1a>a\2,,,\1a>a\2/PV,na,pos:verb asp:p vox:a mod:i,,,trans,^([^wyA}&])A([^ntwyA}&])$,1,
231,1a2a3,,\1.>.\2,,BACKOFF,[STEM-PV],1a>a3,lex:\1a>a\2-u,,\1a>a\2,,,\1a>a\2/PV,na,pos:verb asp:p vox:a mod:i,,,trans,^([^wyA}&])A([^ntwyA}&])$,1,
232,1a2a3,,\1.>.\2,,BACKOFF,[STEM-PV],1a}i3,lex:\1a}i\2-a,,\1a}i\2,,,\1a}i\2/PV,na,pos:verb asp:p vox:a mod:i,,,trans,^([^wyA}&])}([^ntwyA}&])$,1,
233,1a2a3,,\1.w.>,,BACKOFF,[STEM-PV],1,lex:\1A'-u,,\1,,,\1/PV,na,pos:verb asp:p vox:a mod:i,v-suff,,#-A' trans,^([^wyA}&])$,1,
234,1a2a3,,\1.w.>,,BACKOFF,[STEM-PV],1u&,lex:\1A'-u,,\1u&,,,\1u&/PV,na,pos:verb asp:p vox:a mod:i,c-suff,,trans,^([^wyA}&])&$,1,
235,1a2a3,,\1.y.t,,BACKOFF,[STEM-PV],1A3,lex:\1At-i,,\1At,,,\1At/PV,na,pos:verb asp:p vox:a mod:i,v-suff,,#t trans,^([^wyA}&])At$,1,
236,1a2a3,,\1.y.t,,BACKOFF,[STEM-PV],1i3,lex:\1At-i,,\1it,,,\1it/PV,na,pos:verb asp:p vox:a mod:i,c-suff,,#t trans,^([^wyA}&])t$,1,
237,1a2a3,,\1.w.\2,,BACKOFF,[STEM-PV],1u3,lex:\1A\2-u,,\1u\2,,,\1u\2/PV,na,pos:verb asp:p vox:a mod:i,c-suff,,trans,^([^wyA}&])([^ntwyA}&])$,1,
238,1a2a3,,\1.w.\2,,BACKOFF,[STEM-PV],1A3,lex:\1A\2-u,,\1A\2,,,\1A\2/PV,na,pos:verb asp:p vox:a mod:i,v-suff,,trans,^([^wyA}&])A([^ntwyA}&])$,1,
239,1A2a3,,\1.\2.t,,BACKOFF,[STEM-PV],1A2a3,lex:\1A\2at,,\1A\2at,,,\1A\2at/PV,na,pos:verb asp:p vox:a mod:i,,,#t trans,^([^wyA}&])A([^wyA}&])t$,1,
240,1A2a3,,\1.\2.\3,,BACKOFF,[STEM-PV],1A2a3,lex:\1A\2a\3,,\1A\2a\3,,,\1A\2a\3/PV,na,pos:verb asp:p vox:a mod:i,,,trans,^([^wyA}&])A([^wyA}&])([^ntwyA}&])$,1,
241,1a2a3,,\1.y.\2,,BACKOFF,[STEM-PV],1i3,lex:\1A\2-i,,\1i\2,,,\1i\2/PV,na,pos:verb asp:p vox:a mod:i,c-suff,,trans,^([^wyA}&])([^ntwyA}&])$,1,
242,1a2a3,,\1.y.\2,,BACKOFF,[STEM-PV],1A3,lex:\1A\2-i,,\1A\2,,,\1A\2/PV,na,pos:verb asp:p vox:a mod:i,v-suff,,trans,^([^wyA}&])A([^ntwyA}&])$,1,
243,1A2a3,,\1.\2.>,,BACKOFF,[STEM-PV],1A2,lex:\1A\2a>,,\1A\2,,,\1A\2/PV,na,pos:verb asp:p vox:a mod:i,,,#-a> trans,^([^wyA}&])A([^wyA}&])$,1,
244,1A2a3,,\1.\2.y,,BACKOFF,[STEM-PV],1A2,lex:\1A\2aY,,\1A\2,,,\1A\2/PV,na,pos:verb asp:p vox:a mod:i,,,#-ay trans,^([^wyA}&])A([^wyA}&])$,1,
245,1A2a3,,\1.\2.w,,BACKOFF,[STEM-PV],1A2,lex:\1A\2aY,,\1A\2,,,\1A\2/PV,na,pos:verb asp:p vox:a mod:i,,,#-ay trans,^([^wyA}&])A([^wyA}&])$,1,
246,1a2a3,,\1.y.n,,BACKOFF,[STEM-PV],1i3,lex:\1An-i,,\1in,,,\1in/PV,na,pos:verb asp:p vox:a mod:i,c-suff,,#n trans,^([^wyA}&])n$,1,
247,1a2a3,,\1.y.n,,BACKOFF,[STEM-PV],1A3,lex:\1An-i,,\1An,,,\1An/PV,na,pos:verb asp:p vox:a mod:i,v-suff,,#n trans,^([^wyA}&])An$,1,
248,1A2a3,,\1.y.\2,,BACKOFF,[STEM-PV],1A2a3,lex:\1Aya\2,,\1Aya\2,,,\1Aya\2/PV,na,pos:verb asp:p vox:a mod:i,,,trans,^([^wyA}&])Ay([^ntwyA}&])$,1,
249,1A2a3,,\1.y.n,,BACKOFF,[STEM-PV],1A2a3,lex:\1Ayan,,\1Ayan,,,\1Ayan/PV,na,pos:verb asp:p vox:a mod:i,,,#n trans,^([^wyA}&])Ayn$,1,
250,1a2a3,,>.y.\1,,BACKOFF,[STEM-PV],>a2i3,lex:>ayi\1-a,,>ayi\1,,,>ayi\1/PV,na,pos:verb asp:p vox:a mod:i,,,trans,^Ay([^ntwyA}&])$,1,
251,1a2a3,,\1.t.t,,BACKOFF,[STEM-PV],1a2~,lex:\1at~-u,,\1at~,,,\1at~/PV,na,pos:verb asp:p vox:a mod:i,v-suff,,#t gem trans,^([^wyA}&])t$,1,
252,1a2a3,,\1.t.t,,BACKOFF,[STEM-PV],1a2a3,lex:\1at~-u,,\1atat,,,\1atat/PV,na,pos:verb asp:p vox:a mod:i,c-suff,,#t gem trans,^([^wyA}&])tt$,1,
253,1a2a3,,\1.t.t,,BACKOFF,[STEM-PV],1a2~,lex:\1at~-i,,\1at~,,,\1at~/PV,na,pos:verb asp:p vox:a mod:i,v-suff,,#t gem trans,^([^wyA}&])t$,1,
254,1a2~a3,,\1.\2.t,,BACKOFF,[STEM-PV],1a2~a3,lex:\1a\2~at,,\1a\2~at,,,\1a\2~at/PV,na,pos:verb asp:p vox:a mod:i,,,#t trans,^([^wyA}&])([^wyA}&])t$,1,
255,1a2a3,,\1.\2.\3,,BACKOFF,[STEM-PV],1a2a3,lex:\1a\2a\3-u,,\1a\2a\3,,,\1a\2a\3/PV,na,pos:verb asp:p vox:a mod:i,,,trans,^([^wyA}&])([^wyA}&])([^ntwyA}&])$,1,
256,1a2~a3,,\1.\2.\3,,BACKOFF,[STEM-PV],1a2~a3,lex:\1a\2~a\3,,\1a\2~a\3,,,\1a\2~a\3/PV,na,pos:verb asp:p vox:a mod:i,,,trans,^([^wyA}&])([^wyA}&])([^ntwyA}&])$,1,
257,1a2a3,,\1.\2.\3,,BACKOFF,[STEM-PV],1a2a3,lex:\1a\2a\3-i,,\1a\2a\3,,,\1a\2a\3/PV,na,pos:verb asp:p vox:a mod:i,,,trans,^([^wyA}&])([^wyA}&])([^ntwyA}&])$,1,
258,1a2a3,,\1.\2.\2,,BACKOFF,[STEM-PV],1a2a3,lex:\1a\2~-u,,\1a\2a\2,,,\1a\2a\2/PV,na,pos:verb asp:p vox:a mod:i,c-suff,,gem trans,^([^wyA}&])([^ntwyA}&])\2$,1,
259,1a2a3,,\1.t.t,,BACKOFF,[STEM-PV],1a2a3,lex:\1at~-i,,\1atat,,,\1atat/PV,na,pos:verb asp:p vox:a mod:i,c-suff,,#t gem trans,^([^wyA}&])tt$,1,
260,1a2a3,,\1.\2.\3,,BACKOFF,[STEM-PV],1a2i3,lex:\1a\2i\3-a,,\1a\2i\3,,,\1a\2i\3/PV,na,pos:verb asp:p vox:a mod:i,,,trans,^([^wyA}&])([^wyA}&])([^ntwyA}&])$,1,
261,1a2~a3,,\1.\2.n,,BACKOFF,[STEM-PV],1a2~a3,lex:\1a\2~an,,\1a\2~an,,,\1a\2~an/PV,na,pos:verb asp:p vox:a mod:i,,,#n trans,^([^wyA}&])([^wyA}&])n$,1,
262,1a2a3,,\1.\2.\2,,BACKOFF,[STEM-PV],1a2~,lex:\1a\2~-u,,\1a\2~,,,\1a\2~/PV,na,pos:verb asp:p vox:a mod:i,v-suff,,gem trans,^([^wyA}&])([^ntwyA}&])$,1,
263,1a2a3,,\1.\2.\3,,BACKOFF,[STEM-PV],1a2a3,lex:\1a\2a\3-a,,\1a\2a\3,,,\1a\2a\3/PV,na,pos:verb asp:p vox:a mod:i,,,trans,^([^wyA}&])([^wyA}&])([^ntwyA}&])$,1,
264,1a2o3a4,,\1.\2.\3.\4,,BACKOFF,[STEM-PV],1a2o3a4,lex:\1a\2o\3a\4,,\1a\2o\3a\4,,,\1a\2o\3a\4/PV,na,pos:verb asp:p vox:a mod:i,,,trans,^([^wyA}&])([^wyA}&])([^wyA}&])([^ntwyA}&])$,1,
265,1a2a3,,\1.\2.w,,BACKOFF,[STEM-PV],1a2,lex:\1a\2A-u,,\1a\2,,,\1a\2/PV,na,pos:verb asp:p vox:a mod:i,,,#-aw trans,^([^wyA}&])([^wyA}&])$,1,
266,1a2a3,,\1.\2.\3,,BACKOFF,[STEM-PV],1a2u3,lex:\1a\2u\3-u,,\1a\2u\3,,,\1a\2u\3/PV,na,pos:verb asp:p vox:a mod:i,,,trans,^([^wyA}&])([^wyA}&])([^ntwyA}&])$,1,
267,1a2a3,,\1.\2.>,,BACKOFF,[STEM-PV],1a2,lex:\1a\2a>-a,,\1a\2,,,\1a\2/PV,na,pos:verb asp:p vox:a mod:i,,,#-a> trans,^([^wyA}&])([^wyA}&])$,1,
268,1a2a3,,\1.\2.\3,,BACKOFF,[STEM-PV],1a2a3,lex:\1a\2a\3,,\1a\2a\3,,,\1a\2a\3/PV,na,pos:verb asp:p vox:a mod:i,,,trans,^([^wyA}&])([^wyA}&])([^ntwyA}&])$,1,
269,1a2a3,,\1.\2.n,,BACKOFF,[STEM-PV],1a2a3,lex:\1a\2an-u,,\1a\2an,,,\1a\2an/PV,na,pos:verb asp:p vox:a mod:i,,,#n trans,^([^wyA}&])([^wyA}&])n$,1,
270,1a2a3,,\1.\2.n,,BACKOFF,[STEM-PV],1a2u3,lex:\1a\2un-u,,\1a\2un,,,\1a\2un/PV,na,pos:verb asp:p vox:a mod:i,,,#n trans,^([^wyA}&])([^wyA}&])n$,1,
271,1a2a3,,\1.\2.>,,BACKOFF,[STEM-PV],1a2u&,lex:\1a\2u&-u,,\1a\2u&,,,\1a\2u&/PV,na,pos:verb asp:p vox:a mod:i,,,trans,^([^wyA}&])([^wyA}&])&$,1,
272,1a2a3,,\1.\2.>,,BACKOFF,[STEM-PV],1a2i},lex:\1a\2i}-u,,\1a\2i},,,\1a\2i}/PV,na,pos:verb asp:p vox:a mod:i,,,trans,^([^wyA}&])([^wyA}&])}$,1,
273,1a2a3,,\1.\2.\2,,BACKOFF,[STEM-PV],1a2a3,lex:\1a\2~-a,,\1a\2a\2,,,\1a\2a\2/PV,na,pos:verb asp:p vox:a mod:i,c-suff,,gem trans,^([^wyA}&])([^ntwyA}&])\2$,1,
274,1a2a3,,\1.\2.\2,,BACKOFF,[STEM-PV],1a2~,lex:\1a\2~-a,,\1a\2~,,,\1a\2~/PV,na,pos:verb asp:p vox:a mod:i,v-suff,,gem trans,^([^wyA}&])([^ntwyA}&])$,1,
275,1a2a3,,\1.\2.\2,,BACKOFF,[STEM-PV],1a2a3,lex:\1a\2~-i,,\1a\2a\2,,,\1a\2a\2/PV,na,pos:verb asp:p vox:a mod:i,c-suff,,gem trans,^([^wyA}&])([^ntwyA}&])\2$,1,
276,1a2~a3,,\1.\2.>,,BACKOFF,[STEM-PV],1a2~,lex:\1a\2~a>,,\1a\2~,,,\1a\2~/PV,na,pos:verb asp:p vox:a mod:i,,,#-a> trans,^([^wyA}&])([^wyA}&])$,1,
277,1a2a3,,\1.\2.>,,BACKOFF,[STEM-PV],1a2i},lex:\1a\2i}-a,,\1a\2i},,,\1a\2i}/PV,na,pos:verb asp:p vox:a mod:i,,,trans,^([^wyA}&])([^wyA}&])}$,1,
278,1a2a3,,\1.\2.\3,,BACKOFF,[STEM-PV],1a2i3,lex:\1a\2i\3,,\1a\2i\3,,,\1a\2i\3/PV,na,pos:verb asp:p vox:a mod:i,,,trans,^([^wyA}&])([^wyA}&])([^ntwyA}&])$,1,
279,1a2o3a4,,\1.\2.\3.n,,BACKOFF,[STEM-PV],1a2o3a4,lex:\1a\2o\3an,,\1a\2o\3an,,,\1a\2o\3an/PV,na,pos:verb asp:p vox:a mod:i,,,#n trans,^([^wyA}&])([^wyA}&])([^wyA}&])n$,1,
280,1a2o3a4,,\1.\2.w.\3,,BACKOFF,[STEM-PV],1a2o3a4,lex:\1a\2owa\3,,\1a\2owa\3,,,\1a\2owa\3/PV,na,pos:verb asp:p vox:a mod:i,,,trans,^([^wyA}&])([^wyA}&])w([^ntwyA}&])$,1,
281,1a2a3,,\1.\2.y,,BACKOFF,[STEM-PV],1a2,lex:\1a\2aY-i,,\1a\2,,,\1a\2/PV,na,pos:verb asp:p vox:a mod:i,,,#-ay trans,^([^wyA}&])([^wyA}&])$,1,
282,1a2a3,,\1.\2.\2,,BACKOFF,[STEM-PV],1a2~,lex:\1a\2~-i,,\1a\2~,,,\1a\2~/PV,na,pos:verb asp:p vox:a mod:i,v-suff,,gem trans,^([^wyA}&])([^ntwyA}&])$,1,
283,1a2a3,,\1.\2.t,,BACKOFF,[STEM-PV],1a2a3,lex:\1a\2at-a,,\1a\2at,,,\1a\2at/PV,na,pos:verb asp:p vox:a mod:i,,,#t trans,^([^wyA}&])([^wyA}&])t$,1,
284,1a2a3,,\1.\2.y,,BACKOFF,[STEM-PV],1a2,lex:\1a\2iy-a,,\1a\2,,,\1a\2/PV,na,pos:verb asp:p vox:a mod:i,,,#-iy trans,^([^wyA}&])([^wyA}&])$,1,
285,1a2~a3,,\1.\2.y,,BACKOFF,[STEM-PV],1a2~,lex:\1a\2~aY,,\1a\2~,,,\1a\2~/PV,na,pos:verb asp:p vox:a mod:i,,,#-ay trans,^([^wyA}&])([^wyA}&])$,1,
286,1a2a3,,\1.\2.w,,BACKOFF,[STEM-PV],1a2,lex:\1a\2iy-a,,\1a\2,,,\1a\2/PV,na,pos:verb asp:p vox:a mod:i,,,#-iy trans,^([^wyA}&])([^wyA}&])$,1,
287,1a2a3,,\1.\2.t,,BACKOFF,[STEM-PV],1a2u3,lex:\1a\2ut-u,,\1a\2ut,,,\1a\2ut/PV,na,pos:verb asp:p vox:a mod:i,,,#t trans,^([^wyA}&])([^wyA}&])t$,1,
288,1a2a3,,\1.\2.t,,BACKOFF,[STEM-PV],1a2i3,lex:\1a\2it-a,,\1a\2it,,,\1a\2it/PV,na,pos:verb asp:p vox:a mod:i,,,#t trans,^([^wyA}&])([^wyA}&])t$,1,
289,1a2~a3,,\1.w.>,,BACKOFF,[STEM-PV],1a2~,lex:\1aw~a>,,\1aw~,,,\1aw~/PV,na,pos:verb asp:p vox:a mod:i,,,#-a> trans,^([^wyA}&])w$,1,
290,1a2~a3,,\1.w.\2,,BACKOFF,[STEM-PV],1a2~a3,lex:\1aw~a\2,,\1aw~a\2,,,\1aw~a\2/PV,na,pos:verb asp:p vox:a mod:i,,,trans,^([^wyA}&])w([^ntwyA}&])$,1,
291,1a2~a3,,\1.y.t,,BACKOFF,[STEM-PV],1a2~a3,lex:\1ay~at,,\1ay~at,,,\1ay~at/PV,na,pos:verb asp:p vox:a mod:i,,,#t trans,^([^wyA}&])yt$,1,
292,1a2~a3,,\1.y.\2,,BACKOFF,[STEM-PV],1a2~a3,lex:\1ay~a\2,,\1ay~a\2,,,\1ay~a\2/PV,na,pos:verb asp:p vox:a mod:i,,,trans,^([^wyA}&])y([^ntwyA}&])$,1,
293,1a2o3a4,,\1.y.\2.\3,,BACKOFF,[STEM-PV],1a2o3a4,lex:\1ayo\2a\3,,\1ayo\2a\3,,,\1ayo\2a\3/PV,na,pos:verb asp:p vox:a mod:i,,,trans,^([^wyA}&])y([^wyA}&])([^ntwyA}&])$,1,
294,1a2~a3,,\1.y.n,,BACKOFF,[STEM-PV],1a2~a3,lex:\1ay~an,,\1ay~an,,,\1ay~an/PV,na,pos:verb asp:p vox:a mod:i,,,#n trans,^([^wyA}&])yn$,1,
295,ta1A2a3,,>.\1.w,,BACKOFF,[STEM-PV],ta|2,lex:ta|\1aY,,ta|\1,,,ta|\1/PV,na,pos:verb asp:p vox:a mod:i,,,#-ay trans,^tA([^wyA}&])$,1,
296,ta1A2a3,,>.\1.\2,,BACKOFF,[STEM-PV],ta|2a3,lex:ta|\1a\2,,ta|\1a\2,,,ta|\1a\2/PV,na,pos:verb asp:p vox:a mod:i,,,trans,^tA([^wyA}&])([^ntwyA}&])$,1,
297,ta1A2a3,,>.\1.y,,BACKOFF,[STEM-PV],ta|2,lex:ta|\1aY,,ta|\1,,,ta|\1/PV,na,pos:verb asp:p vox:a mod:i,,,#-ay trans,^tA([^wyA}&])$,1,
298,ta1a2~3,,>.\1.\2,,BACKOFF,[STEM-PV],ta>a2~a3,lex:ta>a\1~a\2,,ta>a\1~a\2,,,ta>a\1~a\2/PV,na,pos:verb asp:p vox:a mod:i,,,trans,^tA([^wyA}&])([^ntwyA}&])$,1,
299,ta1a2~3,,>.\1.y,,BACKOFF,[STEM-PV],ta>a2~,lex:ta>a\1~aY,,ta>a\1~,,,ta>a\1~/PV,na,pos:verb asp:p vox:a mod:i,,,#-ay trans,^tA([^wyA}&])$,1,
300,ta1a2~3,,>.\1.w,,BACKOFF,[STEM-PV],ta>a2~,lex:ta>a\1~aY,,ta>a\1~,,,ta>a\1~/PV,na,pos:verb asp:p vox:a mod:i,,,#-ay trans,^tA([^wyA}&])$,1,
301,ta1a2~3,,>.\1.n,,BACKOFF,[STEM-PV],ta>a2~a3,lex:ta>a\1~an,,ta>a\1~an,,,ta>a\1~an/PV,na,pos:verb asp:p vox:a mod:i,,,#n trans,^tA([^wyA}&])n$,1,
302,ta1a2o3a4,,>.\1.\2.\3,,BACKOFF,[STEM-PV],ta>a2o3a4,lex:ta>a\1o\2a\3,,ta>a\1o\2a\3,,,ta>a\1o\2a\3/PV,na,pos:verb asp:p vox:a mod:i,,,trans,^tA([^wyA}&])([^wyA}&])([^ntwyA}&])$,1,
303,ta1a2o3a4,,>.\1.\2.n,,BACKOFF,[STEM-PV],ta>a2o3a4,lex:ta>a\1o\2an,,ta>a\1o\2an,,,ta>a\1o\2an/PV,na,pos:verb asp:p vox:a mod:i,,,#n trans,^tA([^wyA}&])([^wyA}&])n$,1,
304,ta1a2o3o4a5,,>.\1.\2.\3.\4,,BACKOFF,[STEM-PV],ta>a2o3o4a5,lex:ta>a\1o\2o\3a\4,,ta>a\1o\2o\3a\4,,,ta>a\1o\2o\3a\4/PV,na,pos:verb asp:p vox:a mod:i,,,trans,^tA([^wyA}&])([^wyA}&])([^wyA}&])([^ntwyA}&])$,1,
305,ta1a2o3a4,,>.w.\1.\2,,BACKOFF,[STEM-PV],ta>a2o3a4,lex:ta>awo\1a\2,,ta>awo\1a\2,,,ta>awo\1a\2/PV,na,pos:verb asp:p vox:a mod:i,,,trans,^tAw([^wyA}&])([^ntwyA}&])$,1,
306,ta1a2~3,,>.y.n,,BACKOFF,[STEM-PV],ta>a2~a3,lex:ta>ay~an,,ta>ay~an,,,ta>ay~an/PV,na,pos:verb asp:p vox:a mod:i,,,#n trans,^tAyn$,1,
307,1a2a3,,\1.y.\2,,BACKOFF,[STEM-PV],1i3,lex:\1A\2,,\1i\2,,,\1i\2/PV,na,pos:verb asp:p vox:a mod:i,c-suff,,trans,^([^wyA}&])([^ntwyA}&])$,1,
308,1a2a3,,\1.y.\2,,BACKOFF,[STEM-PV],1A3,lex:\1A\2,,\1A\2,,,\1A\2/PV,na,pos:verb asp:p vox:a mod:i,v-suff,,trans,^([^wyA}&])A([^ntwyA}&])$,1,
309,1a2a3,,\1.w.\2,,BACKOFF,[STEM-PV],1i3,lex:\1A\2,,\1i\2,,,\1i\2/PV,na,pos:verb asp:p vox:a mod:i,c-suff,,trans,^([^wyA}&])([^ntwyA}&])$,1,
310,1a2a3,,\1.w.\2,,BACKOFF,[STEM-PV],1A3,lex:\1A\2,,\1A\2,,,\1A\2/PV,na,pos:verb asp:p vox:a mod:i,v-suff,,trans,^([^wyA}&])A([^ntwyA}&])$,1,
311,ta1A2a3,,\1.>.\2,,BACKOFF,[STEM-PV],ta1A'a3,lex:ta\1A'a\2,,ta\1A'a\2,,,ta\1A'a\2/PV,na,pos:verb asp:p vox:a mod:i,,,trans,^t([^wyA}&])A'([^ntwyA}&])$,1,
312,ta1A2a3,,\1.\2.\3,,BACKOFF,[STEM-PV],ta1A2a3,lex:ta\1A\2a\3,,ta\1A\2a\3,,,ta\1A\2a\3/PV,na,pos:verb asp:p vox:a mod:i,,,trans,^t([^wyA}&])A([^wyA}&])([^ntwyA}&])$,1,
313,ta1A2a3,,\1.\2.y,,BACKOFF,[STEM-PV],ta1A2,lex:ta\1A\2aY,,ta\1A\2,,,ta\1A\2/PV,na,pos:verb asp:p vox:a mod:i,,,#-ay trans,^t([^wyA}&])A([^wyA}&])$,1,
314,ta1A2a3,,\1.\2.>,,BACKOFF,[STEM-PV],ta1A2,lex:ta\1A\2a>,,ta\1A\2,,,ta\1A\2/PV,na,pos:verb asp:p vox:a mod:i,,,#-a> trans,^t([^wyA}&])A([^wyA}&])$,1,
315,ta1A2a3,,\1.y.\2,,BACKOFF,[STEM-PV],ta1A2a3,lex:ta\1Aya\2,,ta\1Aya\2,,,ta\1Aya\2/PV,na,pos:verb asp:p vox:a mod:i,,,trans,^t([^wyA}&])Ay([^ntwyA}&])$,1,
316,ta1A2a3,,\1.y.n,,BACKOFF,[STEM-PV],ta1A2a3,lex:ta\1Ayan,,ta\1Ayan,,,ta\1Ayan/PV,na,pos:verb asp:p vox:a mod:i,,,#n trans,^t([^wyA}&])Ayn$,1,
317,ta1a2~3,,\1.\2.\3,,BACKOFF,[STEM-PV],ta1a2~a3,lex:ta\1a\2~a\3,,ta\1a\2~a\3,,,ta\1a\2~a\3/PV,na,pos:verb asp:p vox:a mod:i,,,trans,^t([^wyA}&])([^wyA}&])([^ntwyA}&])$,1,
318,ta1a2o3a4,,\1.\2.\3.\4,,BACKOFF,[STEM-PV],ta1a2o3a4,lex:ta\1a\2o\3a\4,,ta\1a\2o\3a\4,,,ta\1a\2o\3a\4/PV,na,pos:verb asp:p vox:a mod:i,,,trans,^t([^wyA}&])([^wyA}&])([^wyA}&])([^ntwyA}&])$,1,
319,ta1a2~3,,\1.\2.y,,BACKOFF,[STEM-PV],ta1a2~,lex:ta\1a\2~aY,,ta\1a\2~,,,ta\1a\2~/PV,na,pos:verb asp:p vox:a mod:i,,,#-ay trans,^t([^wyA}&])([^wyA}&])$,1,
320,ta1a2~3,,\1.\2.>,,BACKOFF,[STEM-PV],ta1a2~,lex:ta\1a\2~a>,,ta\1a\2~,,,ta\1a\2~/PV,na,pos:verb asp:p vox:a mod:i,,,#-a> trans,^t([^wyA}&])([^wyA}&])$,1,
321,ta1a2~3,,\1.\2.n,,BACKOFF,[STEM-PV],ta1a2~a3,lex:ta\1a\2~an,,ta\1a\2~an,,,ta\1a\2~an/PV,na,pos:verb asp:p vox:a mod:i,,,#n trans,^t([^wyA}&])([^wyA}&])n$,1,
322,ta1a2o3a4,,\1.\2.w.\3,,BACKOFF,[STEM-PV],ta1a2o3a4,lex:ta\1a\2owa\3,,ta\1a\2owa\3,,,ta\1a\2owa\3/PV,na,pos:verb asp:p vox:a mod:i,,,trans,^t([^wyA}&])([^wyA}&])w([^ntwyA}&])$,1,
323,ta1a2~3,,\1.w.>,,BACKOFF,[STEM-PV],ta1a2~,lex:ta\1aw~a>,,ta\1aw~,,,ta\1aw~/PV,na,pos:verb asp:p vox:a mod:i,,,#-a> trans,^t([^wyA}&])w$,1,
