,#PATTERN_ABS,#PATTERN_DEF,#PATTERN_UNIQ,#PATTERN,#ROOT,#LEMMA_AR,DEFINE,CLASS,LEMMA,FORM,BW,GLOSS,FEAT,COND-T,COND-F,COND-S,,STATUS
6073,1a2~3,1a2~a3,1a2~a3,1a2~i3,n.b.h,نَبَّه#1,LEXICON,[STEM-IV],nab~ah_1,nab~ih,IV,warn;caution;point_out,pos:verb asp:i vox:a gen:_ num:_,,,u-# trans,,QC-DONE
6074,1a2~3,1a2~a3,1a2~a3,1a2~i3,n.b.s,نَبَّس#1,LEXICON,[STEM-IV],nab~as_1,nab~is,IV,utter;speak,pos:verb asp:i vox:a gen:_ num:_,,,u-# trans,,QC-DONE
6075,1a2~3,1a2~a3,1a2~a3,1a2~i3,n.b.t,نَبَّت#1,LEXICON,[STEM-IV],nab~at_1,nab~it,IV,plant;sow,pos:verb asp:i vox:a gen:_ num:_,,,u-# trans,,QC-DONE
6076,1a2~3,1a2~a3,1a2~a3,1a2~i3,n.b.T,نَبَّط#1,LEXICON,[STEM-IV],nab~aT_1,nab~iT,IV,find_fault;scoff_at,pos:verb asp:i vox:a gen:_ num:_,,,u-# trans,,QC-DONE
6077,1a2~3,1a2~a3,1a2~a3,1a2~i3,n.b.z,نَبَّز#1,LEXICON,[STEM-IV],nab~az_1,nab~iz,IV,deride;insult,pos:verb asp:i vox:a gen:_ num:_,,,u-# trans,,QC-DONE
6078,1a2a3,1a2aA,1a2a@,1o2,n.b.#,نَبا-ُ#1,LEXICON,[STEM-IV],nabA-u_1,nob,IV,be_remote;bounce_off;disagree,pos:verb asp:i vox:a gen:_ num:_,,,a-# #-uw defective trans,,QC-DONE
6079,1A2a3,1A2a3,1@2a3,1A2i3,n.b.*,نابَذ#1,LEXICON,[STEM-IV],nAba*_1,nAbi*,IV,withdraw_from;oppose,pos:verb asp:i vox:a gen:_ num:_,,,u-# trans,,QC-DONE
6080,1a2a3,1a2a3,1a2a3,1o2i3,n.b.*,نَبَذ-ِ#1,LEXICON,[STEM-IV],naba*-i_1,nobi*,IV,discard;reject;withdraw,pos:verb asp:i vox:a gen:_ num:_,,,a-# trans,,QC-DONE
6081,1a2a3,1a2a>,1a2a>,1o2a>,n.b.#,نَبَأ-َ#1,LEXICON,[STEM-IV],naba>-a_1,nob,IV,be_elevated;overcome;withdraw,pos:verb asp:i vox:a gen:_ num:_,,,a-# #-a> intrans,,QC-DONE
6082,1a2a3,1a2a3,1a2a3,1o2u3,n.b.$,نَبَش-ُ#1,LEXICON,[STEM-IV],naba$-u_1,nobu$,IV,excavate;unearth;discover,pos:verb asp:i vox:a gen:_ num:_,,,a-# trans,,QC-DONE
6083,1a2a3,1a2a3,1a2a3,1o2i3,n.b.D,نَبَض-ِ#1,LEXICON,[STEM-IV],nabaD-i_1,nobiD,IV,pulsate;throb;beat,pos:verb asp:i vox:a gen:_ num:_,,,a-# intrans,,QC-DONE
6084,1a2a3,1a2a3,1a2a3,1o2u3,n.b.D,نَبَض-ُ#1,LEXICON,[STEM-IV],nabaD-u_1,nobuD,IV,flow;drain,pos:verb asp:i vox:a gen:_ num:_,,,a-# intrans,,QC-DONE
6085,1a2a3,1a2a3,1a2a3,1o2u3,n.b.E,نَبَع-َُِ#1,LEXICON,[STEM-IV],nabaE-uia_1,nobuE,IV,emerge;originate;emanate,pos:verb asp:i vox:a gen:_ num:_,,,a-# trans,,QC-DONE
6086,1a2a3,1a2a3,1a2a3,1o2i3,n.b.E,نَبَع-َُِ#1,LEXICON,[STEM-IV],nabaE-uia_1,nobiE,IV,emerge;originate;emanate,pos:verb asp:i vox:a gen:_ num:_,,,a-# trans,,QC-DONE
6087,1a2a3,1a2a3,1a2a3,1o2a3,n.b.E,نَبَع-َُِ#1,LEXICON,[STEM-IV],nabaE-uia_1,nobaE,IV,emerge;originate;emanate,pos:verb asp:i vox:a gen:_ num:_,,,a-# trans,,QC-DONE
6088,1a2a3,1a2a3,1a2a3,1o2u3,n.b.g,نَبَغ-َُِ#1,LEXICON,[STEM-IV],nabag-uia_1,nobug,IV,appear;emerge;excel,pos:verb asp:i vox:a gen:_ num:_,,,a-# trans,,QC-DONE
6089,1a2a3,1a2a3,1a2a3,1o2i3,n.b.g,نَبَغ-َُِ#1,LEXICON,[STEM-IV],nabag-uia_1,nobig,IV,appear;emerge;excel,pos:verb asp:i vox:a gen:_ num:_,,,a-# trans,,QC-DONE
6090,1a2a3,1a2a3,1a2a3,1o2a3,n.b.g,نَبَغ-َُِ#1,LEXICON,[STEM-IV],nabag-uia_1,nobag,IV,appear;emerge;excel,pos:verb asp:i vox:a gen:_ num:_,,,a-# trans,,QC-DONE
6091,1a2a3,1a2a3,1a2a3,1o2a3,n.b.H,نَبَح-َ#1,LEXICON,[STEM-IV],nabaH-a_1,nobaH,IV,bark,pos:verb asp:i vox:a gen:_ num:_,,,a-# trans,,QC-DONE
6092,1a2a3,1a2a3,1a2a3,1o2u3,n.b.h,نَبَه-ُ#1,LEXICON,[STEM-IV],nabah-u_1,nobuh,IV,be_well_known,pos:verb asp:i vox:a gen:_ num:_,,,a-# intrans,,QC-DONE
6093,1a2a3,1a2a3,1a2a3,1o2u3,n.b.l,نَبَل-ُ#1,LEXICON,[STEM-IV],nabal-u_1,nobul,IV,shoot_arrows_at,pos:verb asp:i vox:a gen:_ num:_,,,a-# trans,,QC-DONE
6094,1a2a3,1a2a3,1a2a3,1o2i3,n.b.r,نَبَر-ِ#1,LEXICON,[STEM-IV],nabar-i_1,nobir,IV,elevate;emphasize;raise_the_voice,pos:verb asp:i vox:a gen:_ num:_,,,a-# trans,,QC-DONE
6095,1a2a3,1a2a3,1a2a3,1o2i3,n.b.s,نَبَس-ُِ#1,LEXICON,[STEM-IV],nabas-iu_1,nobis,IV,utter;speak,pos:verb asp:i vox:a gen:_ num:_,,,a-# trans,,QC-DONE
6096,1a2a3,1a2a3,1a2a3,1o2u3,n.b.s,نَبَس-ُِ#1,LEXICON,[STEM-IV],nabas-iu_1,nobus,IV,utter;speak,pos:verb asp:i vox:a gen:_ num:_,,,a-# trans,,QC-DONE
6097,1a2a3,1a2a3,1a2a3,1o2u3,n.b.t,نَبَت-ُ#1,LEXICON,[STEM-IV],nabat-u_1,nobut,IV,grow;germinate;sprout;produce_vegetation,pos:verb asp:i vox:a gen:_ num:_,,,a-# trans,,QC-DONE
6098,1a2a3,1a2a3,1a2a3,1o2u3,n.b.T,نَبَط-ُِ#1,LEXICON,[STEM-IV],nabaT-ui_1,nobuT,IV,gush_out,pos:verb asp:i vox:a gen:_ num:_,,,a-# trans,,QC-DONE
6099,1a2a3,1a2a3,1a2a3,1o2i3,n.b.T,نَبَط-ُِ#1,LEXICON,[STEM-IV],nabaT-ui_1,nobiT,IV,gush_out,pos:verb asp:i vox:a gen:_ num:_,,,a-# trans,,QC-DONE
6100,1a2a3,1a2a3,1a2a3,1o2i3,n.b.z,نَبَز-ِ#1,LEXICON,[STEM-IV],nabaz-i_1,nobiz,IV,deride;insult,pos:verb asp:i vox:a gen:_ num:_,,,a-# trans,,QC-DONE
6101,1a2a3,1a2i3,1a2i3,1o2a3,n.b.h,نَبِه-َ#1,LEXICON,[STEM-IV],nabih-a_1,nobah,IV,be_well_known;take_notice;awaken,pos:verb asp:i vox:a gen:_ num:_,,,a-# intrans,,QC-DONE
6102,1a2a3,1a2u3,1a2u3,1o2u3,n.b.h,نَبُه-ُ#1,LEXICON,[STEM-IV],nabuh-u_1,nobuh,IV,be_well_known,pos:verb asp:i vox:a gen:_ num:_,,,a-# intrans,,QC-DONE
6103,1a2a3,1a2u3,1a2u3,1o2u3,n.b.l,نَبُل-ُ#1,LEXICON,[STEM-IV],nabul-u_1,nobul,IV,be_noble;ba_magnanimous,pos:verb asp:i vox:a gen:_ num:_,,,a-# intrans,,QC-DONE
6104,1a2a3,1aAo3,1a@o3,1u3,n.#.d,ناد-ُ#1,LEXICON,[STEM-IV],nAd-u_1,nud,IV,sway;swing,pos:verb asp:i vox:a gen:_ num:_,c-suff,,a-# hollow trans,,QC-DONE
6105,1a2a3,1aAo3,1a@o3,1uw3,n.#.d,ناد-ُ#1,LEXICON,[STEM-IV],nAd-u_1,nuwd,IV,sway;swing,pos:verb asp:i vox:a gen:_ num:_,v-suff,,a-# hollow trans,,QC-DONE
6106,1a2a3,1a2~,1a2~,1i2~,n.d.d,نَدّ-ِ#1,LEXICON,[STEM-IV],nad~-i_1,nid~,IV,escape;flee,pos:verb asp:i vox:a gen:_ num:_,v-suff,,a-# gem trans,,QC-DONE
6107,1a2a3,1a2~,1a2~,1o2i3,n.d.d,نَدّ-ِ#1,LEXICON,[STEM-IV],nad~-i_1,nodid,IV,escape;flee,pos:verb asp:i vox:a gen:_ num:_,c-suff,,a-# gem trans,,QC-DONE
6108,1a2a3,1a2~,1a2~,1i2~,n.D.D,نَضّ-ِ#1,LEXICON,[STEM-IV],naD~-i_1,niD~,IV,ripple;drip;percolate,pos:verb asp:i vox:a gen:_ num:_,v-suff,,a-# gem trans,,QC-DONE
6109,1a2a3,1a2~,1a2~,1o2i3,n.D.D,نَضّ-ِ#1,LEXICON,[STEM-IV],naD~-i_1,noDiD,IV,ripple;drip;percolate,pos:verb asp:i vox:a gen:_ num:_,c-suff,,a-# gem trans,,QC-DONE
6110,1a2~3,1a2~a3,1a2~a3,1a2~i3,n.d.d,نَدَّد#1,LEXICON,[STEM-IV],nad~ad_1,nad~id,IV,criticize;denounce,pos:verb asp:i vox:a gen:_ num:_,,,u-# trans,,QC-DONE
6111,1a2~3,1a2~a3,1a2~a3,1a2~i3,n.D.D,نَضَّض#1,LEXICON,[STEM-IV],naD~aD_1,naD~iD,IV,move;shake,pos:verb asp:i vox:a gen:_ num:_,,,u-# trans,,QC-DONE
6112,1a2~3,1a2~a3,1a2~a3,1a2~i3,n.D.d,نَضَّد#1,LEXICON,[STEM-IV],naD~ad_1,naD~id,IV,arrange,pos:verb asp:i vox:a gen:_ num:_,,,u-# trans,,QC-DONE
6113,1a2~3,1a2~a3,1a2~a3,1a2~i3,n.D.r,نَضَّر#1,LEXICON,[STEM-IV],naD~ar_1,naD~ir,IV,make_shine;make_bloom,pos:verb asp:i vox:a gen:_ num:_,,,u-# trans,,QC-DONE
6114,1a2~3,1a2~aY,1a2~a#,1a2~,n.d.#,نَدَّى#1,LEXICON,[STEM-IV],nad~aY_1,nad~,IV,moisten;make_damp,pos:verb asp:i vox:a gen:_ num:_,,,u-# #-iy defective trans,,QC-DONE
6115,1a2~3,1a2~aY,1a2~a#,1a2~,n.D.#,نَضَّى#1,LEXICON,[STEM-IV],naD~aY_1,naD~,IV,take_off;strip,pos:verb asp:i vox:a gen:_ num:_,,,u-# #-iy defective trans,,QC-DONE
6116,1a2a3,1a2aA,1a2a@,1o2,n.D.#,نَضا-ُ#1,LEXICON,[STEM-IV],naDA-u_1,noD,IV,undress;dwindle;decline,pos:verb asp:i vox:a gen:_ num:_,,,a-# #-uw defective trans,,QC-DONE
6117,1a2a3,1a2aA,1a2a@,1o2,n.d.#,نَدا-ُ#1,LEXICON,[STEM-IV],nadA-u_1,nod,IV,call;invite;convene,pos:verb asp:i vox:a gen:_ num:_,,,a-# #-uw defective trans,,QC-DONE
6118,1a2a3,1a2a3,1a2a3,1o2u3,n.d.b,نَدَب-ُ#1,LEXICON,[STEM-IV],nadab-u_1,nodub,IV,lament;deputize;entrust,pos:verb asp:i vox:a gen:_ num:_,,,a-# trans,,QC-DONE
6119,1a2a3,1a2a3,1a2a3,1o2u3,n.D.b,نَضَب-ُ#1,LEXICON,[STEM-IV],naDab-u_1,noDub,IV,dwindle;decrease;decline,pos:verb asp:i vox:a gen:_ num:_,,,a-# trans,,QC-DONE
6120,1a2a3,1a2a3,1a2a3,1o2i3,n.D.d,نَضَد-ِ#1,LEXICON,[STEM-IV],naDad-i_1,noDid,IV,pile_up;arrange;order,pos:verb asp:i vox:a gen:_ num:_,,,a-# trans,,QC-DONE
6121,1a2a3,1a2a3,1a2a3,1o2i3,n.d.f,نَدَف-ِ#1,LEXICON,[STEM-IV],nadaf-i_1,nodif,IV,comb;card,pos:verb asp:i vox:a gen:_ num:_,,,a-# trans,,QC-DONE
6122,1a2a3,1a2a3,1a2a3,1o2a3,n.D.H,نَضَح-َ#1,LEXICON,[STEM-IV],naDaH-a_1,noDaH,IV,perspire;leak;spill,pos:verb asp:i vox:a gen:_ num:_,,,a-# trans,,QC-DONE
6123,1a2a3,1a2a3,1a2a3,1o2a3,n.d.H,نَدَح-َ#1,LEXICON,[STEM-IV],nadaH-a_1,nodaH,IV,extend;enlarge,pos:verb asp:i vox:a gen:_ num:_,,,a-# trans,,QC-DONE
6124,1a2a3,1a2a3,1a2a3,1o2a3,n.d.h,نَدَه-َ#1,LEXICON,[STEM-IV],nadah-a_1,nodah,IV,urge_on;drive_away,pos:verb asp:i vox:a gen:_ num:_,,,a-# trans,,QC-DONE
6125,1a2a3,1a2a3,1a2a3,1o2i3,n.D.H,نَضَح-ِ#1,LEXICON,[STEM-IV],naDaH-i_1,noDiH,IV,spray;water,pos:verb asp:i vox:a gen:_ num:_,,,a-# trans,,QC-DONE
6126,1a2a3,1a2a3,1a2a3,1o2i3,n.D.H,نَضَح-ِ#2,LEXICON,[STEM-IV],naDaH-i_2,noDiH,IV,defend;vindicate,pos:verb asp:i vox:a gen:_ num:_,,,a-# trans,,QC-DONE
6127,1A2a3,1A2a3,1@2a3,1A2i3,n.D.l,ناضَل#1,LEXICON,[STEM-IV],nADal_1,nADil,IV,contend_with;compete_with,pos:verb asp:i vox:a gen:_ num:_,,,u-# trans,,QC-DONE
6128,1a2a3,1a2a3,1a2a3,1o2u3,n.d.l,نَدَل-ُ#1,LEXICON,[STEM-IV],nadal-u_1,nodul,IV,snatch_away,pos:verb asp:i vox:a gen:_ num:_,,,a-# trans,,QC-DONE
6129,1a2a3,1a2a3,1a2a3,1o2u3,n.D.l,نَضَل-ُ#1,LEXICON,[STEM-IV],naDal-u_1,noDul,IV,surpass;defeat,pos:verb asp:i vox:a gen:_ num:_,,,a-# trans,,QC-DONE
6130,1A2a3,1A2a3,1@2a3,1A2i3,n.d.m,نادَم#1,LEXICON,[STEM-IV],nAdam_1,nAdim,IV,drink_with;carouse_with,pos:verb asp:i vox:a gen:_ num:_,,,u-# trans,,QC-DONE
6131,1a2a3,1a2a3,1a2a3,1o2u3,n.D.r,نَضَر-ُ#1,LEXICON,[STEM-IV],naDar-u_1,noDur,IV,flourish;be_green;be_bright,pos:verb asp:i vox:a gen:_ num:_,,,a-# trans,,QC-DONE
6132,1a2a3,1a2a3,1a2a3,1o2u3,n.d.r,نَدَر-ُ#1,LEXICON,[STEM-IV],nadar-u_1,nodur,IV,be_rare;be_unusual,pos:verb asp:i vox:a gen:_ num:_,,,a-# intrans,,QC-DONE
6133,1a2a3,1a2a3,1a2a3,1o2u3,n.d.s,نَدَس#1,LEXICON,[STEM-IV],nadas_1,nodus,IV,throw_down;defame,pos:verb asp:i vox:a gen:_ num:_,,,a-# trans,,QC-DONE
6134,1A2a3,1A2aY,1@2a#,1A2,n.d.#,نادَى#1,LEXICON,[STEM-IV],nAdaY_1,nAd,IV,announce;summon,pos:verb asp:i vox:a gen:_ num:_,,,u-# #-iy defective trans,,QC-DONE
6135,1a2a3,1a2i3,1a2i3,1o2a3,n.d.b,نَدِب-َ#1,LEXICON,[STEM-IV],nadib-a_1,nodab,IV,form_a_scar;cicatrize,pos:verb asp:i vox:a gen:_ num:_,,,a-# trans,,QC-DONE
6136,1a2a3,1a2i3,1a2i3,1o2a3,n.D.j,نَضِج-َ#1,LEXICON,[STEM-IV],naDij-a_1,noDaj,IV,be_ripe;mature;be_well_cooked,pos:verb asp:i vox:a gen:_ num:_,,,a-# intrans,,QC-DONE
6137,1a2a3,1a2i3,1a2i3,1o2a3,n.d.m,نَدِم-َ#1,LEXICON,[STEM-IV],nadim-a_1,nodam,IV,repent;regret,pos:verb asp:i vox:a gen:_ num:_,,,a-# trans,,QC-DONE
6138,1a2a3,1a2i3,1a2i3,1o2a3,n.D.r,نَضِر-َ#1,LEXICON,[STEM-IV],naDir-a_1,noDar,IV,flourish;be_green;be_bright,pos:verb asp:i vox:a gen:_ num:_,,,a-# trans,,QC-DONE
6139,1a2a3,1a2iy,1a2iy,1o2,n.d.#,نَدِي-َ#1,LEXICON,[STEM-IV],nadiy-a_1,nod,IV,be_moist;be_damp,pos:verb asp:i vox:a gen:_ num:_,,,a-# #-aY defective trans,,QC-DONE
6140,1a2a3,1a2u3,1a2u3,1o2u3,n.D.r,نَضُر-ُ#1,LEXICON,[STEM-IV],naDur-u_1,noDur,IV,flourish;be_green;be_bright,pos:verb asp:i vox:a gen:_ num:_,,,a-# trans,,QC-DONE
6141,1a2a3,1a2u3,1a2u3,1o2u3,n.d.r,نَدُر-ُ#1,LEXICON,[STEM-IV],nadur-u_1,nodur,IV,be_strange;be_unusual,pos:verb asp:i vox:a gen:_ num:_,,,a-# intrans,,QC-DONE
6142,1a2~3,1a2~a3,1a2~a3,1a2~i3,n.E.$,نَعَّش#1,LEXICON,[STEM-IV],naE~a$_1,naE~i$,IV,raise;revive;stimulate,pos:verb asp:i vox:a gen:_ num:_,,,u-# trans,,QC-DONE
6143,1a2~3,1a2~a3,1a2~a3,1a2~i3,n.E.l,نَعَّل#1,LEXICON,[STEM-IV],naE~al_1,naE~il,IV,sole;shoe,pos:verb asp:i vox:a gen:_ num:_,,,u-# trans,,QC-DONE
6144,1a2~3,1a2~a3,1a2~a3,1a2~i3,n.E.m,نَعَّم#1,LEXICON,[STEM-IV],naE~am_1,naE~im,IV,soften;pulverize,pos:verb asp:i vox:a gen:_ num:_,,,u-# trans,,QC-DONE
6145,1a2~3,1a2~a3,1a2~a3,1a2~i3,n.E.s,نَعَّس#1,LEXICON,[STEM-IV],naE~as_1,naE~is,IV,make_sleepy;put_to_sleep,pos:verb asp:i vox:a gen:_ num:_,,,u-# trans,,QC-DONE
6146,1a2a3,1a2a3,1a2a3,1o2a3,n.E.$,نَعَش-َ#1,LEXICON,[STEM-IV],naEa$-a_1,noEa$,IV,raise;revive;stimulate,pos:verb asp:i vox:a gen:_ num:_,,,a-# trans,,QC-DONE
6147,1a2a3,1a2a3,1a2a3,1o2a3,n.E.b,نَعَب-َ#1,LEXICON,[STEM-IV],naEab-a_1,noEab,IV,croak;caw;speed_along,pos:verb asp:i vox:a gen:_ num:_,,,a-# trans,,QC-DONE
6148,1a2a3,1a2a3,1a2a3,1o2i3,n.E.b,نَعَب-ِ#1,LEXICON,[STEM-IV],naEab-i_1,noEib,IV,croak;caw,pos:verb asp:i vox:a gen:_ num:_,,,a-# trans,,QC-DONE
6149,1a2a3,1a2a3,1a2a3,1o2a3,n.E.l,نَعَل-َ#1,LEXICON,[STEM-IV],naEal-a_1,noEal,IV,sole;shoe,pos:verb asp:i vox:a gen:_ num:_,,,a-# trans,,QC-DONE
6150,1a2a3,1a2a3,1a2a3,1o2u3,n.E.m,نَعَم-َُ#2,LEXICON,[STEM-IV],naEam-ua_2,noEum,IV,live_in_comfort;be_delighted;enjoy,pos:verb asp:i vox:a gen:_ num:_,,,a-# trans,,QC-DONE
6151,1a2a3,1a2a3,1a2a3,1o2a3,n.E.m,نَعَم-َُ#2,LEXICON,[STEM-IV],naEam-ua_2,noEam,IV,live_in_comfort;be_delighted;enjoy,pos:verb asp:i vox:a gen:_ num:_,,,a-# trans,,QC-DONE
6152,1a2a3,1a2a3,1a2a3,1o2i3,n.E.q,نَعَق-َِ#1,LEXICON,[STEM-IV],naEaq-ia_1,noEiq,IV,screech;bleat,pos:verb asp:i vox:a gen:_ num:_,,,a-# trans,,QC-DONE
6153,1a2a3,1a2a3,1a2a3,1o2a3,n.E.q,نَعَق-َِ#1,LEXICON,[STEM-IV],naEaq-ia_1,noEaq,IV,screech;bleat,pos:verb asp:i vox:a gen:_ num:_,,,a-# trans,,QC-DONE
6154,1a2a3,1a2a3,1a2a3,1o2i3,n.E.r,نَعَر-َِ#1,LEXICON,[STEM-IV],naEar-ia_1,noEir,IV,grunt;snort;howl,pos:verb asp:i vox:a gen:_ num:_,,,a-# trans,,QC-DONE
6155,1a2a3,1a2a3,1a2a3,1o2a3,n.E.r,نَعَر-َِ#1,LEXICON,[STEM-IV],naEar-ia_1,noEar,IV,grunt;snort;howl,pos:verb asp:i vox:a gen:_ num:_,,,a-# trans,,QC-DONE
6156,1a2a3,1a2a3,1a2a3,1o2u3,n.E.s,نَعَس-َُ#1,LEXICON,[STEM-IV],naEas-ua_1,noEus,IV,be_sleepy;doze_off;be_dull,pos:verb asp:i vox:a gen:_ num:_,,,a-# intrans,,QC-DONE
6157,1a2a3,1a2a3,1a2a3,1o2a3,n.E.s,نَعَس-َُ#1,LEXICON,[STEM-IV],naEas-ua_1,noEas,IV,be_sleepy;doze_off;be_dull,pos:verb asp:i vox:a gen:_ num:_,,,a-# intrans,,QC-DONE
6158,1a2a3,1a2a3,1a2a3,1o2a3,n.E.t,نَعَت-َ#1,LEXICON,[STEM-IV],naEat-a_1,noEat,IV,describe;characterize,pos:verb asp:i vox:a gen:_ num:_,,,a-# trans,,QC-DONE
6159,1a2a3,1a2aY,1a2a#,1o2,n.E.#,نَعَى-َ#1,LEXICON,[STEM-IV],naEaY-a_1,noE,IV,announce_the_death_of,pos:verb asp:i vox:a gen:_ num:_,,,a-# #-iy defective trans,,QC-DONE
6160,1a2a3,1a2aY,1a2a#,1o2a,n.E.#,نَعَى-َ#2,LEXICON,[STEM-IV],naEaY-a_2,nE,IV,reproach;blame,pos:verb asp:i vox:a gen:_ num:_,,,a-# #-aY defective trans,,QC-DONE
6161,1a2a3,1a2aY,1a2a#,1o2,n.E.#,نَعَى-ِ#1,LEXICON,[STEM-IV],naEaY-i_1,noE,IV,mourn;lament,pos:verb asp:i vox:a gen:_ num:_,,,a-# #-iy defective trans,,QC-DONE
6162,1a2a3,1a2a3,1a2a3,1o2a3,n.E.Z,نَعَظ-َ#1,LEXICON,[STEM-IV],naEaZ-a_1,noEaZ,IV,become_erect;be_sexually_aroused,pos:verb asp:i vox:a gen:_ num:_,,,a-# intrans,,QC-DONE
6163,1a2a3,1a2i3,1a2i3,1o2a3,n.E.l,نَعِل-َ#1,LEXICON,[STEM-IV],naEil-a_1,noEal,IV,be_shod,pos:verb asp:i vox:a gen:_ num:_,,,a-# intrans,,QC-DONE
6164,1a2a3,1a2i3,1a2i3,1o2a3,n.E.m,نَعِم-َ#1,LEXICON,[STEM-IV],naEim-a_1,noEam,IV,be_tender;become_powdery,pos:verb asp:i vox:a gen:_ num:_,,,a-# intrans,,QC-DONE
6165,1a2a3,1a2u3,1a2u3,1o2u3,n.E.m,نَعُم-ُ#1,LEXICON,[STEM-IV],naEum-u_1,noEum,IV,be_soft;be_smooth,pos:verb asp:i vox:a gen:_ num:_,,,a-# intrans,,QC-DONE
6166,1a2a3,1aAo3,1a@o3,1u3,n.#.f,ناف-ُ#1,LEXICON,[STEM-IV],nAf-u_1,nuf,IV,exceed,pos:verb asp:i vox:a gen:_ num:_,c-suff,,a-# hollow trans,,QC-DONE
6167,1a2a3,1aAo3,1a@o3,1uw3,n.#.f,ناف-ُ#1,LEXICON,[STEM-IV],nAf-u_1,nuwf,IV,exceed,pos:verb asp:i vox:a gen:_ num:_,v-suff,,a-# hollow trans,,QC-DONE
6168,1a2a3,1a2~,1a2~,1i2~,n.f.f,نَفّ-ِ#1,LEXICON,[STEM-IV],naf~-i_1,nif~,IV,blow_the_nose;snuff,pos:verb asp:i vox:a gen:_ num:_,v-suff,,a-# gem trans,,QC-DONE
6169,1a2a3,1a2~,1a2~,1o2i3,n.f.f,نَفّ-ِ#1,LEXICON,[STEM-IV],naf~-i_1,nofif,IV,blow_the_nose;snuff,pos:verb asp:i vox:a gen:_ num:_,c-suff,,a-# gem trans,,QC-DONE
6170,1a2~3,1a2~a3,1a2~a3,1a2~i3,n.f.*,نَفَّذ#1,LEXICON,[STEM-IV],naf~a*_1,naf~i*,IV,implement;carry_out;accomplish,pos:verb asp:i vox:a gen:_ num:_,,,u-# trans,,QC-DONE
6171,1a2~3,1a2~a3,1a2~a3,1a2~i3,n.f.$,نَفَّش#1,LEXICON,[STEM-IV],naf~a$_1,naf~i$,IV,comb;card,pos:verb asp:i vox:a gen:_ num:_,,,u-# trans,,QC-DONE
6172,1a2~3,1a2~a3,1a2~a3,1a2~i3,n.f.D,نَفَّض#1,LEXICON,[STEM-IV],naf~aD_1,naf~iD,IV,shake,pos:verb asp:i vox:a gen:_ num:_,,,u-# trans,,QC-DONE
6173,1a2~3,1a2~a3,1a2~a3,1a2~i3,n.f.E,نَفَّع#1,LEXICON,[STEM-IV],naf~aE_1,naf~iE,IV,utilize,pos:verb asp:i vox:a gen:_ num:_,,,u-# trans,,QC-DONE
6174,1a2~3,1a2~a3,1a2~a3,1a2~i3,n.f.q,نَفَّق#1,LEXICON,[STEM-IV],naf~aq_1,naf~iq,IV,sell,pos:verb asp:i vox:a gen:_ num:_,,,u-# trans,,QC-DONE
6175,1a2~3,1a2~a3,1a2~a3,1a2~i3,n.f.r,نَفَّر#1,LEXICON,[STEM-IV],naf~ar_1,naf~ir,IV,alienate;repulse,pos:verb asp:i vox:a gen:_ num:_,,,u-# trans,,QC-DONE
6176,1a2~3,1a2~a3,1a2~a3,1a2~i3,n.f.s,نَفَّس#1,LEXICON,[STEM-IV],naf~as_1,naf~is,IV,cheer_up;give_vent_to,pos:verb asp:i vox:a gen:_ num:_,,,u-# trans,,QC-DONE
6177,1a2a3,1a2aA,1a2a@,1o2,n.f.#,نَفا-ُ#1,LEXICON,[STEM-IV],nafA-u_1,nof,IV,deny;refute;reject,pos:verb asp:i vox:a gen:_ num:_,,,a-# #-uw defective trans,,QC-DONE
6178,1a2a3,1a2a3,1a2a3,1o2u3,n.f.*,نَفَذ-ُ#1,LEXICON,[STEM-IV],nafa*-u_1,nofu*,IV,penetrate;pass_through;be_operative,pos:verb asp:i vox:a gen:_ num:_,,,a-# trans,,QC-DONE
6179,1a2a3,1a2a3,1a2a3,1o2u3,n.f.$,نَفَش-ُ#1,LEXICON,[STEM-IV],nafa$-u_1,nofu$,IV,puff_up;swell;ruffle,pos:verb asp:i vox:a gen:_ num:_,,,a-# trans,,QC-DONE
6180,1a2a3,1a2a3,1a2a3,1o2u3,n.f.D,نَفَض-ُ#1,LEXICON,[STEM-IV],nafaD-u_1,nofuD,IV,shake;recover,pos:verb asp:i vox:a gen:_ num:_,,,a-# trans,,QC-DONE
6181,1a2a3,1a2a3,1a2a3,1o2u3,n.f.D,نَفَض-ُ#1,LEXICON,[STEM-IV],nafaD-u_1,nofuD,IV,wash_(hands);be_disassociated_(from);dusting_(off),pos:verb asp:i vox:a gen:_ num:_,,,a-# trans,,QC-DONE
6182,1a2a3,1a2a3,1a2a3,1o2a3,n.f.E,نَفَع-َ#1,LEXICON,[STEM-IV],nafaE-a_1,nofaE,IV,be_useful_to;be_advantageous_to,pos:verb asp:i vox:a gen:_ num:_,,,a-# trans,,QC-DONE
6183,1A2a3,1A2a3,1@2a3,1A2i3,n.f.H,نافَح#1,LEXICON,[STEM-IV],nAfaH_1,nAfiH,IV,protect;defend,pos:verb asp:i vox:a gen:_ num:_,,,u-# trans,,QC-DONE
6184,1a2a3,1a2a3,1a2a3,1o2a3,n.f.H,نَفَح-َ#1,LEXICON,[STEM-IV],nafaH-a_1,nofaH,IV,spread;be_fragrant,pos:verb asp:i vox:a gen:_ num:_,,,a-# trans,,QC-DONE
