,PATTERN_ABS,PATTERN_DEF,ROOT,ROOT_SUB,DEFINE,CLASS,PATTERN,LEMMA,LEMMA_SUB,FORM,FORM_SUB,BW,BW_SUB,GLOSS,FEAT,COND-T,COND-F,COND-S,MATCH,COMMENTS,STATUS
225,Ait1a2~i3,Ai1~ay~i3,1.y.3,\1.y.\2,BACKOFF,[STEM-PV],Ai1~ay~i3,lex:Ai1~ay~i3,lex:Ai\1~ay~i\2,Ai1~ay~i3,Ai\1~ay~i\2,Ai1~ay~i3/PV,Ai\1~ay~i\2/PV,na,pos:verb asp:p vox:a mod:i,,,trans,^A([^wyA}&])y([^ntwyA}&])$,1,
226,Ai1ta2a3,Ai1otA3,1.y.3,\1.y.\2,BACKOFF,[STEM-PV],Ai1ota3,lex:Ai1otA3,lex:Ai\1otA\2,Ai1ota3,Ai\1ota\2,Ai1ota3/PV,Ai\1ota\2/PV,na,pos:verb asp:p vox:a mod:i,c-suff,,trans,^A([^wyA}&])t([^ntwyA}&])$,3,
227,Ai1ta2a3,Ai1otA3,1.y.3,\1.y.\2,BACKOFF,[STEM-PV],Ai1otA3,lex:Ai1otA3,lex:Ai\1otA\2,Ai1otA3,Ai\1otA\2,Ai1otA3/PV,Ai\1otA\2/PV,na,pos:verb asp:p vox:a mod:i,n-suff||v-suff,,trans,^A([^wyA}&])tA([^ntwyA}&])$,3,
228,Ai1ta2a3,Ai1ota2~,1.2.3,\1.\2.\2,BACKOFF,[STEM-PV],Ai1ota2~,lex:Ai1ota2~,lex:Ai\1ota\2~,Ai1ota2~,Ai\1ota\2~,Ai1ota2~/PV,Ai\1ota\2~/PV,na,pos:verb asp:p vox:a mod:i,,,gem trans,^A([^wyA}&])t([^wyA}&])$,18,
229,Ai12a3~,Ai1o2a3~,1.2.3,\1.\2.\3,BACKOFF,[STEM-PV],Ai1o2a3~,lex:Ai1o2a3~,lex:Ai\1o\2a\3~,Ai1o2a3~,Ai\1o\2a\3~,Ai1o2a3~/PV,Ai\1o\2a\3~/PV,na,pos:verb asp:p vox:a mod:i,,,gem trans,^A([^wyA}&])([^wyA}&])([^ntwyA}&])$,22,
230,Ai1ta2a3,Ai1otA3,1.w.3,\1.w.\2,BACKOFF,[STEM-PV],Ai1ota3,lex:Ai1otA3,lex:Ai\1otA\2,Ai1ota3,Ai\1ota\2,Ai1ota3/PV,Ai\1ota\2/PV,na,pos:verb asp:p vox:a mod:i,c-suff,,trans,^A([^wyA}&])t([^ntwyA}&])$,11,
231,Ai1ta2a3,Ai1otA3,1.w.3,\1.w.\2,BACKOFF,[STEM-PV],Ai1otA3,lex:Ai1otA3,lex:Ai\1otA\2,Ai1otA3,Ai\1otA\2,Ai1otA3/PV,Ai\1otA\2/PV,na,pos:verb asp:p vox:a mod:i,n-suff||v-suff,,trans,^A([^wyA}&])tA([^ntwyA}&])$,11,
232,Ai1ta2a3,Ai1ota2a3,1.2.3,\1.\2.\3,BACKOFF,[STEM-PV],Ai1ta2a3,lex:Ai1ota2a3,lex:Ai\1ota\2a\3,Ai1ta2a3,Ai\1ta\2a\3,Ai1ta2a3/PV,Ai\1ta\2a\3/PV,na,pos:verb asp:p vox:a mod:i,,,trans,^A([^wyA}&])t([^wyA}&])([^ntwyA}&])$,3,
233,Ai1ta2a3,Ai1ota2a3,1.2.n,\1.\2.n,BACKOFF,[STEM-PV],Ai1ota2a3,lex:Ai1ota2an,lex:Ai\1ota\2an,Ai1ota2an,Ai\1ota\2an,Ai1ota2an/PV,Ai\1ota\2an/PV,na,pos:verb asp:p vox:a mod:i,,,#n trans,^A([^wyA}&])t([^wyA}&])n$,6,
234,Ai1ta2a3,Ai1otawaY,1.w.y,\1.w.y,BACKOFF,[STEM-PV],Ai1otaw,lex:Ai1otawaY,lex:Ai\1otawaY,Ai1otaw,Ai\1otaw,Ai1otaw/PV,Ai\1otaw/PV,na,pos:verb asp:p vox:a mod:i,,,#-ay trans,^A([^wyA}&])tw$,4,
235,Ai12a3~,Ai1o2aw~,1.2.w,\1.\2.w,BACKOFF,[STEM-PV],Ai1o2aw~,lex:Ai1o2aw~,lex:Ai\1o\2aw~,Ai1o2aw~,Ai\1o\2aw~,Ai1o2aw~/PV,Ai\1o\2aw~/PV,na,pos:verb asp:p vox:a mod:i,,,gem trans,^A([^wyA}&])([^wyA}&])w$,1,
236,Ai12a3~,Ai1owa3~,1.w.3,\1.w.\2,BACKOFF,[STEM-PV],Ai1owa3~,lex:Ai1owa3~,lex:Ai\1owa\2~,Ai1owa3~,Ai\1owa\2~,Ai1owa3~/PV,Ai\1owa\2~/PV,na,pos:verb asp:p vox:a mod:i,,,gem trans,^A([^wyA}&])w([^ntwyA}&])$,3,
237,Ai12a3~,Ai1o2a3~,1.2.n,\1.\2.n,BACKOFF,[STEM-PV],Ai1o2a3~,lex:Ai1o2a3~,lex:Ai\1o\2a\3~,Ai1o2a3~,Ai\1o\2a\3~,Ai1o2a3~/PV,Ai\1o\2a\3~/PV,na,pos:verb asp:p vox:a mod:i,,,gem trans,^A([^wyA}&])([^wyA}&])([^wyA}&])$,1,
238,Ai1ta2a3,Ai2~aY,>.2.y,>.\1.y,BACKOFF,[STEM-PV],Ai2~,lex:Ai2~aY,lex:Ai\1~aY,Ai2~,Ai\1~,Ai2~/PV,Ai\1~/PV,na,pos:verb asp:p vox:a mod:i,,,#-ay trans,^A([^wyA}&])$,1,
239,Ai12a3~,Ai1ota2~,1.n.n,\1.n.n,BACKOFF,[STEM-PV],Ai1ota2~,lex:Ai1ota2~,lex:Ai\1ota\2~,Ai1ota2~,Ai\1ota\2~,Ai1ota2~/PV,Ai\1ota\2~/PV,na,pos:verb asp:p vox:a mod:i,,,gem trans,^A([^wyA}&])t([^wyA}&])$,1,
240,Ai1ta2a3,Ai1odA3,1.y.3,\1.y.\2,BACKOFF,[STEM-PV],Ai1o3a3,lex:Ai1odA3,lex:Ai\1odA\2,Ai1o3a3,Ai\1o\2a\3,Ai1o3a3/PV,Ai\1o\2a\3/PV,na,pos:verb asp:p vox:a mod:i,c-suff,,trans,^A([^wyA}&])([^wyA}&])([^ntwyA}&])$,1,
241,Ai1ta2a3,Ai1odA3,1.y.3,\1.y.\2,BACKOFF,[STEM-PV],Ai1o3A3,lex:Ai1odA3,lex:Ai\1odA\2,Ai1o3A3,Ai\1o\2A\3,Ai1o3A3/PV,Ai\1o\2A\3/PV,na,pos:verb asp:p vox:a mod:i,n-suff||v-suff,,trans,^A([^wyA}&])([^wyA}&])A([^ntwyA}&])$,1,
242,Ai1ta2a3,Ai1oda2a3,1.2.3,\1.\2.\3,BACKOFF,[STEM-PV],Ai1oda2a3,lex:Ai1oda2a3,lex:Ai\1oda\2a\3,Ai1oda2a3,Ai\1oda\2a\3,Ai1oda2a3/PV,Ai\1oda\2a\3/PV,na,pos:verb asp:p vox:a mod:i,,,trans,^A([^wyA}&])d([^wyA}&])([^ntwyA}&])$,2,
243,Aista1a2~a3,Aisota>a2~aY,>.2.y,>.\1.y,BACKOFF,[STEM-PV],Aisota>a2~,lex:Aisota>a2~aY,lex:Aisota>a\1~aY,Aisota>a2~,Aisota>a\1~,Aisota>a2~/PV,Aisota>a\1~/PV,na,pos:verb asp:p vox:a mod:i,,,#-ay trans,^AstA([^wyA}&])$,1,
244,Aista12a3,Aisota>o2a3,>.2.3,>.\1.\2,BACKOFF,[STEM-PV],Aisota>o2a3,lex:Aisota>o2a3,lex:Aisota>o\1a\2,Aisota>o2a3,Aisota>o\1a\2,Aisota>o2a3/PV,Aisota>o\1a\2/PV,na,pos:verb asp:p vox:a mod:i,,,trans,^AstA([^wyA}&])([^ntwyA}&])$,3,
245,Aista12i3,Aisota>o2i3,>.2.n,>.\1.n,BACKOFF,[STEM-PV],Aisota>o2i3,lex:Aisota>o2in,lex:Aisota>o\1in,Aisota>o2in,Aisota>o\1in,Aisota>o2in/PV,Aisota>o\1in/PV,na,pos:verb asp:p vox:a mod:i,,,#n trans,^AstA([^wyA}&])n$,2,
246,Aista12i3,Aisota>o2i3,>.2.3,>.\1.\2,BACKOFF,[STEM-PV],Aisota>o2i3,lex:Aisota>o2i3,lex:Aisota>o\1i\2,Aisota>o2i3,Aisota>o\1i\2,Aisota>o2i3/PV,Aisota>o\1i\2/PV,na,pos:verb asp:p vox:a mod:i,,,trans,^AstA([^wyA}&])([^ntwyA}&])$,3,
247,Aista12i3,AisotA2i3,>.2.3,>.\1.\2,BACKOFF,[STEM-PV],AisotA2i#3,lex:AisotA2i3,lex:AisotA\1i\2,AisotA2i#3,AisotA\1i#\2,AisotA2i#3/PV,AisotA\1i#\2/PV,na,pos:verb asp:p vox:a mod:i,,,trans,^AstA([^wyA}&])#([^ntwyA}&])$,1,
248,Aista12a3,Aisota1A3,1.w.3,\1.w.\2,BACKOFF,[STEM-PV],Aisota1a3,lex:Aisota1A3,lex:Aisota\1A\2,Aisota1a3,Aisota\1a\2,Aisota1a3/PV,Aisota\1a\2/PV,na,pos:verb asp:p vox:a mod:i,c-suff,,trans,^Ast([^wyA}&])([^ntwyA}&])$,10,
249,Aista12a3,Aisota1A3,1.w.3,\1.w.\2,BACKOFF,[STEM-PV],Aisota1A3,lex:Aisota1A3,lex:Aisota\1A\2,Aisota1A3,Aisota\1A\2,Aisota1A3/PV,Aisota\1A\2/PV,na,pos:verb asp:p vox:a mod:i,n-suff||v-suff,,trans,^Ast([^wyA}&])A([^ntwyA}&])$,10,
250,Aisti1A2i3,Aisoti1A2i3,1.2.3,\1.\2.\3,BACKOFF,[STEM-PV],Aisoti1A2i#3,lex:Aisoti1A2i3,lex:Aisoti\1A\2i\3,Aisoti1A2i#3,Aisoti\1A\2i#\3,Aisoti1A2i#3/PV,Aisoti\1A\2i#\3/PV,na,pos:verb asp:p vox:a mod:i,,,trans,^Ast([^wyA}&])A([^wyA}&])#([^ntwyA}&])$,1,
251,Aista12a3,Aisota1A3,1.y.n,\1.y.n,BACKOFF,[STEM-PV],Aisota1a3,lex:Aisota1An,lex:Aisota\1An,Aisota1an,Aisota\1an,Aisota1an/PV,Aisota\1an/PV,na,pos:verb asp:p vox:a mod:i,c-suff,,#n trans,^Ast([^wyA}&])n$,3,
252,Aista12a3,Aisota1A3,1.y.n,\1.y.n,BACKOFF,[STEM-PV],Aisota1A3,lex:Aisota1An,lex:Aisota\1An,Aisota1An,Aisota\1An,Aisota1An/PV,Aisota\1An/PV,na,pos:verb asp:p vox:a mod:i,n-suff||v-suff,,#n trans,^Ast([^wyA}&])An$,3,
253,Aisti1A2i3,Aisoti1Awi3,1.w.3,\1.w.\2,BACKOFF,[STEM-PV],Aisoti1Awi#3,lex:Aisoti1Awi3,lex:Aisoti\1Awi\2,Aisoti1Awi#3,Aisoti\1Awi#\2,Aisoti1Awi#3/PV,Aisoti\1Awi#\2/PV,na,pos:verb asp:p vox:a mod:i,,,trans,^Ast([^wyA}&])Aw#([^ntwyA}&])$,1,
254,Aista12a3,Aisota1o2a3,1.2.3,\1.\2.\3,BACKOFF,[STEM-PV],Aisota1o2a3,lex:Aisota1o2a3,lex:Aisota\1o\2a\3,Aisota1o2a3,Aisota\1o\2a\3,Aisota1o2a3/PV,Aisota\1o\2a\3/PV,na,pos:verb asp:p vox:a mod:i,,,trans,^Ast([^wyA}&])([^wyA}&])([^ntwyA}&])$,140,
255,Aista12a3,Aisota1a2~,1.2.3,\1.\2.\2,BACKOFF,[STEM-PV],Aisota1a2~,lex:Aisota1a2~,lex:Aisota\1a\2~,Aisota1a2~,Aisota\1a\2~,Aisota1a2~/PV,Aisota\1a\2~/PV,na,pos:verb asp:p vox:a mod:i,,,gem trans,^Ast([^wyA}&])([^wyA}&])$,25,
256,Aista12i3,Aisota1o2i3,1.2.3,\1.\2.\3,BACKOFF,[STEM-PV],Aisota1o2i3,lex:Aisota1o2i3,lex:Aisota\1o\2i\3,Aisota1o2i3,Aisota\1o\2i\3,Aisota1o2i3/PV,Aisota\1o\2i\3/PV,na,pos:verb asp:p vox:a mod:i,,,trans,^Ast([^wyA}&])([^wyA}&])([^ntwyA}&])$,60,
257,Aista12a3,Aisota1o2aY,1.2.y,\1.\2.y,BACKOFF,[STEM-PV],Aisota1o2,lex:Aisota1o2aY,lex:Aisota\1o\2aY,Aisota1o2,Aisota\1o\2,Aisota1o2/PV,Aisota\1o\2/PV,na,pos:verb asp:p vox:a mod:i,,,#-ay trans,^Ast([^wyA}&])([^wyA}&])$,40,
258,Aisti1a2~a3,Aisoti1a2~aY,1.2.y,\1.\2.y,BACKOFF,[STEM-PV],Aisoti1a2~,lex:Aisoti1a2~aY,lex:Aisoti\1a\2~aY,Aisoti1a2~,Aisoti\1a\2~,Aisoti1a2~/PV,Aisoti\1a\2~/PV,na,pos:verb asp:p vox:a mod:i,,,#-ay trans,^Ast([^wyA}&])([^wyA}&])$,7,
259,Aista12i3,Aisota1o2i3,1.2.3,\1.\2.\3,BACKOFF,[STEM-PV],Aista1o2i3,lex:Aisota1o2i3,lex:Aisota\1o\2i\3,Aista1o2i3,Aista\1o\2i\3,Aista1o2i3/PV,Aista\1o\2i\3/PV,na,pos:verb asp:p vox:a mod:i,,,trans,^Ast([^wyA}&])([^wyA}&])([^ntwyA}&])$,1,
260,Aisti1a2~i3,Aisoti1a2~i3,1.2.3,\1.\2.\3,BACKOFF,[STEM-PV],Aisoti1a2~i3,lex:Aisoti1a2~i3,lex:Aisoti\1a\2~i\3,Aisoti1a2~i3,Aisoti\1a\2~i\3,Aisoti1a2~i3/PV,Aisoti\1a\2~i\3/PV,na,pos:verb asp:p vox:a mod:i,,,trans,^Ast([^wyA}&])([^wyA}&])([^ntwyA}&])$,4,
261,Aista12a3,Aisota1owa3,1.w.3,\1.w.\2,BACKOFF,[STEM-PV],Aisota1owa3,lex:Aisota1owa3,lex:Aisota\1owa\2,Aisota1owa3,Aisota\1owa\2,Aisota1owa3/PV,Aisota\1owa\2/PV,na,pos:verb asp:p vox:a mod:i,,,trans,^Ast([^wyA}&])w([^ntwyA}&])$,10,
262,Aista12a3,Aisota1oya3,1.y.3,\1.y.\2,BACKOFF,[STEM-PV],Aisota1oya3,lex:Aisota1oya3,lex:Aisota\1oya\2,Aisota1oya3,Aisota\1oya\2,Aisota1oya3/PV,Aisota\1oya\2/PV,na,pos:verb asp:p vox:a mod:i,,,trans,^Ast([^wyA}&])y([^ntwyA}&])$,6,
263,Aista12a3,Aisota1o2a3,1.2.n,\1.\2.n,BACKOFF,[STEM-PV],Aisota1o2a3,lex:Aisota1o2an,lex:Aisota\1o\2an,Aisota1o2an,Aisota\1o\2an,Aisota1o2an/PV,Aisota\1o\2an/PV,na,pos:verb asp:p vox:a mod:i,,,#n trans,^Ast([^wyA}&])([^wyA}&])n$,5,
264,Aista12a3,Aisota1A3,1.y.3,\1.y.\2,BACKOFF,[STEM-PV],Aisota1a3,lex:Aisota1A3,lex:Aisota\1A\2,Aisota1a3,Aisota\1a\2,Aisota1a3/PV,Aisota\1a\2/PV,na,pos:verb asp:p vox:a mod:i,c-suff,,trans,^Ast([^wyA}&])([^ntwyA}&])$,10,
265,Aista12a3,Aisota1A3,1.y.3,\1.y.\2,BACKOFF,[STEM-PV],Aisota1A3,lex:Aisota1A3,lex:Aisota\1A\2,Aisota1A3,Aisota\1A\2,Aisota1A3/PV,Aisota\1A\2/PV,na,pos:verb asp:p vox:a mod:i,n-suff||v-suff,,trans,^Ast([^wyA}&])A([^ntwyA}&])$,10,
266,Aista12i3,Aisota1o2i3,1.2.n,\1.\2.n,BACKOFF,[STEM-PV],Aisota1o2i3,lex:Aisota1o2in,lex:Aisota\1o\2in,Aisota1o2in,Aisota\1o\2in,Aisota1o2in/PV,Aisota\1o\2in/PV,na,pos:verb asp:p vox:a mod:i,,,#n trans,^Ast([^wyA}&])([^wyA}&])n$,5,
267,Aisti1a2a3,Aisoti1a2~,1.2.3,\1.\2.\2,BACKOFF,[STEM-PV],Aisoti1a2~,lex:Aisoti1a2~,lex:Aisoti\1a\2~,Aisoti1a2~,Aisoti\1a\2~,Aisoti1a2~/PV,Aisoti\1a\2~/PV,na,pos:verb asp:p vox:a mod:i,,,gem trans,^Ast([^wyA}&])([^wyA}&])$,2,
268,Aista12a3,Aisota1o2a>,1.2.>,\1.\2.>,BACKOFF,[STEM-PV],Aisota1o2,lex:Aisota1o2a>,lex:Aisota\1o\2a>,Aisota1o2,Aisota\1o\2,Aisota1o2/PV,Aisota\1o\2/PV,na,pos:verb asp:p vox:a mod:i,,,#-a> trans,^Ast([^wyA}&])([^wyA}&])$,2,
269,Aista12a3,Aisota1o2A,1.2.>,\1.\2.>,BACKOFF,[STEM-PV],Aisota1o2,lex:Aisota1o2A,lex:Aisota\1o\2A,Aisota1o2,Aisota\1o\2,Aisota1o2/PV,Aisota\1o\2/PV,na,pos:verb asp:p vox:a mod:i,,,#-ay trans,^Ast([^wyA}&])([^wyA}&])$,2,
270,Aisti1a2a3,Aisoti1a2~,1.n.n,\1.n.n,BACKOFF,[STEM-PV],Aisoti1a2~,lex:Aisoti1a2~,lex:Aisoti\1a\2~,Aisoti1a2~,Aisoti\1a\2~,Aisoti1a2~/PV,Aisoti\1a\2~/PV,na,pos:verb asp:p vox:a mod:i,,,gem trans,^Ast([^wyA}&])([^wyA}&])$,1,
271,Aista12i3,Aisota1owi3,1.w.3,\1.w.\2,BACKOFF,[STEM-PV],Aisota1owi3,lex:Aisota1owi3,lex:Aisota\1owi\2,Aisota1owi3,Aisota\1owi\2,Aisota1owi3/PV,Aisota\1owi\2/PV,na,pos:verb asp:p vox:a mod:i,,,trans,^Ast([^wyA}&])w([^ntwyA}&])$,7,
272,Aisti1a23i4,Aisoti1a2o3i4,1.2.3.4,\1.\2.\3.\4,BACKOFF,[STEM-PV],Aisoti1a2o3i4,lex:Aisoti1a2o3i4,lex:Aisoti\1a\2o\3i\4,Aisoti1a2o3i4,Aisoti\1a\2o\3i\4,Aisoti1a2o3i4/PV,Aisoti\1a\2o\3i\4/PV,na,pos:verb asp:p vox:a mod:i,,,trans,^Ast([^wyA}&])([^wyA}&])([^wyA}&])([^ntwyA}&])$,1,
273,Aista12a3,Aisota1aY,1.y.y,\1.y.y,BACKOFF,[STEM-PV],Aisota1,lex:Aisota1aY,lex:Aisota\1aY,Aisota1,Aisota\1,Aisota1/PV,Aisota\1/PV,na,pos:verb asp:p vox:a mod:i,,,#-ay trans,^Ast([^wyA}&])$,1,
274,Aista12a3,Aisota1oyA,1.y.w,\1.y.w,BACKOFF,[STEM-PV],Aisota1oy,lex:Aisota1oyA,lex:Aisota\1oyA,Aisota1oy,Aisota\1oy,Aisota1oy/PV,Aisota\1oy/PV,na,pos:verb asp:p vox:a mod:i,,,#-ay trans,^Ast([^wyA}&])y$,1,
275,Aista1a2~i3,Aisota1ay~i3,1.y.n,\1.y.n,BACKOFF,[STEM-PV],Aisota1ay~i3,lex:Aisota1ay~in,lex:Aisota\1ay~in,Aisota1ay~in,Aisota\1ay~in,Aisota1ay~in/PV,Aisota\1ay~in/PV,na,pos:verb asp:p vox:a mod:i,,,#n trans,^Ast([^wyA}&])yn$,1,
276,Aisti1a2~a3,Aisoti1a2~A,1.2.>,\1.\2.>,BACKOFF,[STEM-PV],Aisota1a2~,lex:Aisoti1a2~A,lex:Aisoti\1a\2~A,Aisota1a2~,Aisota\1a\2~,Aisota1a2~/PV,Aisota\1a\2~/PV,na,pos:verb asp:p vox:a mod:i,,,#-ay trans,^Ast([^wyA}&])([^wyA}&])$,1,
277,Aista12i3,Aisota1owi3,1.w.n,\1.w.n,BACKOFF,[STEM-PV],Aisota1owi3,lex:Aisota1owin,lex:Aisota\1owin,Aisota1owin,Aisota\1owin,Aisota1owin/PV,Aisota\1owin/PV,na,pos:verb asp:p vox:a mod:i,,,#n trans,^Ast([^wyA}&])wn$,3,
278,Aista12i3,Aisota1oyi3,1.y.3,\1.y.\2,BACKOFF,[STEM-PV],Aisota1oyi3,lex:Aisota1oyi3,lex:Aisota\1oyi\2,Aisota1oyi3,Aisota\1oyi\2,Aisota1oyi3/PV,Aisota\1oyi\2/PV,na,pos:verb asp:p vox:a mod:i,,,trans,^Ast([^wyA}&])y([^ntwyA}&])$,8,
279,Aisti1a2~a3,Aisoti1a2~a3,1.2.3,\1.\2.\3,BACKOFF,[STEM-PV],Aisoti1a2~a3,lex:Aisoti1a2~a3,lex:Aisoti\1a\2~a\3,Aisoti1a2~a3,Aisoti\1a\2~a\3,Aisoti1a2~a3/PV,Aisoti\1a\2~a\3/PV,na,pos:verb asp:p vox:a mod:i,,,trans,^Ast([^wyA}&])([^wyA}&])([^ntwyA}&])$,8,
280,Aista1a2~a3,Aisota1a2~aY,1.2.y,\1.\2.y,BACKOFF,[STEM-PV],Aisota1a2~,lex:Aisota1a2~aY,lex:Aisota\1a\2~aY,Aisota1a2~,Aisota\1a\2~,Aisota1a2~/PV,Aisota\1a\2~/PV,na,pos:verb asp:p vox:a mod:i,,,#-ay trans,^Ast([^wyA}&])([^wyA}&])$,2,
281,Aisti1a23a4,Aisoti1a2o3a4,1.2.3.4,\1.\2.\3.\4,BACKOFF,[STEM-PV],Aisoti1a2o3a4,lex:Aisoti1a2o3a4,lex:Aisoti\1a\2o\3a\4,Aisoti1a2o3a4,Aisoti\1a\2o\3a\4,Aisoti1a2o3a4/PV,Aisoti\1a\2o\3a\4/PV,na,pos:verb asp:p vox:a mod:i,,,trans,^Ast([^wyA}&])([^wyA}&])([^wyA}&])([^ntwyA}&])$,3,
282,Aisti1a2~a3,Aisoti1ay~a3,1.y.3,\1.y.\2,BACKOFF,[STEM-PV],Aisoti1ay~a3,lex:Aisoti1ay~a3,lex:Aisoti\1ay~a\2,Aisoti1ay~a3,Aisoti\1ay~a\2,Aisoti1ay~a3/PV,Aisoti\1ay~a\2/PV,na,pos:verb asp:p vox:a mod:i,,,trans,^Ast([^wyA}&])y([^ntwyA}&])$,1,
283,Aista12a3,Aisota1owaY,1.w.y,\1.w.y,BACKOFF,[STEM-PV],Aisota1ow,lex:Aisota1owaY,lex:Aisota\1owaY,Aisota1ow,Aisota\1ow,Aisota1ow/PV,Aisota\1ow/PV,na,pos:verb asp:p vox:a mod:i,,,#-ay trans,^Ast([^wyA}&])w$,3,
284,Aista12a3,Aisota1o>a3,1.>.3,\1.>.\2,BACKOFF,[STEM-PV],Aisota1o>a3,lex:Aisota1o>a3,lex:Aisota\1o>a\2,Aisota1o>a3,Aisota\1o>a\2,Aisota1o>a3/PV,Aisota\1o>a\2/PV,na,pos:verb asp:p vox:a mod:i,,,trans,^Ast([^wyA}&])A([^ntwyA}&])$,2,
285,Aista12a3,Aisota1A3,1.w.3,\1.w.\2,BACKOFF,[STEM-PV],Aisota1A3,lex:Aisota1A3,lex:Aisota\1A\2,Aisota1A3,Aisota\1A\2,Aisota1A3/PV,Aisota\1A\2/PV,na,pos:verb asp:p vox:a mod:i,,,trans,^Ast([^wyA}&])A([^ntwyA}&])$,1,
286,Aista12a3,Aisota1A3,1.w.n,\1.w.n,BACKOFF,[STEM-PV],Aisota1a3,lex:Aisota1An,lex:Aisota\1An,Aisota1an,Aisota\1an,Aisota1an/PV,Aisota\1an/PV,na,pos:verb asp:p vox:a mod:i,c-suff,,#n trans,^Ast([^wyA}&])n$,2,
287,Aista12a3,Aisota1A3,1.w.n,\1.w.n,BACKOFF,[STEM-PV],Aisota1A3,lex:Aisota1An,lex:Aisota\1An,Aisota1An,Aisota\1An,Aisota1An/PV,Aisota\1An/PV,na,pos:verb asp:p vox:a mod:i,n-suff||v-suff,,#n trans,^Ast([^wyA}&])An$,2,
288,Aisti1A2a3,Aisoti1AyA,1.y.>,\1.y.>,BACKOFF,[STEM-PV],Aisoti1Ay,lex:Aisoti1AyA,lex:Aisoti\1AyA,Aisoti1Ay,Aisoti\1Ay,Aisoti1Ay/PV,Aisoti\1Ay/PV,na,pos:verb asp:p vox:a mod:i,,,#-A trans,^Ast([^wyA}&])Ay$,1,
289,Aista12a3,Aisota1o2a3,1.2.t,\1.\2.t,BACKOFF,[STEM-PV],Aisota1o2a3,lex:Aisota1o2at,lex:Aisota\1o\2at,Aisota1o2at,Aisota\1o\2at,Aisota1o2at/PV,Aisota\1o\2at/PV,na,pos:verb asp:p vox:a mod:i,,,#t trans,^Ast([^wyA}&])([^wyA}&])t$,1,
290,Aista12i3,Aisota1oyi3,1.y.n,\1.y.n,BACKOFF,[STEM-PV],Aisota1oyi3,lex:Aisota1oyin,lex:Aisota\1oyin,Aisota1oyin,Aisota\1oyin,Aisota1oyin/PV,Aisota\1oyin/PV,na,pos:verb asp:p vox:a mod:i,,,#n trans,^Ast([^wyA}&])yn$,1,
291,Aisti1a23i4,Aisoti1a2owi4,1.2.w.4,\1.\2.w.\3,BACKOFF,[STEM-PV],Aisoti1a2owi4,lex:Aisoti1a2owi4,lex:Aisoti\1a\2owi\3,Aisoti1a2owi4,Aisoti\1a\2owi\3,Aisoti1a2owi4/PV,Aisoti\1a\2owi\3/PV,na,pos:verb asp:p vox:a mod:i,,,trans,^Ast([^wyA}&])([^wyA}&])w([^ntwyA}&])$,1,
292,Aista12i3,Aisota1owi3,1.w.t,\1.w.t,BACKOFF,[STEM-PV],Aisota1owi3,lex:Aisota1owit,lex:Aisota\1owit,Aisota1owit,Aisota\1owit,Aisota1owit/PV,Aisota\1owit/PV,na,pos:verb asp:p vox:a mod:i,,,#t trans,^Ast([^wyA}&])wt$,1,
293,Ai1ta2a3,Ai1ota2~,1.n.n,\1.n.n,BACKOFF,[STEM-PV],Ai1ota2~,lex:Ai1ota2~,lex:Ai\1ota\2~,Ai1ota2~,Ai\1ota\2~,Ai1ota2~/PV,Ai\1ota\2~/PV,na,pos:verb asp:p vox:a mod:i,,,gem trans,^A([^wyA}&])t([^wyA}&])$,2,
294,Aista12i3,Aisota1o2i3,1.2.t,\1.\2.t,BACKOFF,[STEM-PV],Aisota1o2i3,lex:Aisota1o2it,lex:Aisota\1o\2it,Aisota1o2it,Aisota\1o\2it,Aisota1o2it/PV,Aisota\1o\2it/PV,na,pos:verb asp:p vox:a mod:i,,,#t trans,^Ast([^wyA}&])([^wyA}&])t$,1,
295,Aista12a3,Aisota2~aY,>.2.y,>.\1.y,BACKOFF,[STEM-PV],Aisota2~,lex:Aisota2~aY,lex:Aisota\1~aY,Aisota2~,Aisota\1~,Aisota2~/PV,Aisota\1~/PV,na,pos:verb asp:p vox:a mod:i,,,#-ay trans,^Ast([^wyA}&])$,1,
296,1i2i3,1i2i3,1.2.n,\1.\2.n,BACKOFF,[STEM-PV],1i2i#3,lex:1i2in,lex:\1i\2in,1i2i#n,\1i\2i#n,1i2i#n/PV,\1i\2i#n/PV,na,pos:verb asp:p vox:a mod:i,,,#n trans,^([^wyA}&])([^wyA}&])#n$,6,
297,Aisti1a2~a3,Aisoti1a2~aY,1.2.y,\1.\2.y,BACKOFF,[STEM-PV],Aisota1a2~,lex:Aisoti1a2~aY,lex:Aisoti\1a\2~aY,Aisota1a2~,Aisota\1a\2~,Aisota1a2~/PV,Aisota\1a\2~/PV,na,pos:verb asp:p vox:a mod:i,,,#-ay trans,^Ast([^wyA}&])([^wyA}&])$,1,
298,Aista1a2~a3,Aisota1ay~a>,1.y.>,\1.y.>,BACKOFF,[STEM-PV],Aisota1ay~,lex:Aisota1ay~a>,lex:Aisota\1ay~a>,Aisota1ay~,Aisota\1ay~,Aisota1ay~/PV,Aisota\1ay~/PV,na,pos:verb asp:p vox:a mod:i,,,#-a> trans,^Ast([^wyA}&])y$,1,
