,LINE,PATTERN_ABSTRACT,ROOT,ROOT_CLASS,PATTERN_LEMMA,PATTERN,LEMMA,FORM,DEFINE,CLASS,BW,GLOSS,FEAT,COND-T,COND-S,STATUS
4119,4120,Ait1a23a4,k.s.E.m,1.2.3.4,Aito1a2o3a4,Aito1a2o3a4,AitokasoEam,AitokasoEam,LEXICON,[STEM-CV],CV,Gloss:TBA_[CALIMA],pos:verb asp:c vox:a mod:i,,intrans,OK
4120,4121,1a23a4,k.s.E.m,1.2.3.4,1a2o3a4,1a2o3a4,kasoEam,kasoEam,LEXICON,[STEM-CV],CV,Gloss:TBA_[CALIMA],pos:verb asp:c vox:a mod:i,,trans,OK
4121,4122,Ait1a2a3,k.s.f,1.2.3,Aito1a2a3,Aito1i2i3,Aitokasaf,Aitokisif,LEXICON,[STEM-CV],CV,be_ashamed;embarresed;be_shy_[CALIMA],pos:verb asp:c vox:a mod:i,,intrans,OK
4122,4123,Ain1a2a3,k.s.f,1.2.3,Aino1a2a3,Aino1i2i3,Ainokasaf,Ainokisif,LEXICON,[STEM-CV],CV,be_eclipsed;be_ashamed;blush_[CALIMA],pos:verb asp:c vox:a mod:i,,intrans,OK
4123,4124,1a2a3,k.s.f,1.2.3,1a2a3,Ai12i3,kasaf,Aiksif,LEXICON,[STEM-CV],CV,be_gloomy;be_eclipsed;reprimand;scold_[CALIMA],pos:verb asp:c vox:a mod:i,,trans,OK
4124,4125,1a2~i3,k.s.f,1.2.3,1a2~i3,1a2~i3,kas~if,kas~if,LEXICON,[STEM-CV],CV,concentrate;compress;make_intensive;condense;intensify_[CALIMA],pos:verb asp:c vox:a mod:i,,trans,OK
4125,4126,Ait1a2a3,k.s.H,1.2.3,Aito1a2a3,Aito1i2i3,AitokasaH,AitokisiH,LEXICON,[STEM-CV],CV,brom;remove_[CALIMA],pos:verb asp:c vox:a mod:i,,intrans,OK
4126,4127,Ait1a2~a3,k.s.H,1.2.3,Aito1a2~a3,Aito1a2~a3,Aitokas~aH,Aitokas~aH,LEXICON,[STEM-CV],CV,be_crippled_[CALIMA],pos:verb asp:c vox:a mod:i,,intrans,OK
4127,4128,Ai1ta2a3,k.s.H,1.2.3,Ai1ota2a3,Ai1oti2i3,AikotasaH,AikotisiH,LEXICON,[STEM-CV],CV,seize;plunder_[CALIMA],pos:verb asp:c vox:a mod:i,,trans,OK
4128,4129,Ain1a2a3,k.s.H,1.2.3,Aino1a2a3,Aino1i2i3,AinokasaH,AinokisiH,LEXICON,[STEM-CV],CV,Gloss:TBA_[CALIMA],pos:verb asp:c vox:a mod:i,,intrans,OK
4129,4130,1a2a3,k.s.H,1.2.3,1a2a3,Ai12a3,kasaH,AiksaH,LEXICON,[STEM-CV],CV,sweep;clean_[CALIMA],pos:verb asp:c vox:a mod:i,,trans,OK
4130,4131,1a2~a3,k.s.H,1.2.3,1a2~a3,1a2~a3,kas~aH,kas~aH,LEXICON,[STEM-CV],CV,bend;warp_[CALIMA],pos:verb asp:c vox:a mod:i,,trans,OK
4131,4132,Ait1a23i4,k.s.k.s,1.2.3.4,Aito1a2o3i4,Aito1a2o3i4,Aitokasokis,Aitokasokis,LEXICON,[STEM-CV],CV,be_backed_up;be_moved_backwards_[CALIMA],pos:verb asp:c vox:a mod:i,,intrans,OK
4132,4133,1a23i4,k.s.k.s,1.2.3.4,1a2o3i4,1a2o3i4,kasokis,kasokis,LEXICON,[STEM-CV],CV,be_covered;cover;conceal;be_concealed;hide;be_chaste;appear_presentable;maintain_a_decent_standard_of_living_[CALIMA],pos:verb asp:c vox:a mod:i,,trans,OK
4133,4134,Ait1A2i3,k.s.l,1.2.3,Aito1A2i3,Aito1A2i#3,AitokAsil,AitokAsi#l,LEXICON,[STEM-CV],CV,feel_lazy;act_lazily;idle_about;behave_lazily;become_slothful_[CALIMA],pos:verb asp:c vox:a mod:i,,intrans,OK
4134,4135,1a2~i3,k.s.l,1.2.3,1a2~i3,1a2~i3,kas~il,kas~il,LEXICON,[STEM-CV],CV,make_negligent;be_negligent;make_lazy;be_lazy_[CALIMA],pos:verb asp:c vox:a mod:i,,trans,OK
4135,4136,1i2i3,k.s.l,1.2.3,1i2i3,Ai12a3,kisil,Aiksal,LEXICON,[STEM-CV],CV,feel_lazy;drowsy;make_lazy;act_lazily;make_negligent_[CALIMA],pos:verb asp:c vox:a mod:i,,intrans,OK
4136,4137,Ait1a2~i3,k.s.m,1.2.3,Aito1a2~i3,Aito1a2~i3,Aitokas~im,Aitokas~im,LEXICON,[STEM-CV],CV,give_form;shape;fashion_[CALIMA],pos:verb asp:c vox:a mod:i,,intrans,OK
4137,4138,1a2~i3,k.s.m,1.2.3,1a2~i3,1a2~i3,kas~im,kas~im,LEXICON,[STEM-CV],CV,materialize;enlarge;embody;give_form_to;illustrate;fit_[CALIMA],pos:verb asp:c vox:a mod:i,,trans,OK
4138,4139,Ait1a2a3,k.s.r,1.2.3,Aito1a2a3,Aito1i2i3,Aitokasar,Aitokisir,LEXICON,[STEM-CV],CV,break_[CALIMA],pos:verb asp:c vox:a mod:i,,intrans,OK
4139,4140,Ait1a2~a3,k.s.r,1.2.3,Aito1a2~a3,Aito1a2~a3,Aitokas~ar,Aitokas~ar,LEXICON,[STEM-CV],CV,become_broken_[CALIMA],pos:verb asp:c vox:a mod:i,,intrans,OK
4140,4141,Ain1a2a3,k.s.r,1.2.3,Aino1a2a3,Aino1i2i3,Ainokasar,Ainokisir,LEXICON,[STEM-CV],CV,be_broken;be_shattered;be_defeated_[CALIMA],pos:verb asp:c vox:a mod:i,,intrans,OK
4141,4142,1A2i3,k.s.r,1.2.3,1A2i3,1A2i#3,kAsir,kAsi#r,LEXICON,[STEM-CV],CV,be_pushed;be_shoved;pay;be_paid;jostle;push_and_elbow;pay_up;cough_up_[CALIMA],pos:verb asp:c vox:a mod:i,,trans,OK
4142,4143,1a2a3,k.s.r,1.2.3,1a2a3,Ai12a3,kasar,Aiksar,LEXICON,[STEM-CV],CV,break;defeat_[CALIMA],pos:verb asp:c vox:a mod:i,,trans,OK
4143,4144,1a2~a3,k.s.r,1.2.3,1a2~a3,1a2~a3,kas~ar,kas~ar,LEXICON,[STEM-CV],CV,shatter;smash_[CALIMA],pos:verb asp:c vox:a mod:i,,trans,OK
4144,4145,Ait1a2~i3,k.s.s,1.2.2,Aito1a2~i3,Aito1a2~i3,Aitokas~is,Aitokas~is,LEXICON,[STEM-CV],CV,dissimulate;act_hypocritically;be_insolent;dissemble;selling_well;in_demand;plot_together;conspire_[CALIMA],pos:verb asp:c vox:a mod:i,,intrans,OK
4145,4146,1a2~i3,k.s.s,1.2.2,1a2~i3,1a2~i3,kas~is,kas~is,LEXICON,[STEM-CV],CV,kiss_arse;brown_nose_[CALIMA],pos:verb asp:c vox:a mod:i,,trans,OK
4146,4147,1a23a4,k.s.t.r,1.2.3.4,1a2o3a4,1a2o3a4,kasotar,kasotar,LEXICON,[STEM-CV],CV,impart_a_napped_surface_to;nap_[CALIMA],pos:verb asp:c vox:a mod:i,,trans,OK
4147,4148,Ait1a2a3,k.s.y,1.2.y,Aito1a2aY,Aito1i2,AitokasaY,Aitokis,LEXICON,[STEM-CV],CV,be_clothed_[CALIMA],pos:verb asp:c vox:a mod:i,,#-iy defective intrans,OK
4148,4149,Ain1a2a3,k.s.y,1.2.y,Aino1a2aY,Aino1i2,AinokasaY,Ainokis,LEXICON,[STEM-CV],CV,be_clothed;clothe;be_covered;cover;conceal;be_concealed;hide;be_chaste_[CALIMA],pos:verb asp:c vox:a mod:i,,#-iy defective intrans,OK
4149,4150,1a2a3,k.s.y,1.2.y,1a2aY,Ai12,kasaY,Aiks,LEXICON,[STEM-CV],CV,be_clothed_[CALIMA],pos:verb asp:c vox:a mod:i,,#-iy defective trans,OK
4150,4151,Ait1A2i3,k.t.b,1.2.3,Aito1A2i3,Aito1A2i#3,AitokAtib,AitokAti#b,LEXICON,[STEM-CV],CV,correspond_[CALIMA],pos:verb asp:c vox:a mod:i,,intrans,OK
4151,4152,Ait1a2a3,k.t.b,1.2.3,Aito1a2a3,Aito1i2i3,Aitokatab,Aitokitib,LEXICON,[STEM-CV],CV,write;be_written;be_fated;be_destined_[CALIMA],pos:verb asp:c vox:a mod:i,,intrans,OK
4152,4153,Ait1a2~i3,k.t.b,1.2.3,Aito1a2~i3,Aito1a2~i3,Aitokat~ib,Aitokat~ib,LEXICON,[STEM-CV],CV,Gloss:TBA_[CALIMA],pos:verb asp:c vox:a mod:i,,intrans,OK
4153,4154,Aista12i3,k.t.b,1.2.3,Aisota1o2i3,Aisota1o2i3,Aisotakotib,Aisotakotib,LEXICON,[STEM-CV],CV,force_write_[CALIMA],pos:verb asp:c vox:a mod:i,,trans,OK
4154,4155,Ai1ta2a3,k.t.b,1.2.3,Ai1ota2a3,Ai1oti2i3,Aikotatab,Aikotitib,LEXICON,[STEM-CV],CV,subscribe_[CALIMA],pos:verb asp:c vox:a mod:i,,intrans,OK
4155,4156,Ain1a2a3,k.t.b,1.2.3,Aino1a2a3,Aino1i2i3,Ainokatab,Ainokitib,LEXICON,[STEM-CV],CV,write;be_written;be_fated;be_destined_[CALIMA],pos:verb asp:c vox:a mod:i,,intrans,OK
4156,4157,1A2i3,k.t.b,1.2.3,1A2i3,1A2i#3,kAtib,kAti#b,,,CV,,pos:verb asp:c vox:a mod:i,,trans,OK
4157,4158,1a2a3,k.t.b,1.2.3,1a2a3,Ai12i3,katab,Aiktib,LEXICON,[STEM-CV],CV,write;be_written;be_fated;be_destined_[CALIMA],pos:verb asp:c vox:a mod:i,,trans,OK
4158,4159,1a2~i3,k.t.b,1.2.3,1a2~i3,1a2~i3,kat~ib,kat~ib,LEXICON,[STEM-CV],CV,cause_write_[CALIMA],pos:verb asp:c vox:a mod:i,,trans,OK
4159,4160,Ait1a2~a3,k.t.E,1.2.3,Aito1a2~a3,Aito1a2~a3,Aitokat~aE,Aitokat~aE,LEXICON,[STEM-CV],CV,Gloss:TBA_[CALIMA],pos:verb asp:c vox:a mod:i,,intrans,OK
4160,4161,1a2~a3,k.t.E,1.2.3,1a2~a3,1a2~a3,kat~aE,kat~aE,LEXICON,[STEM-CV],CV,Gloss:TBA_[CALIMA],pos:verb asp:c vox:a mod:i,,trans,OK
4161,4162,Ait1a2~i3,k.t.f,1.2.3,Aito1a2~i3,Aito1a2~i3,Aitokat~if,Aitokat~if,LEXICON,[STEM-CV],CV,cross_arms;bind;binds_the_arm_of_[CALIMA],pos:verb asp:c vox:a mod:i,,intrans,OK
4162,4163,1a2~i3,k.t.f,1.2.3,1a2~i3,1a2~i3,kat~if,kat~if,LEXICON,[STEM-CV],CV,cross_arms;bind;binds_the_arm_of_[CALIMA],pos:verb asp:c vox:a mod:i,,trans,OK
4163,4164,Ait1a23i4,k.t.k.t,1.2.3.4,Aito1a2o3i4,Aito1a2o3i4,Aitokatokit,Aitokatokit,LEXICON,[STEM-CV],CV,be_wrinkled;be_curled;be_made_frizzy;wrinkle_[CALIMA],pos:verb asp:c vox:a mod:i,,intrans,OK
4164,4165,1a23i4,k.t.k.t,1.2.3.4,1a2o3i4,1a2o3i4,katokit,katokit,LEXICON,[STEM-CV],CV,scatter;disperse;squander;be_squandered;be_dispersed;waste_quander;fritter_away;surprise_[CALIMA],pos:verb asp:c vox:a mod:i,,trans,OK
4165,4166,Ait1a2~i3,k.t.l,1.2.3,Aito1a2~i3,Aito1a2~i3,Aitokat~il,Aitokat~il,LEXICON,[STEM-CV],CV,be_piled_up_[CALIMA],pos:verb asp:c vox:a mod:i,,intrans,OK
4166,4167,1a2~i3,k.t.l,1.2.3,1a2~i3,1a2~i3,kat~il,kat~il,LEXICON,[STEM-CV],CV,agglomerate;be_made;pile_up_[CALIMA],pos:verb asp:c vox:a mod:i,,trans,OK
4167,4168,Ait1a2a3,k.t.m,1.2.3,Aito1a2a3,Aito1i2i3,Aitokatam,Aitokitim,LEXICON,[STEM-CV],CV,conceal;muffle;restrain_[CALIMA],pos:verb asp:c vox:a mod:i,,intrans,OK
4168,4169,Ait1a2~i3,k.t.m,1.2.3,Aito1a2~i3,Aito1a2~i3,Aitokat~im,Aitokat~im,LEXICON,[STEM-CV],CV,keep_quiet;be_secretive;keep_a_secret_[CALIMA],pos:verb asp:c vox:a mod:i,,intrans,OK
4169,4170,Ain1a2a3,k.t.m,1.2.3,Aino1a2a3,Aino1i2i3,Ainokatam,Ainokitim,LEXICON,[STEM-CV],CV,Gloss:TBA_[CALIMA],pos:verb asp:c vox:a mod:i,,intrans,OK
4170,4171,1a2a3,k.t.m,1.2.3,1a2a3,Ai12i3,katam,Aiktim,LEXICON,[STEM-CV],CV,conceal;muffle_[CALIMA],pos:verb asp:c vox:a mod:i,,trans,OK
4171,4172,1a2~i3,k.t.m,1.2.3,1a2~i3,1a2~i3,kat~im,kat~im,LEXICON,[STEM-CV],CV,conceal;muffle;restrain_[CALIMA],pos:verb asp:c vox:a mod:i,,trans,OK
4172,4173,Ait1A2i3,k.t.r,1.2.3,Aito1A2i3,Aito1A2i#3,AitokAtir,AitokAti#r,LEXICON,[STEM-CV],CV,become_numerous;increase;be_numerous_[CALIMA],pos:verb asp:c vox:a mod:i,,intrans,OK
4173,4174,Ait1a2~a3,k.t.r,1.2.3,Aito1a2~a3,Aito1a2~a3,Aitokat~ar,Aitokat~ar,LEXICON,[STEM-CV],CV,increase_[CALIMA],pos:verb asp:c vox:a mod:i,,intrans,OK
4174,4175,Aista12a3,k.t.r,1.2.3,Aisota1o2a3,Aisota1o2a3,Aisotakotar,Aisotakotar,LEXICON,[STEM-CV],CV,increase_[CALIMA],pos:verb asp:c vox:a mod:i,,trans,OK
4175,4176,1a2~a3,k.t.r,1.2.3,1a2~a3,1a2~a3,kat~ar,kat~ar,LEXICON,[STEM-CV],CV,multiply;encrease_[CALIMA],pos:verb asp:c vox:a mod:i,,trans,OK
4176,4177,1i2i3,k.t.r,1.2.3,1i2i3,Ai12a3,kitir,Aiktar,LEXICON,[STEM-CV],CV,exceed;augment_[CALIMA],pos:verb asp:c vox:a mod:i,,intrans,OK
4177,4178,Ait1a2a3,k.t.t,1.2.2,Aito1a2~,Aito1a2~,Aitokat~,Aitokat~,LEXICON,[STEM-CV],CV,hum_softly;mash;soft_humming_[CALIMA],pos:verb asp:c vox:a mod:i,,gem intrans,OK
4178,4179,Ait1a2~i3,k.t.t,1.2.2,Aito1a2~i3,Aito1a2~i3,Aitokat~it,Aitokat~it,LEXICON,[STEM-CV],CV,be_sent;be_sent_off;send_provision;dispatch;send_out_[CALIMA],pos:verb asp:c vox:a mod:i,,intrans,OK
4179,4180,Ain1a2a3,k.t.t,1.2.2,Aino1a2~,Aino1a2~,Ainokat~,Ainokat~,LEXICON,[STEM-CV],CV,shake;recover;wash_(hands);be_disassociated_(from);dusting_(off);convulse;be_treated_harshly;be_unsettled_[CALIMA],pos:verb asp:c vox:a mod:i,,gem intrans,OK
4180,4181,1a2a3,k.t.t,1.2.2,1a2~,1u2~,kat~,kut~,LEXICON,[STEM-CV],CV,hum_softly_[CALIMA],pos:verb asp:c vox:a mod:i,,gem trans,OK
4181,4182,1a2~i3,k.t.t,1.2.2,1a2~i3,1a2~i3,kat~it,kat~it,LEXICON,[STEM-CV],CV,tangle_[CALIMA],pos:verb asp:c vox:a mod:i,,trans,OK
4182,4183,Ait1a2~i3,k.v.f,1.2.3,Aito1a2~i3,Aito1a2~i3,Aitokav~if,Aitokav~if,LEXICON,[STEM-CV],CV,concentrate;compress;make_intensive_[CALIMA],pos:verb asp:c vox:a mod:i,,intrans,OK
4183,4184,Ait1a23i4,k.v.l.k,1.2.3.4,Aito1a2o3i4,Aito1a2o3i4,Aitokavolik,Aitokavolik,LEXICON,[STEM-CV],CV,become_Catholic;convert_catholicism_[CALIMA],pos:verb asp:c vox:a mod:i,,intrans,OK
4184,4185,Ait1a2~i3,k.w.$,1.w.3,Aito1a2~i3,Aito1a2~i3,Aitokaw~i$,Aitokaw~i$,LEXICON,[STEM-CV],CV,amass;gather_up_[CALIMA],pos:verb asp:c vox:a mod:i,,intrans,OK
4185,4186,1a2~i3,k.w.$,1.w.3,1a2~i3,1a2~i3,kaw~i$,kaw~i$,LEXICON,[STEM-CV],CV,acquire;get_possession_of;earn;monopolize;take_exclusive_possession_[CALIMA],pos:verb asp:c vox:a mod:i,,trans,OK
4186,4187,Ait1a2~a3,k.w.E,1.w.3,Aito1a2~a3,Aito1a2~a3,Aitokaw~aE,Aitokaw~aE,LEXICON,[STEM-CV],CV,Gloss:TBA_[CALIMA],pos:verb asp:c vox:a mod:i,,intrans,OK
4187,4188,1a2~a3,k.w.E,1.w.3,1a2~a3,1a2~a3,kaw~aE,kaw~aE,LEXICON,[STEM-CV],CV,lie_down;subside;abate;be_bent;make_lie_down;lay_down;lie;cause_lie_down_[CALIMA],pos:verb asp:c vox:a mod:i,,trans,OK
4188,4189,1a23a4,k.w.k.w,1.w.3.w,1A3A,1A3,kAkA,kAk,LEXICON,[STEM-CV],CV,cackle;cluck;cluck_of_chickens_[CALIMA],pos:verb asp:c vox:a mod:i,,#-iy defective intrans,OK
4189,4190,Ait1a2~i3,k.w.m,1.w.3,Aito1a2~i3,Aito1a2~i3,Aitokaw~im,Aitokaw~im,LEXICON,[STEM-CV],CV,stack_up;pile_up_[CALIMA],pos:verb asp:c vox:a mod:i,,intrans,OK
4190,4191,1a2~i3,k.w.m,1.w.3,1a2~i3,1a2~i3,kaw~im,kaw~im,LEXICON,[STEM-CV],CV,stack_up;pile_up;be_piled;be_heaped_up;pile;heap_in_piles;frighten;intimidate_[CALIMA],pos:verb asp:c vox:a mod:i,,trans,OK
4191,4192,Ait1a2~i3,k.w.n,1.w.3,Aito1a2~i3,Aito1a2~i3,Aitokaw~in,Aitokaw~in,LEXICON,[STEM-CV],CV,be_formed_[CALIMA],pos:verb asp:c vox:a mod:i,,intrans,OK
4192,4193,Aista12a3,k.w.n,1.w.3,Aisota1A3,Aisota1iy3,AisotakAn,Aisotakiyn,LEXICON,[STEM-CV],CV,resign_oneself_[CALIMA],pos:verb asp:c vox:a mod:i,,hollow intrans,OK
4193,4194,1a2a3,k.w.n,1.w.3,1A3,1u23,kAn,kuwn,LEXICON,[STEM-CV],CV,be;was;were_[CALIMA],pos:verb asp:c vox:a mod:i,,hollow intrans,OK
4194,4195,1a2~i3,k.w.n,1.w.3,1a2~i3,1a2~i3,kaw~in,kaw~in,LEXICON,[STEM-CV],CV,make_[CALIMA],pos:verb asp:c vox:a mod:i,,trans,OK
4195,4196,Ait1a2~a3,k.w.r,1.w.3,Aito1a2~a3,Aito1a2~a3,Aitokaw~ar,Aitokaw~ar,LEXICON,[STEM-CV],CV,roll_up;wind_[CALIMA],pos:verb asp:c vox:a mod:i,,intrans,OK
4196,4197,1a2~a3,k.w.r,1.w.3,1a2~a3,1a2~a3,kaw~ar,kaw~ar,LEXICON,[STEM-CV],CV,roll_up;wind_[CALIMA],pos:verb asp:c vox:a mod:i,,trans,OK
4197,4198,Ait1a2~i3,k.w.s,1.w.3,Aito1a2~i3,Aito1a2~i3,Aitokaw~is,Aitokaw~is,LEXICON,[STEM-CV],CV,Gloss:TBA_[CALIMA],pos:verb asp:c vox:a mod:i,,intrans,OK
4198,4199,1a2~i3,k.w.s,1.w.3,1a2~i3,1a2~i3,kaw~is,kaw~is,LEXICON,[STEM-CV],CV,bribe;be_bribed;be_put_in_an_envelope;be_slipped_a_bribe;be_nice;be_made_lok_attractive_and_agreeable;be_made_swallow;be_washed_down_[CALIMA],pos:verb asp:c vox:a mod:i,,trans,OK
4199,4200,Ait1a2~i3,k.w.t,1.w.3,Aito1a2~i3,Aito1a2~i3,Aitokaw~it,Aitokaw~it,LEXICON,[STEM-CV],CV,Gloss:TBA_[CALIMA],pos:verb asp:c vox:a mod:i,,intrans,OK
4200,4201,1a2~i3,k.w.t,1.w.3,1a2~i3,1a2~i3,kaw~it,kaw~it,LEXICON,[STEM-CV],CV,kuwaitize_[CALIMA],pos:verb asp:c vox:a mod:i,,trans,OK
4201,4202,Ait1a2a3,k.w.y,1.w.y,Aito1a2aY,Aito1i2,AitokawaY,Aitokiw,LEXICON,[STEM-CV],CV,press;iron;cauterize;sear;be_pressed;be_ironed;be_cauterized;be_seared_[CALIMA],pos:verb asp:c vox:a mod:i,,#-iy defective intrans,OK
4202,4203,Ain1a2a3,k.w.y,1.w.y,Aino1a2aY,Aino1i2,AinokawaY,Ainokiw,LEXICON,[STEM-CV],CV,Gloss:TBA_[CALIMA],pos:verb asp:c vox:a mod:i,,#-iy defective intrans,OK
4203,4204,1a2a3,k.w.y,1.w.y,1a2aY,Ai12,kawaY,Aikw,LEXICON,[STEM-CV],CV,press;iron;cauterize;sear;be_pressed;be_ironed;be_cauterized;be_seared_[CALIMA],pos:verb asp:c vox:a mod:i,,#-iy defective trans,OK
4204,4205,Ait1a2a3,k.y.d,1.y.3,Aito1A3,Aito1A3,AitokAd,AitokAd,LEXICON,[STEM-CV],CV,enrage;irritate;be_enraged;be_irritated;be_eaten_away;be_eroded_extensively;be_spited;be_thwarted_[CALIMA],pos:verb asp:c vox:a mod:i,,hollow intrans,OK
4205,4206,Ait1A2i3,k.y.d,1.y.3,Aito1A2i3,Aito1A2i#3,AitokAyid,AitokAyi#d,LEXICON,[STEM-CV],CV,deceive;outwit_[CALIMA],pos:verb asp:c vox:a mod:i,,intrans,OK
4206,4207,Ain1a2a3,k.y.d,1.y.3,Aino1A3,Aino1A3,AinokAd,AinokAd,LEXICON,[STEM-CV],CV,enrage;irritate;be_enraged;be_irritated;honor;bestow_honor_upon;confer;be_honored_[CALIMA],pos:verb asp:c vox:a mod:i,,hollow intrans,OK
4207,4208,1a2a3,k.y.d,1.y.3,1A3,1i23,kAd,kiyd,LEXICON,[STEM-CV],CV,almost;hardly;no_sooner;deceive;harm_[CALIMA],pos:verb asp:c vox:a mod:i,,hollow trans,OK
4208,4209,1A2i3,k.y.d,1.y.3,1A2i3,1A2i#3,kAyid,kAyi#d,LEXICON,[STEM-CV],CV,acerbate;spite_[CALIMA],pos:verb asp:c vox:a mod:i,,trans,OK
4209,4210,Ait1a2~i3,k.y.f,1.y.3,Aito1a2~i3,Aito1a2~i3,Aitokay~if,Aitokay~if,LEXICON,[STEM-CV],CV,be_conditioned_[CALIMA],pos:verb asp:c vox:a mod:i,,intrans,OK
4210,4211,1a2~i3,k.y.f,1.y.3,1a2~i3,1a2~i3,kay~if,kay~if,LEXICON,[STEM-CV],CV,give_pleasure_to_[CALIMA],pos:verb asp:c vox:a mod:i,,trans,OK
4211,4212,Ait1a2a3,k.y.H,1.y.3,Aito1A3,Aito1A3,AitokAH,AitokAH,LEXICON,[STEM-CV],CV,be_bothered;irritated_[CALIMA],pos:verb asp:c vox:a mod:i,,hollow intrans,OK
4212,4213,Ait1A2i3,k.y.H,1.y.3,Aito1A2i3,Aito1A2i#3,AitokAyiH,AitokAyi#H,LEXICON,[STEM-CV],CV,be_teased_[CALIMA],pos:verb asp:c vox:a mod:i,,intrans,OK
4213,4214,Ain1a2a3,k.y.H,1.y.3,Aino1A3,Aino1A3,AinokAH,AinokAH,LEXICON,[STEM-CV],CV,bother;anger;harass;be_bothered;be_angered;be_harassed;annoy;disturb_[CALIMA],pos:verb asp:c vox:a mod:i,,hollow intrans,OK
4214,4215,1a2a3,k.y.H,1.y.3,1A3,1i23,kAH,kiyH,LEXICON,[STEM-CV],CV,joke_with;jest_with;indulge;tease_[CALIMA],pos:verb asp:c vox:a mod:i,,hollow trans,OK
4215,4216,1A2i3,k.y.H,1.y.3,1A2i3,1A2i#3,kAyiH,kAyi#H,LEXICON,[STEM-CV],CV,be_teased;tease_persistently_[CALIMA],pos:verb asp:c vox:a mod:i,,trans,OK
4216,4217,Ait1a2~i3,k.y.l,1.y.3,Aito1a2~i3,Aito1a2~i3,Aitokay~il,Aitokay~il,LEXICON,[STEM-CV],CV,measure_[CALIMA],pos:verb asp:c vox:a mod:i,,intrans,OK
4217,4218,1a2~i3,k.y.l,1.y.3,1a2~i3,1a2~i3,kay~il,kay~il,LEXICON,[STEM-CV],CV,measure;measure_by_volume_[CALIMA],pos:verb asp:c vox:a mod:i,,trans,OK
4218,4219,Ait1a2~i3,k.y.n,1.y.3,Aito1a2~i3,Aito1a2~i3,Aitokay~in,Aitokay~in,LEXICON,[STEM-CV],CV,Gloss:TBA_[CALIMA],pos:verb asp:c vox:a mod:i,,intrans,OK
4219,4220,Ait1a2~i3,k.y.s,1.y.3,Aito1a2~i3,Aito1a2~i3,Aitokay~is,Aitokay~is,LEXICON,[STEM-CV],CV,make_elegant;pack_in_sacks_[CALIMA],pos:verb asp:c vox:a mod:i,,intrans,OK
4220,4221,1a2~i3,k.y.s,1.y.3,1a2~i3,1a2~i3,kay~is,kay~is,LEXICON,[STEM-CV],CV,rub;knead;massage;be_massaged;stroke;massage_and_scrub_[CALIMA],pos:verb asp:c vox:a mod:i,,trans,OK
4221,4222,1a2~i3,k.z.n,1.2.3,1a2~i3,1a2~i3,kaz~in,kaz~in,LEXICON,[STEM-CV],CV,put_forth_ears;maize_[CALIMA],pos:verb asp:c vox:a mod:i,,trans,OK
4222,4223,Ai1ta2a3,k.Z.Z,1.2.2,Ai1ota2~,Ai1ota2~,AikotaZ~,AikotaZ~,LEXICON,[STEM-CV],CV,be_jammed_[CALIMA],pos:verb asp:c vox:a mod:i,,gem intrans,OK
4223,4224,1a2a3,k.z.z,1.2.2,1a2~,1i2~,kaz~,kiz~,LEXICON,[STEM-CV],CV,dry_up;shrivel;shrink_[CALIMA],pos:verb asp:c vox:a mod:i,,gem intrans,OK
4224,4225,Ait1a2~i3,l.*.*,1.2.2,Aito1a2~i3,Aito1a2~i3,Aitola*~i*,Aitola*~i*,LEXICON,[STEM-CV],CV,be_pleased;be_delighted_[CALIMA],pos:verb asp:c vox:a mod:i,,intrans,OK
4225,4226,Aista12a3,l.*.*,1.2.2,Aisota1a2~,Aisota1i2~,Aisotala*~,Aisotali*~,LEXICON,[STEM-CV],CV,find_delightful;take_pleasure_in_[CALIMA],pos:verb asp:c vox:a mod:i,,gem intrans,OK
4226,4227,Aisti1a2a3,l.*.*,1.2.2,Aisoti1a2~,Aisoti1a2~,Aisotila*~,Aisotila*~,LEXICON,[STEM-CV],CV,be_pleased;be_delighted;obtain_sensual_pleasures;obtain_pleasures_[CALIMA],pos:verb asp:c vox:a mod:i,,gem intrans,OK
4227,4228,Ai1ta2a3,l.*.*,1.2.2,Ai1ota2~,Ai1ota2~,Ailota*~,Ailota*~,LEXICON,[STEM-CV],CV,be_pleased;be_delighted_[CALIMA],pos:verb asp:c vox:a mod:i,,gem intrans,OK
4228,4229,Ait1A2i3,l.>.m,1.>.3,Aito1A}i3,Aito1A}i#3,AitolA}im,AitolA}i#m,LEXICON,[STEM-CV],CV,be_low_[CALIMA],pos:verb asp:c vox:a mod:i,,intrans,OK
4229,4230,Ait1a2a3,l.>.m,1.>.3,Aito1A3,Aito1A3,AitolAm,AitolAm,LEXICON,[STEM-CV],CV,blame;censure;be_blamed;lam_(arabic_letter);reproach_[CALIMA],pos:verb asp:c vox:a mod:i,,hollow intrans,OK
4230,4231,Aista12a3,l.>.m,1.>.3,Aisota1o>a3,Aisota1o>i3,Aisotalo>am,Aisotalo>im,LEXICON,[STEM-CV],CV,consider_cunning_[CALIMA],pos:verb asp:c vox:a mod:i,,trans,OK
4231,4232,Ai1ta2a3,l.>.m,1.>.3,Ai1ota>a3,Ai1oti>i3,Ailota>am,Ailoti>im,LEXICON,[STEM-CV],CV,heal_of_a_wound_[CALIMA],pos:verb asp:c vox:a mod:i,,intrans,OK
