,LINE,PATTERN_ABSTRACT,ROOT,ROOT_CLASS,PATTERN_LEMMA,PATTERN,LEMMA,FORM,DEFINE,CLASS,BW,GLOSS,FEAT,COND-T,COND-S,STATUS
4010,4011,1a2~i3,k.l.l,1.2.2,1a2~i3,1a2~i3,kal~il,kal~il,LEXICON,[STEM-CV],CV,become_dull;become_blunt;crown_[CALIMA],pos:verb asp:c vox:a mod:i,,trans,OK
4011,4012,Ait1a2~i3,k.l.m,1.2.3,Aito1a2~i3,Aito1a2~i3,Aitokal~im,Aitokal~im,LEXICON,[STEM-CV],CV,talk;speak_[CALIMA],pos:verb asp:c vox:a mod:i,,intrans,OK
4012,4013,1a2~i3,k.l.m,1.2.3,1a2~i3,1a2~i3,kal~im,kal~im,LEXICON,[STEM-CV],CV,talk;speak_[CALIMA],pos:verb asp:c vox:a mod:i,,trans,OK
4013,4014,Ait1a2a3,k.m.$,1.2.3,Aito1a2a3,Aito1i2i3,Aitokama$,Aitokimi$,LEXICON,[STEM-CV],CV,be_unkempt;become_disheveled;be_ruffled_[CALIMA],pos:verb asp:c vox:a mod:i,,intrans,OK
4014,4015,Ain1a2a3,k.m.$,1.2.3,Aino1a2a3,Aino1i2i3,Ainokama$,Ainokimi$,LEXICON,[STEM-CV],CV,cower_[CALIMA],pos:verb asp:c vox:a mod:i,,intrans,OK
4015,4016,1a2a3,k.m.$,1.2.3,1a2a3,Au12u3,kama$,Aukmu$,LEXICON,[STEM-CV],CV,seize;grasp_[CALIMA],pos:verb asp:c vox:a mod:i,,trans,OK
4016,4017,Ait1a23i4,k.m.b.$,1.2.3.4,Aito1a2o3i4,Aito1a2o3i4,Aitokamobi$,Aitokamobi$,LEXICON,[STEM-CV],CV,Gloss:TBA_[CALIMA],pos:verb asp:c vox:a mod:i,,intrans,OK
4017,4018,1a23i4,k.m.b.$,1.2.3.4,1a2o3i4,1a2o3i4,kamobi$,kamobi$,LEXICON,[STEM-CV],CV,dishevel_[CALIMA],pos:verb asp:c vox:a mod:i,,trans,OK
4018,4019,Ait1a2a3,k.m.d,1.2.3,Aito1a2a3,Aito1i2i3,Aitokamad,Aitokimid,LEXICON,[STEM-CV],CV,feel_depressed;feel_sad;be_sadden;mourn;become_sad;feel_sorry_for;deplore;lament_[CALIMA],pos:verb asp:c vox:a mod:i,,intrans,OK
4019,4020,Ain1a2a3,k.m.d,1.2.3,Aino1a2a3,Aino1i2i3,Ainokamad,Ainokimid,LEXICON,[STEM-CV],CV,be_sad;grieve;feel_depressed;feel_sad;be_sadden_[CALIMA],pos:verb asp:c vox:a mod:i,,intrans,OK
4020,4021,1a2a3,k.m.d,1.2.3,1a2a3,Ai12i3,kamad,Aikmid,LEXICON,[STEM-CV],CV,feel_depressed;feel_sad;be_sadden;mourn;become_sad;feel_sorry_for;deplore;lament_[CALIMA],pos:verb asp:c vox:a mod:i,,trans,OK
4021,4022,Ait1a2~i3,k.m.l,1.2.3,Aito1a2~i3,Aito1a2~i3,Aitokam~il,Aitokam~il,LEXICON,[STEM-CV],CV,complete;finish;finish_off;give_a_coup_de_grace;be_completed;be_finished;more_complete;perfect_[CALIMA],pos:verb asp:c vox:a mod:i,,intrans,OK
4022,4023,Aista12i3,k.m.l,1.2.3,Aisota1o2i3,Aisota1o2i3,Aisotakomil,Aisotakomil,LEXICON,[STEM-CV],CV,complete_[CALIMA],pos:verb asp:c vox:a mod:i,,trans,OK
4023,4024,Ai1ta2a3,k.m.l,1.2.3,Ai1ota2a3,Ai1oti2i3,Aikotamal,Aikotimil,LEXICON,[STEM-CV],CV,be_perfect;be_integral;complete;be_comlpeted;be_completed_[CALIMA],pos:verb asp:c vox:a mod:i,,intrans,OK
4024,4025,1a2~i3,k.m.l,1.2.3,1a2~i3,1a2~i3,kam~il,kam~il,LEXICON,[STEM-CV],CV,carry_on;continue;complete;finish_[CALIMA],pos:verb asp:c vox:a mod:i,,trans,OK
4025,4026,1i2i3,k.m.l,1.2.3,1i2i3,Ai12a3,kimil,Aikmal,LEXICON,[STEM-CV],CV,be_completed_[CALIMA],pos:verb asp:c vox:a mod:i,,intrans,OK
4026,4027,Ait1a2~i3,k.m.m,1.2.2,Aito1a2~i3,Aito1a2~i3,Aitokam~im,Aitokam~im,LEXICON,[STEM-CV],CV,be_gagged_[CALIMA],pos:verb asp:c vox:a mod:i,,intrans,OK
4027,4028,1a2~i3,k.m.m,1.2.2,1a2~i3,1a2~i3,kam~im,kam~im,LEXICON,[STEM-CV],CV,muzzle;gag;quantify_[CALIMA],pos:verb asp:c vox:a mod:i,,trans,OK
4028,4029,1a2a3,k.m.n,1.2.3,1a2a3,Au12u3,kaman,Aukmun,LEXICON,[STEM-CV],CV,be_latent;be_concealed_[CALIMA],pos:verb asp:c vox:a mod:i,,trans,OK
4029,4030,Ait1a2a3,k.m.r,1.2.3,Aito1a2a3,Aito1i2i3,Aitokamar,Aitokimir,LEXICON,[STEM-CV],CV,be_clamped_[CALIMA],pos:verb asp:c vox:a mod:i,,intrans,OK
4030,4031,Ain1a2a3,k.m.r,1.2.3,Aino1a2a3,Aino1i2i3,Ainokamar,Ainokimir,LEXICON,[STEM-CV],CV,impose;be_imposed;be_clamped;make_incumbent;suppose;assume_[CALIMA],pos:verb asp:c vox:a mod:i,,intrans,OK
4031,4032,1a2a3,k.m.r,1.2.3,1a2a3,Au12u3,kamar,Aukmur,LEXICON,[STEM-CV],CV,clamp_[CALIMA],pos:verb asp:c vox:a mod:i,,trans,OK
4032,4033,1a2~a3,k.m.x,1.2.3,1a2~a3,1a2~a3,kam~ax,kam~ax,LEXICON,[STEM-CV],CV,decay;be_infected;decompose;become;be_made_rotten;rot_away;rot;ruin_[CALIMA],pos:verb asp:c vox:a mod:i,,trans,OK
4033,4034,1a23i4,k.n.k.n,1.2.3.4,1a2o3i4,1a2o3i4,kanokin,kanokin,LEXICON,[STEM-CV],CV,remain;reside;stay;stay_at_home_[CALIMA],pos:verb asp:c vox:a mod:i,,intrans,OK
4034,4035,Ait1a2a3,k.n.n,1.2.2,Aito1a2~,Aito1a2~,Aitokan~,Aitokan~,LEXICON,[STEM-CV],CV,conceal;hide;harbor;hide_away;shut_away_someone;shelter;refuge;shelters_[CALIMA],pos:verb asp:c vox:a mod:i,,gem intrans,OK
4035,4036,Ain1a2a3,k.n.n,1.2.2,Aino1a2~,Aino1a2~,Ainokan~,Ainokan~,LEXICON,[STEM-CV],CV,retract_the_head;withdraw;be_confined_[CALIMA],pos:verb asp:c vox:a mod:i,,gem intrans,OK
4036,4037,1a2a3,k.n.n,1.2.2,1a2~,1i2~,kan~,kin~,LEXICON,[STEM-CV],CV,conceal;hide;harbor_[CALIMA],pos:verb asp:c vox:a mod:i,,gem trans,OK
4037,4038,Ait1a2a3,k.n.s,1.2.3,Aito1a2a3,Aito1i2i3,Aitokanas,Aitokinis,LEXICON,[STEM-CV],CV,sweep;be_swept;carry_away;wash_away;be_raked_out;tear_out;remove;sweep_away_[CALIMA],pos:verb asp:c vox:a mod:i,,intrans,OK
4038,4039,Ait1a2~i3,k.n.s,1.2.3,Aito1a2~i3,Aito1a2~i3,Aitokan~is,Aitokan~is,LEXICON,[STEM-CV],CV,sweep;be_brushed;brom_[CALIMA],pos:verb asp:c vox:a mod:i,,intrans,OK
4039,4040,Ain1a2a3,k.n.s,1.2.3,Aino1a2a3,Aino1i2i3,Ainokanas,Ainokinis,LEXICON,[STEM-CV],CV,sweep;be_swept;carry_away;wash_away;be_raked_out;tear_out;remove;sweep_away_[CALIMA],pos:verb asp:c vox:a mod:i,,intrans,OK
4040,4041,1a2a3,k.n.s,1.2.3,1a2a3,Ai12i3,kanas,Aiknis,LEXICON,[STEM-CV],CV,sweep_[CALIMA],pos:verb asp:c vox:a mod:i,,trans,OK
4041,4042,1a2~i3,k.n.s,1.2.3,1a2~i3,1a2~i3,kan~is,kan~is,LEXICON,[STEM-CV],CV,sweep;be_brushed;brom_[CALIMA],pos:verb asp:c vox:a mod:i,,trans,OK
4042,4043,Ait1a23i4,k.n.s.l,1.2.3.4,Aito1a2o3i4,Aito1a2o3i4,Aitokanosil,Aitokanosil,LEXICON,[STEM-CV],CV,cancel;abrogate;terminate;be_cancelled;be_abrogated;be_terminated;be_made_void_[CALIMA],pos:verb asp:c vox:a mod:i,,intrans,OK
4043,4044,1a23i4,k.n.s.l,1.2.3.4,1a2o3i4,1a2o3i4,kanosil,kanosil,LEXICON,[STEM-CV],CV,cancel;abrogate;terminate;be_cancelled;be_abrogated;be_terminated;be_made_void_[CALIMA],pos:verb asp:c vox:a mod:i,,trans,OK
4044,4045,Ait1a23a4,k.n.t.r,1.2.3.4,Aito1a2o3a4,Aito1a2o3a4,Aitokanotar,Aitokanotar,LEXICON,[STEM-CV],CV,stop;cease;stand;be_stod_up;halt;come_a_stop;get_up_abruptly;stand_up_[CALIMA],pos:verb asp:c vox:a mod:i,,intrans,OK
4045,4046,1a23a4,k.n.t.r,1.2.3.4,1a2o3a4,1a2o3a4,kanotar,kanotar,LEXICON,[STEM-CV],CV,stop;cease;stand;be_stod_up;halt;come_a_stop;get_up_abruptly;stand_up_[CALIMA],pos:verb asp:c vox:a mod:i,,trans,OK
4046,4047,Ait1a2a3,k.n.z,1.2.3,Aito1a2a3,Aito1i2i3,Aitokanaz,Aitokiniz,LEXICON,[STEM-CV],CV,be_narrow;be_confined;be_small;be_hoarded;be_come_tight;make_tight;make_a_tight_fit;pinch_[CALIMA],pos:verb asp:c vox:a mod:i,,intrans,OK
4047,4048,Ait1a2~i3,k.n.z,1.2.3,Aito1a2~i3,Aito1a2~i3,Aitokan~iz,Aitokan~iz,LEXICON,[STEM-CV],CV,be_made_narrow_[CALIMA],pos:verb asp:c vox:a mod:i,,intrans,OK
4048,4049,Ain1a2a3,k.n.z,1.2.3,Aino1a2a3,Aino1i2i3,Ainokanaz,Ainokiniz,LEXICON,[STEM-CV],CV,store;collect;be_hoarded_[CALIMA],pos:verb asp:c vox:a mod:i,,intrans,OK
4049,4050,1a2a3,k.n.z,1.2.3,1a2a3,Ai12i3,kanaz,Aikniz,LEXICON,[STEM-CV],CV,store;collect_[CALIMA],pos:verb asp:c vox:a mod:i,,trans,OK
4050,4051,1a2~i3,k.n.z,1.2.3,1a2~i3,1a2~i3,kan~iz,kan~iz,LEXICON,[STEM-CV],CV,hoard_money_[CALIMA],pos:verb asp:c vox:a mod:i,,trans,OK
4051,4052,Ait1a2a3,k.r.$,1.2.3,Aito1a2a3,Aito1i2i3,Aitokara$,Aitokiri$,LEXICON,[STEM-CV],CV,expel;dismiss;kick_out;be_expelled;be_dismissed;be_kicked_out;be_evicted;be_expelled._[CALIMA],pos:verb asp:c vox:a mod:i,,intrans,OK
4052,4053,Ain1a2a3,k.r.$,1.2.3,Aino1a2a3,Aino1i2i3,Ainokara$,Ainokiri$,LEXICON,[STEM-CV],CV,spread;circulate;become_public;be_evicted;be_expelled.;be_shown_the_way_out;be_driven_away;be_dismissed_[CALIMA],pos:verb asp:c vox:a mod:i,,intrans,OK
4053,4054,1a2a3,k.r.$,1.2.3,1a2a3,Au12u3,kara$,Aukru$,LEXICON,[STEM-CV],CV,drive_away;drive_off_[CALIMA],pos:verb asp:c vox:a mod:i,,trans,OK
4054,4055,1a2~a3,k.r.$,1.2.3,1a2~a3,1a2~a3,kar~a$,kar~a$,LEXICON,[STEM-CV],CV,frown_[CALIMA],pos:verb asp:c vox:a mod:i,,trans,OK
4055,4056,Ait1a2~a3,k.r.b,1.2.3,Aito1a2~a3,Aito1a2~a3,Aitokar~ab,Aitokar~ab,LEXICON,[STEM-CV],CV,Gloss:TBA_[CALIMA],pos:verb asp:c vox:a mod:i,,intrans,OK
4056,4057,1a2~a3,k.r.b,1.2.3,1a2~a3,1a2~a3,kar~ab,kar~ab,LEXICON,[STEM-CV],CV,bend;contort;distort;be_bent;be_contorted;be_distorted;hardship;pain_[CALIMA],pos:verb asp:c vox:a mod:i,,trans,OK
4057,4058,Ait1a23a4,k.r.b.j,1.2.3.4,Aito1a2o3a4,Aito1a2o3a4,Aitokarobaj,Aitokarobaj,LEXICON,[STEM-CV],CV,be_whipped_[CALIMA],pos:verb asp:c vox:a mod:i,,intrans,OK
4058,4059,1a23a4,k.r.b.j,1.2.3.4,1a2o3a4,1a2o3a4,karobaj,karobaj,LEXICON,[STEM-CV],CV,whip;flog;leather_[CALIMA],pos:verb asp:c vox:a mod:i,,trans,OK
4059,4060,1a23i4,k.r.b.j,1.2.3.4,1a2o3i4,1a2o3i4,karobij,karobij,LEXICON,[STEM-CV],CV,whip;flog;leather;comb;be_carded_of_cotton;back_comb_hair_[CALIMA],pos:verb asp:c vox:a mod:i,,intrans,OK
4060,4061,Ait1a23i4,k.r.b.s,1.2.3.4,Aito1a2o3i4,Aito1a2o3i4,Aitokarobis,Aitokarobis,LEXICON,[STEM-CV],CV,Gloss:TBA_[CALIMA],pos:verb asp:c vox:a mod:i,,intrans,OK
4061,4062,1a23i4,k.r.b.s,1.2.3.4,1a2o3i4,1a2o3i4,karobis,karobis,LEXICON,[STEM-CV],CV,cram_together;store;accumulate;stack_up;pile_up;be_piled;be_heaped_up;pile_[CALIMA],pos:verb asp:c vox:a mod:i,,trans,OK
4062,4063,Aista12a3,k.r.d,1.2.3,Aisota1o2a3,Aisota1o2a3,Aisotakorad,Aisotakorad,LEXICON,[STEM-CV],CV,deceive;be_deceived;be_charged_exorbitant_prices;be_cheated;be_swindled;be_tricked;be_taken_in;be_overcharged_[CALIMA],pos:verb asp:c vox:a mod:i,,trans,OK
4063,4064,Ait1a2~a3,k.r.E,1.2.3,Aito1a2~a3,Aito1a2~a3,Aitokar~aE,Aitokar~aE,LEXICON,[STEM-CV],CV,belch;burp_[CALIMA],pos:verb asp:c vox:a mod:i,,intrans,OK
4064,4065,1a2~a3,k.r.E,1.2.3,1a2~a3,1a2~a3,kar~aE,kar~aE,LEXICON,[STEM-CV],CV,cause_belch_[CALIMA],pos:verb asp:c vox:a mod:i,,trans,OK
4065,4066,1a2a3,k.r.f,1.2.3,1a2a3,Ai12i3,karaf,Aikrif,LEXICON,[STEM-CV],CV,be_sucked_in;absorb;sip;lap_up;drink;smoke;siphon_out;vacuum_[CALIMA],pos:verb asp:c vox:a mod:i,,trans,OK
4066,4067,>a12a3,k.r.h,1.2.3,>a1o2a3,Ai1o2i3,>akorah,Aikorih,LEXICON,[STEM-CV],CV,coerce;compel;be_coerceed;be_compelled_[CALIMA],pos:verb asp:c vox:a mod:i,,trans,OK
4067,4068,Ait1a2a3,k.r.h,1.2.3,Aito1a2a3,Aito1i2i3,Aitokarah,Aitokirih,LEXICON,[STEM-CV],CV,arouse_aversion;be_made_unpleasant;be_hated;be_made_hate;cause_hate;disturb;make_loathsome;make_unpleasant_[CALIMA],pos:verb asp:c vox:a mod:i,,intrans,OK
4068,4069,Ait1a2~a3,k.r.h,1.2.3,Aito1a2~a3,Aito1a2~a3,Aitokar~ah,Aitokar~ah,LEXICON,[STEM-CV],CV,arouse_aversion;be_made_unpleasant;be_hated;be_made_hate;cause_hate;disturb;make_loathsome;make_unpleasant_[CALIMA],pos:verb asp:c vox:a mod:i,,intrans,OK
4069,4070,Ain1a2a3,k.r.h,1.2.3,Aino1a2a3,Aino1i2i3,Ainokarah,Ainokirih,LEXICON,[STEM-CV],CV,hate;loathe;dislike;arouse_aversion;detest_[CALIMA],pos:verb asp:c vox:a mod:i,,intrans,OK
4070,4071,1a2~a3,k.r.h,1.2.3,1a2~a3,1a2~a3,kar~ah,kar~ah,LEXICON,[STEM-CV],CV,arouse_aversion_[CALIMA],pos:verb asp:c vox:a mod:i,,trans,OK
4071,4072,1i2i3,k.r.h,1.2.3,1i2i3,Ai12a3,kirih,Aikrah,LEXICON,[STEM-CV],CV,detest;loathe;dislike;hate_[CALIMA],pos:verb asp:c vox:a mod:i,,trans,OK
4072,4073,Ait1a2~a3,k.r.k,1.2.3,Aito1a2~a3,Aito1a2~a3,Aitokar~ak,Aitokar~ak,LEXICON,[STEM-CV],CV,be_dredged_[CALIMA],pos:verb asp:c vox:a mod:i,,intrans,OK
4073,4074,1A2i3,k.r.k,1.2.3,1A2i3,1A2i#3,kArik,kAri#k,LEXICON,[STEM-CV],CV,lift;raise;increase;be_lifted;be_raised;be_increased;raise_op;retrieve_[CALIMA],pos:verb asp:c vox:a mod:i,,trans,OK
4074,4075,1a2~a3,k.r.k,1.2.3,1a2~a3,1a2~a3,kar~ak,kar~ak,LEXICON,[STEM-CV],CV,dredge_[CALIMA],pos:verb asp:c vox:a mod:i,,trans,OK
4075,4076,Ait1a23i4,k.r.k.b,1.2.3.4,Aito1a2o3i4,Aito1a2o3i4,Aitokarokib,Aitokarokib,LEXICON,[STEM-CV],CV,be_crazy;go_mad;become_insane;become_mad;be_confused;be_overwhelmed;become_muddled;become_excessively_upset_[CALIMA],pos:verb asp:c vox:a mod:i,,intrans,OK
4076,4077,1a23i4,k.r.k.b,1.2.3.4,1a2o3i4,1a2o3i4,karokib,karokib,LEXICON,[STEM-CV],CV,clank;clatter;rustle;make_a_clattering_noise;rattle_something_[CALIMA],pos:verb asp:c vox:a mod:i,,trans,OK
4077,4078,1a23a4,k.r.k.E,1.2.3.4,1a2o3a4,1a2o3a4,karokaE,karokaE,LEXICON,[STEM-CV],CV,laugh;guffaw;rumble;gurgle;pink;knock_of_a_car_engine;laugh_at_length;roar_[CALIMA],pos:verb asp:c vox:a mod:i,,intrans,OK
4078,4079,1a23a4,k.r.k.r,1.2.3.4,1a2o3a4,1a2o3a4,karokar,karokar,LEXICON,[STEM-CV],CV,rumble;gurgle;guffaw_[CALIMA],pos:verb asp:c vox:a mod:i,,intrans,OK
4079,4080,>a12a3,k.r.m,1.2.3,>a1o2a3,Ai1o2i3,>akoram,Aikorim,LEXICON,[STEM-CV],CV,honor;bestow_honor_upon;confer;be_honored;be_conferred_[CALIMA],pos:verb asp:c vox:a mod:i,,trans,OK
4080,4081,Ait1a2a3,k.r.m,1.2.3,Aito1a2a3,Aito1i2i3,Aitokaram,Aitokirim,LEXICON,[STEM-CV],CV,venerate;be_venerated_[CALIMA],pos:verb asp:c vox:a mod:i,,intrans,OK
4081,4082,Ait1a2~a3,k.r.m,1.2.3,Aito1a2~a3,Aito1a2~a3,Aitokar~am,Aitokar~am,LEXICON,[STEM-CV],CV,be_venerated_[CALIMA],pos:verb asp:c vox:a mod:i,,intrans,OK
4082,4083,Ain1a2a3,k.r.m,1.2.3,Aino1a2a3,Aino1i2i3,Ainokaram,Ainokirim,LEXICON,[STEM-CV],CV,honor;bestow_honor_upon;confer;be_honored;be_conferred;honour;akram;nobler_[CALIMA],pos:verb asp:c vox:a mod:i,,intrans,OK
4083,4084,1a2a3,k.r.m,1.2.3,1a2a3,Ai12i3,karam,Aikrim,LEXICON,[STEM-CV],CV,venerate;be_venerated_[CALIMA],pos:verb asp:c vox:a mod:i,,trans,OK
4084,4085,1a2~a3,k.r.m,1.2.3,1a2~a3,1a2~a3,kar~am,kar~am,LEXICON,[STEM-CV],CV,venerate;be_venerated_[CALIMA],pos:verb asp:c vox:a mod:i,,trans,OK
4085,4086,Ait1a23i4,k.r.m.$,1.2.3.4,Aito1a2o3i4,Aito1a2o3i4,Aitokaromi$,Aitokaromi$,LEXICON,[STEM-CV],CV,become_wrinkled_[CALIMA],pos:verb asp:c vox:a mod:i,,intrans,OK
4086,4087,1a23i4,k.r.m.$,1.2.3.4,1a2o3i4,1a2o3i4,karomi$,karomi$,LEXICON,[STEM-CV],CV,be_wrinkled;be_curled;be_made_frizzy;wrinkle_[CALIMA],pos:verb asp:c vox:a mod:i,,trans,OK
4087,4088,Ait1a2a3,k.r.r,1.2.2,Aito1a2~,Aito1a2~,Aitokar~,Aitokar~,LEXICON,[STEM-CV],CV,recur;separate;dismantle;detach;disengage;be_unravelled;dissolve;untie_[CALIMA],pos:verb asp:c vox:a mod:i,,gem intrans,OK
4088,4089,Ait1a2~a3,k.r.r,1.2.2,Aito1a2~a3,Aito1a2~a3,Aitokar~ar,Aitokar~ar,LEXICON,[STEM-CV],CV,be_repeated;repeat;reiterate_[CALIMA],pos:verb asp:c vox:a mod:i,,intrans,OK
4089,4090,Ain1a2a3,k.r.r,1.2.2,Aino1a2~,Aino1a2~,Ainokar~,Ainokar~,LEXICON,[STEM-CV],CV,Gloss:TBA_[CALIMA],pos:verb asp:c vox:a mod:i,,gem intrans,OK
4090,4091,1a2a3,k.r.r,1.2.2,1a2~,1u2~,kar~,kur~,LEXICON,[STEM-CV],CV,recur_[CALIMA],pos:verb asp:c vox:a mod:i,,gem trans,OK
4091,4092,1a2~a3,k.r.r,1.2.2,1a2~a3,1a2~a3,kar~ar,kar~ar,LEXICON,[STEM-CV],CV,repeat;reiterate;filter;distill_[CALIMA],pos:verb asp:c vox:a mod:i,,trans,OK
4092,4093,Ait1a2~a3,k.r.s,1.2.3,Aito1a2~a3,Aito1a2~a3,Aitokar~as,Aitokar~as,LEXICON,[STEM-CV],CV,dedicate;devote;be_devoted;prepare_a_filling_of_tobacco_[CALIMA],pos:verb asp:c vox:a mod:i,,intrans,OK
4093,4094,1a2~a3,k.r.s,1.2.3,1a2~a3,1a2~a3,kar~as,kar~as,LEXICON,[STEM-CV],CV,dedicate;devote_[CALIMA],pos:verb asp:c vox:a mod:i,,trans,OK
4094,4095,Ait1a2a3,k.r.t,1.2.3,Aito1a2a3,Aito1i2i3,Aitokarat,Aitokirit,LEXICON,[STEM-CV],CV,slap;be_slapped;cuff;buffet;clap;be_clapped;buffeted_[CALIMA],pos:verb asp:c vox:a mod:i,,intrans,OK
4095,4096,Ait1a2~a3,k.r.t,1.2.3,Aito1a2~a3,Aito1a2~a3,Aitokar~at,Aitokar~at,LEXICON,[STEM-CV],CV,slap;be_slapped;cuff;buffet;clap;be_clapped;buffeted_[CALIMA],pos:verb asp:c vox:a mod:i,,intrans,OK
4096,4097,Ain1a2a3,k.r.t,1.2.3,Aino1a2a3,Aino1i2i3,Ainokarat,Ainokirit,LEXICON,[STEM-CV],CV,gin;be_ginned;be_ginned_of_cotton;gin_cotton;shake;flutter_the_wings;vibrate;jerk_[CALIMA],pos:verb asp:c vox:a mod:i,,intrans,OK
4097,4098,1a2a3,k.r.t,1.2.3,1a2a3,Ai12i3,karat,Aikrit,LEXICON,[STEM-CV],CV,slap;be_slapped;cuff;buffet;clap;trickle_out;bubble_up;have_[CALIMA],pos:verb asp:c vox:a mod:i,,trans,OK
4098,4099,1a2~a3,k.r.t,1.2.3,1a2~a3,1a2~a3,kar~at,kar~at,LEXICON,[STEM-CV],CV,slap;be_slapped;cuff;buffet;clap_[CALIMA],pos:verb asp:c vox:a mod:i,,trans,OK
4099,4100,Ait1a23i4,k.r.t.n,1.2.3.4,Aito1a2o3i4,Aito1a2o3i4,Aitokarotin,Aitokarotin,LEXICON,[STEM-CV],CV,quarantine_[CALIMA],pos:verb asp:c vox:a mod:i,,intrans,OK
4100,4101,1a23i4,k.r.t.n,1.2.3.4,1a2o3i4,1a2o3i4,karotin,karotin,LEXICON,[STEM-CV],CV,prohibit;deny_access;detain;petrify;confine_in_quarantine;interdict;bar;block_[CALIMA],pos:verb asp:c vox:a mod:i,,trans,OK
4101,4102,Ai1ta2a3,k.r.v,1.2.3,Ai1ota2a3,Ai1oti2i3,Aikotarav,Aikotiriv,LEXICON,[STEM-CV],CV,show_concern;display_interest_[CALIMA],pos:verb asp:c vox:a mod:i,,intrans,OK
4102,4103,Ait1a23i4,k.r.w.t,1.2.w.4,Aito1a2o3i4,Aito1a2o3i4,Aitokarowit,Aitokarowit,LEXICON,[STEM-CV],CV,Gloss:TBA_[CALIMA],pos:verb asp:c vox:a mod:i,,intrans,OK
4103,4104,1a23i4,k.r.w.t,1.2.w.4,1a2o3i4,1a2o3i4,karowit,karowit,LEXICON,[STEM-CV],CV,neglect;overlook;forget;be_neglected;be_overlooked;be_forgotten;be_forgetten;overlok_[CALIMA],pos:verb asp:c vox:a mod:i,,trans,OK
4104,4105,Ait1a2a3,k.r.y,1.2.y,Aito1a2aY,Aito1i2,AitokaraY,Aitokir,LEXICON,[STEM-CV],CV,excavate;be_excavated;be_rented;rent;hire;sleep_[CALIMA],pos:verb asp:c vox:a mod:i,,#-iy defective intrans,OK
4105,4106,Ain1a2a3,k.r.y,1.2.y,Aino1a2aY,Aino1i2,AinokaraY,Ainokir,LEXICON,[STEM-CV],CV,Gloss:TBA_[CALIMA],pos:verb asp:c vox:a mod:i,,#-iy defective intrans,OK
4106,4107,1a2a3,k.r.y,1.2.y,1a2aY,Ai12,karaY,Aikr,LEXICON,[STEM-CV],CV,excavate;be_excavated_[CALIMA],pos:verb asp:c vox:a mod:i,,#-iy defective trans,OK
4107,4108,Ait1a2~a3,k.r.z,1.2.3,Aito1a2~a3,Aito1a2~a3,Aitokar~az,Aitokar~az,LEXICON,[STEM-CV],CV,be_consecrated;be_dedicated_[CALIMA],pos:verb asp:c vox:a mod:i,,intrans,OK
4108,4109,1a2~a3,k.r.z,1.2.3,1a2~a3,1a2~a3,kar~az,kar~az,LEXICON,[STEM-CV],CV,consecrate_[CALIMA],pos:verb asp:c vox:a mod:i,,trans,OK
4109,4110,Ait1a2a3,k.s.b,1.2.3,Aito1a2a3,Aito1i2i3,Aitokasab,Aitokisib,LEXICON,[STEM-CV],CV,make_succeed;be_earned;be_won;cause_make_money;cause_win_[CALIMA],pos:verb asp:c vox:a mod:i,,intrans,OK
4110,4111,Ait1a2~i3,k.s.b,1.2.3,Aito1a2~i3,Aito1a2~i3,Aitokas~ib,Aitokas~ib,LEXICON,[STEM-CV],CV,make_succeed;be_earned;be_won;cause_make_money;cause_win_[CALIMA],pos:verb asp:c vox:a mod:i,,intrans,OK
4111,4112,Ai1ta2a3,k.s.b,1.2.3,Ai1ota2a3,Ai1oti2i3,Aikotasab,Aikotisib,LEXICON,[STEM-CV],CV,gain;aquire_[CALIMA],pos:verb asp:c vox:a mod:i,,trans,OK
4112,4113,Ain1a2a3,k.s.b,1.2.3,Aino1a2a3,Aino1i2i3,Ainokasab,Ainokisib,LEXICON,[STEM-CV],CV,make_succeed_[CALIMA],pos:verb asp:c vox:a mod:i,,intrans,OK
4113,4114,1a2~i3,k.s.b,1.2.3,1a2~i3,1a2~i3,kas~ib,kas~ib,LEXICON,[STEM-CV],CV,make_succeed;be_earned;be_won;cause_make_money;cause_win_[CALIMA],pos:verb asp:c vox:a mod:i,,trans,OK
4114,4115,1i2i3,k.s.b,1.2.3,1i2i3,Ai12a3,kisib,Aiksab,LEXICON,[STEM-CV],CV,gain;win;obtain_[CALIMA],pos:verb asp:c vox:a mod:i,,trans,OK
4115,4116,>a12i3,k.s.d,1.2.3,>a1o2i3,>a1o2i3,>akosid,>akosid,LEXICON,[STEM-CV],CV,oxidize;rust;be_stagnant;be_paralyzed;become_absentminded_[CALIMA],pos:verb asp:c vox:a mod:i,,trans,OK
4116,4117,Ait1a2~i3,k.s.d,1.2.3,Aito1a2~i3,Aito1a2~i3,Aitokas~id,Aitokas~id,LEXICON,[STEM-CV],CV,become_stagnant;cause_stagnate_[CALIMA],pos:verb asp:c vox:a mod:i,,intrans,OK
4117,4118,1a2~i3,k.s.d,1.2.3,1a2~i3,1a2~i3,kas~id,kas~id,LEXICON,[STEM-CV],CV,be_stagnant;sell_poorly;have_no_market;be_unmarketable;be_unsalable;stagnate_[CALIMA],pos:verb asp:c vox:a mod:i,,trans,OK
4118,4119,1i2i3,k.s.d,1.2.3,1i2i3,Ai12a3,kisid,Aiksad,LEXICON,[STEM-CV],CV,be_stagnant;sell_poorly;have_no_market;be_unmarketable;be_unsalable;stagnate_[CALIMA],pos:verb asp:c vox:a mod:i,,intrans,OK
