,LINE,ROOT,PATTERN,PATTERN_ABSTRACT,DEFINE,CLASS,BW,LEMMA,FORM,GLOSS,COND-T,COND-S,D3SEG,D3TOK,D2SEG,D2TOK,D1SEG,D1TOK,ATBSEG,ATBTOK,UD,CATIB6,FEAT,POS,FEAT_OLD,STATUS,COMMENTS,NOTES,#CLASS
183,184,>.l.h,NTWS,NTWS,LEXICON,[STEM-CONJ],All~a`h/NOUN_PROP+u/CASE_DEF_NOM,All~a`h,All~a`hu,Allah;God,,,,,,,,,,,PROPN,NOM,pos:noun_prop gen:m num:s rat:r stt:d cas:n prc0:0,noun_prop,pos:noun_prop gen:m num:s rat:r stt:d cas:n prc0:Al_det,,,,
184,185,>.l.h,NTWS,NTWS,LEXICON,[STEM-CONJ],All~a`h/NOUN_PROP+a/CASE_DEF_ACC,All~a`h,All~a`ha,Allah;God,,,,,,,,,,,PROPN,NOM,pos:noun_prop gen:m num:s rat:r stt:d cas:a prc0:0,noun_prop,pos:noun_prop gen:m num:s rat:r stt:d cas:a prc0:Al_det,,,,
185,186,>.l.h,NTWS,NTWS,LEXICON,[STEM-CONJ-PREP],All~a`h/NOUN_PROP+i/CASE_DEF_GEN,All~a`h,All~a`hi,Allah;God,!li/PREP,,,,,,,,,,PROPN,NOM,pos:noun_prop gen:m num:s rat:r stt:d cas:g prc0:0,noun_prop,pos:noun_prop gen:m num:s rat:r stt:d cas:g prc0:Al_det,,,,
186,187,>.l.h,NTWS,NTWS,LEXICON,[STEM-CONJ],li/PREP+All~a`h/NOUN_PROP+i/CASE_DEF_GEN,All~a`h,lil~a`hi,to/for_Allah/God,,,li_+l~a`hi,li_+All~a`hi,li_+l~a`hi,li_+All~a`hi,,,li_+l~a`hi,li_+All~a`hi,ADP+PROPN,PRT+NOM,pos:noun_prop gen:m num:s rat:r stt:d cas:g prc0:0 prc1:li_prep,noun_prop,pos:noun_prop gen:m num:s rat:r stt:d cas:g prc0:Al_det prc1:li_prep,,,,
187,188,>.l.h,NTWS,NTWS,LEXICON,[STEM-CONJ],ta/PREP+All~a`h/NOUN_PROP+i/CASE_DEF_GEN,All~a`h,taAll~a`hi,by_Allah/God,,,ta_+All~a`hi,ta_+All~a`hi,ta_+All~a`hi,ta_+All~a`hi,,,ta_+All~a`hi,ta_+All~a`hi,ADP+PROPN,PRT+NOM,pos:noun_prop gen:m num:s rat:r stt:d cas:g prc0:0 prc1:ta_prep,noun_prop,pos:noun_prop gen:m num:s rat:r stt:d cas:g prc0:Al_det prc1:ta_prep,,,,
188,189,>.l.h,NTWS,NTWS,LEXICON,[STEM-CONJ-PREP],INTERJ,All~a`hum~a,All~a`hum~a,truly;certainly;oh_God!;dear_God,,,,,,,,,,,INTJ,PRT,pos:interj,interj,pos:interj,,,,[STEM]
189,190,NTWS,NTWS,NTWS,LEXICON,[STEM],NOUN,All~utay~aA,All~utay~,who's_and_whom's,,,,,,,,,,,NOUN,NOM,pos:noun gen:m num:s rat:r stt:i cas:u,noun,pos:noun gen:m num:s rat:r stt:i cas:u,,,,[STEM]
190,191,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ-PREP],ABBREV,b,b,B.;2nd;P.,,,,,,,,,,,NOUN,NOM,pos:abbrev,abbrev,pos:abbrev,,,,[STEM-BASE]
191,192,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ-PREP],INTERJ,badaAri,AlobadaAri,hurry!,,,,,,,,,,,INTJ,PRT,pos:interj,interj,pos:interj,,,,[STEM-BASE]
192,193,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ-PREP],INTERJ,badaAri,badaAri,hurry!,,,,,,,,,,,INTJ,PRT,pos:interj,interj,pos:interj,,,,[STEM-BASE]
193,194,b.E.d,NTWS,NTWS,LEXICON,[STEM-CONJ],baEod/NOUN+a/CASE_DEF_ACC+maA/REL_PRON,baEod,baEodamaA,after_what/which,,,baEoda_+maA,baEoda_+maA,,,,,baEoda_+maA,baEoda_+maA,NOUN+PRON,NOM+NOM,pos:noun gen:m num:s enc0:mA_rel stt:c cas:a,noun,pos:noun gen:m num:s enc0:mA_rel stt:c cas:a,,,,[STEM-COMPOUND]
194,195,b.E.d,NTWS,NTWS,LEXICON,[STEM-CONJ],baEod/NOUN+a/CASE_DEF_ACC+maA/SUB_CONJ,baEod,baEodamaA,after_what/which,,,baEoda_+maA,baEoda_+maA,,,,,baEoda_+maA,baEoda_+maA,NOUN+SCONJ,NOM+PRT,pos:noun gen:m num:s enc0:mA_sub stt:c cas:a,noun,pos:noun gen:m num:s enc0:mA_sub stt:c cas:a,,,,[STEM-COMPOUND]
195,196,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ],ADV,baEoda}i*K,baEoda}i*K,after_that_time,,,,,,,,,,,ADV,NOM,pos:adv stt:i cas:u,adv,pos:adv stt:i cas:u,,,,[STEM-BASE]
196,197,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ-PREP],INTERJ,balaY,balaY,indeed;certainly,,,,,,,,,,,INTJ,PRT,pos:interj,interj,pos:interj,,,,[STEM-BASE]
197,198,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ],CONJ,balo,balo,Rather;even;but;yet;however,,,,,,,,,,,CCONJ,PRT,pos:conj,conj,pos:conj,,,,[STEM-BASE]
198,199,b.l.h,NTWS,NTWS,LEXICON,[STEM],NOUN,baloha,baloha,not_to_mention,,,,,,,,,,,NOUN,NOM,pos:noun gen:m num:s stt:i cas:u,noun,pos:noun gen:m num:s stt:i cas:u,CHECK,,,[STEM]
199,200,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ-PREP],INTERJ,bax,bax,bravo!,,,,,,,,,,,INTJ,PRT,pos:interj,interj,pos:interj,,,,[STEM-BASE]
200,201,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ],SUB_CONJ,bayonamaA,bayonamaA,whereas;while,,,,,,,,,,,SCONJ,PRT,pos:conj_sub,conj_sub,pos:conj_sub,,,,[STEM-BASE]
201,202,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ-PRON],PREP,bi,bi,with;by,,C:i#,,,,,,,,,ADP,PRT,pos:prep,prep,pos:prep,,,,[STEM-BASE]
202,203,NTWS,NTWS,NTWS,LEXICON,[STEM],ADJ,bi}osa,bi}osa,bad;evil;poor;unfortunate,,,,,,,,,,,ADJ,NOM,pos:adj gen:m num:s stt:i cas:u,adj,pos:adj gen:m num:s stt:i cas:u,CHECK,,,[STEM]
203,204,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ],ADJ,bi}osamaA,bi}osamaA,how_bad;how_evil;how_poor;how_unfortunate,,,,,,,,,,,ADJ,NOM,pos:adj gen:m num:s stt:i cas:u,adj,pos:adj gen:m num:s stt:i cas:u,CHECK,,,[STEM-COMPOUND]
204,205,b.n.y,NTWS,NTWS,LEXICON,[STEM-CONJ],NOUN,bino,bino,son,,,,,,,,,,,NOUN,NOM,pos:noun gen:m num:s rat:r stt:c cas:u,noun,pos:noun gen:m num:s rat:r stt:c cas:u,,,,[STEM-NOM]
205,206,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ-PREP],ABBREV,biy,biy,B.,,,,,,,,,,,NOUN,NOM,pos:abbrev,abbrev,pos:abbrev,,,,[STEM-BASE]
206,207,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ-PREP],ABBREV,biy,biy,P.,,,,,,,,,,,NOUN,NOM,pos:abbrev,abbrev,pos:abbrev,,,,[STEM-BASE]
207,208,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ-PREP],INTERJ,bliyz,bliyz,please!,,,,,,,,,,,INTJ,PRT,pos:interj,interj,pos:interj,,,,[STEM-BASE]
208,209,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ-PREP],INTERJ,braAfuw,braAfuw,bravo,,,,,,,,,,,INTJ,PRT,pos:interj,interj,pos:interj,,,,[STEM-BASE]
209,210,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ-PREP],ABBREV,d,d,D.;4th;Dr.;(minute);(dinar);(dirham),,,,,,,,,,,NOUN,NOM,pos:abbrev,abbrev,pos:abbrev,,,,[STEM-BASE]
210,211,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ-PREP],ABBREV,D,D,D.;26th,,,,,,,,,,,NOUN,NOM,pos:abbrev,abbrev,pos:abbrev,,,,[STEM-BASE]
211,212,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ-PREP],ABBREV,diy,diy,D.,,,,,,,,,,,NOUN,NOM,pos:abbrev,abbrev,pos:abbrev,,,,[STEM-BASE]
212,213,d.w.n,NTWS,NTWS,LEXICON,[STEM-CONJ],duwn/NOUN+a/CASE_DEF_ACC+maA/REL_PRON,duwn,duwnamaA,without;beneath;underneath;inferior;poor+what/which,,,duwna_+maA,duwna_+maA,,,,,duwna_+maA,duwna_+maA,NOUN+PRON,NOM+NOM,pos:noun gen:m num:s enc0:mA_rel stt:c cas:a,noun,pos:noun gen:m num:s enc0:mA_rel stt:c cas:a,,,,[STEM-COMPOUND]
213,214,d.w.n,NTWS,NTWS,LEXICON,[STEM-CONJ],duwn/NOUN+a/CASE_DEF_ACC+maA/SUB_CONJ,duwn,duwnamaA,without;beneath;underneath;inferior;poor+what/which,,,duwna_+maA,duwna_+maA,,,,,duwna_+maA,duwna_+maA,NOUN+SCONJ,NOM+PRT,pos:noun gen:m num:s enc0:mA_sub stt:c cas:a,noun,pos:noun gen:m num:s enc0:mA_sub stt:c cas:a,,,,[STEM-COMPOUND]
214,215,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ-PREP],ABBREV,E,E,('ayn);16th;(Arab),,,,,,,,,,,NOUN,NOM,pos:abbrev,abbrev,pos:abbrev,,,,[STEM-BASE]
215,216,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ],ADV,EaAma}i*K,EaAma}i*K,that_year,,,,,,,,,,,ADV,NOM,pos:adv stt:i cas:u,adv,pos:adv stt:i cas:u,,,,[STEM-BASE]
216,217,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ],ADV,EaAma*aAko,EaAma*aAko,that_year,,,,,,,,,,,ADV,NOM,pos:adv stt:i cas:u,adv,pos:adv stt:i cas:u,,,,[STEM-BASE]
217,218,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ-PRON],PREP,EadaA,EadaA,except_for,,C:A#,,,,,,,,,ADP,PRT,pos:prep,prep,pos:prep,,,,[STEM-BASE]
218,219,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ-PREP],INTERJ,EafaArim,EafaArim,well_done!;bravo!,,,,,,,,,,,INTJ,PRT,pos:interj,interj,pos:interj,,,,[STEM]
219,220,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ-PRON],PSEUDO_VERB,Eal~a,Eal~a,perhaps;maybe,!PRON-iy,,,,,,,,,,CCONJ,PRT,pos:verb_pseudo,verb_pseudo,pos:verb_pseudo,,,,[STEM-BASE]
220,221,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ],PREP,EalaY,EalaY,on;above,,,,,,,,,,,ADP,PRT,pos:prep,prep,pos:prep,,,,[STEM-BASE]
221,222,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ-PRON],PREP,EalaY,Ealayo,on;above,enc0,C:ay#,,,,,,,,,ADP,PRT,pos:prep,prep,pos:prep,,,,[STEM-BASE]
222,223,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ],EalaY/PREP+maA/INTERROG_PRON,EalaY,EalaAma,on;about+what;which,,,EalaA_+maA,EalaY_+maA,,,,,EalaA_+maA,EalaY_+maA,ADP+PRON,PRT+NOM,pos:prep enc0:ma_interrog,prep,pos:prep enc0:ma_interrog,,Check,,[STEM-COMPOUND]
223,224,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ],EalaY/PREP+maA/REL_PRON,EalaY,EalaAma,on;about+what;which,,,EalaA_+maA,EalaY_+maA,,,,,EalaA_+maA,EalaY_+maA,ADP+PRON,PRT+NOM,pos:prep enc0:ma_rel,prep,pos:prep enc0:ma_rel,,Check,,[STEM-COMPOUND]
224,225,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ],ADV,Eam~a}i*K,Eam~a}i*K,then,,,,,,,,,,,ADV,NOM,pos:adv stt:i cas:u,adv,pos:adv stt:i cas:u,,,,[STEM-BASE]
225,226,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ-PRON],PREP,Eano,Eano,away_from;off;about;on;over,!PRON-iy,C:n#,,,,,,,,,ADP,PRT,pos:prep,prep,pos:prep,,,,[STEM-BASE]
226,227,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ],Eano/PREP+maA/INTERROG_PRON,Eano,Eam~a,away_from;off;about;on;over+what/which,,,Eam_+~aA,Eano_+maA,,,,,Eam_+~aA,Eano_+maA,ADP+PRON,PRT+NOM,pos:prep enc0:mA_interrog,prep,pos:prep enc0:mA_interrog,,Check,,[STEM-COMPOUND]
227,228,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ],Eano/PREP+maA/INTERROG_PRON,Eano,Eam~aA,about+what/which,,,Eam_+~aA,Eano_+maA,,,,,Eam_+~aA,Eano_+maA,ADP+PRON,PRT+NOM,pos:prep enc0:mA_interrog,prep,pos:prep enc0:mA_interrog,,Check,,[STEM-COMPOUND]
228,229,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ],Eano/PREP+maA/REL_PRON,Eano,Eam~a,away_from;off;about;on;over+what/which,,,Eam_+~aA,Eano_+maA,,,,,Eam_+~aA,Eano_+maA,ADP+PRON,PRT+NOM,pos:prep enc0:mA_rel,prep,pos:prep enc0:mA_rel,,Check,,[STEM-COMPOUND]
229,230,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ],Eano/PREP+maA/REL_PRON,Eano,Eam~aA,about+what/which,,,Eam_+~aA,Eano_+maA,,,,,Eam_+~aA,Eano_+maA,ADP+PRON,PRT+NOM,pos:prep enc0:mA_rel,prep,pos:prep enc0:mA_rel,,Check,,[STEM-COMPOUND]
230,231,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ],Eano/PREP+mA/SUB_CONJ,Eano,Eam~a,about+that/if/unless/whether/as_long_as/as_soon_as,,,Eam_+~aA,Eano_+maA,,,,,Eam_+~aA,Eano_+maA,ADP+SCONJ,PRT+PRT,pos:prep enc0:mA_sub,prep,pos:prep enc0:mA_sub,,Check,,[STEM-COMPOUND]
231,232,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ],Eano/PREP+mA/SUB_CONJ,Eano,Eam~aA,about+that/if/unless/whether/as_long_as/as_soon_as,,,Eam_+~aA,Eano_+maA,,,,,Eam_+~aA,Eano_+maA,ADP+SCONJ,PRT+PRT,pos:prep enc0:mA_sub,prep,pos:prep enc0:mA_sub,,Check,,[STEM-COMPOUND]
232,233,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ],Eano/PREP+mano/REL_PRON,Eano,Eam~ano,away_from;off;about;on;over+who/whom,,,Eam_+~ano,Eano_+mano,,,,,Eam_+~ano,Eano_+mano,ADP+PRON,PRT+NOM,pos:prep enc0:man_rel,prep,pos:prep enc0:man_rel,,Check,,[STEM-COMPOUND]
233,234,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ-PRON],PSEUDO_VERB,EasaY,EasaA,may_be;perhaps,,,,,,,,,,,CCONJ,PRT,pos:verb_pseudo,verb_pseudo,pos:verb_pseudo,,,,[STEM-BASE]
234,235,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ],PSEUDO_VERB,EasaY,EasaY,may_be;perhaps,,,,,,,,,,,CCONJ,PRT,pos:verb_pseudo,verb_pseudo,pos:verb_pseudo,,,,[STEM-BASE]
235,236,E.n.d,NTWS,NTWS,LEXICON,[STEM-CONJ],Einod/NOUN+a/CASE_DEF_ACC+maA/SUB_CONJ,Einod,EinodamaA,when,,,Einoda_+maA,Einoda_+maA,,,,,Einoda_+maA,Einoda_+maA,NOUN+SCONJ,NOM+PRT,pos:noun gen:m num:s enc0:mA_sub stt:c cas:a,noun,pos:noun gen:m num:s enc0:mA_sub stt:c cas:a,,Check,,[STEM-COMPOUND]
236,237,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ],ADV,Einoda}i*K,Einoda}i*K,Then;at_that_time;at_that_moment,,,,,,,,,,,ADV,NOM,pos:adv stt:i cas:u,adv,pos:adv stt:i cas:u,,,,[STEM-BASE]
237,238,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ],ADV,Einoda*aAko,Einoda*aAko,(by)_then;at_that_time;thereupon;whereupon,,,,,,,,,,,ADV,NOM,pos:adv stt:i cas:u,adv,pos:adv stt:i cas:u,,,,[STEM-BASE]
238,239,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ-PREP],ABBREV,fa,f,F.;17th;(fils),,,,,,,,,,,NOUN,NOM,pos:abbrev,abbrev,pos:abbrev,,,,[STEM-BASE]
239,240,NTWS,NTWS,NTWS,LEXICON,[STEM-STANDALONE],CONJ,fa,fa,and;so,,,,,,,,,,,CCONJ,PRT,pos:conj,conj,pos:conj,,,,[STEM-BASE]
240,241,NTWS,NTWS,NTWS,LEXICON,[STEM-STANDALONE],CONNEC_PART,fa,fa,and;so,,,,,,,,,,,PART,PRT,pos:part_connect,part_connect,pos:part_connect,,,,[STEM-BASE]
241,242,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ],ADV,faHasbu,faHasbu,only;that_is_all,,,,,,,,,,,ADV,NOM,pos:adv stt:i cas:u,adv,pos:adv stt:i cas:u,,,,[STEM-BASE]
242,243,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ],ADV,faqaT,faqaT,only,,,,,,,,,,,ADV,NOM,pos:adv stt:i cas:u,adv,pos:adv stt:i cas:u,,,,[STEM-BASE]
243,244,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ-PREP],ABBREV,fiy,fiy,V.,,,,,,,,,,,NOUN,NOM,pos:abbrev,abbrev,pos:abbrev,,,,[STEM-BASE]
244,245,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ-PRON],PREP,fiy,fiy,in,,C:iy#,,,,,,,,,ADP,PRT,pos:prep,prep,pos:prep,,,,[STEM-BASE]
245,246,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ],fiy/PREP+maA/INTERROG_PRON,fiy,fiyma,in+what/which,,,fiy_+maA,fiy_+maA,,,,,fiy_+maA,fiy_+maA,ADP+PRON,PRT+NOM,pos:prep enc0:ma_interrog,prep,pos:prep enc0:ma_interrog,,Check,,[STEM-COMPOUND]
246,247,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ],fiy/PREP+maA/REL_PRON,fiy,fiymaA,in+what/which,,,fiy_+maA,fiy_+maA,,,,,fiy_+maA,fiy_+maA,ADP+PRON,PRT+NOM,pos:prep enc0:mA_rel,prep,pos:prep enc0:mA_rel,,Check,,
247,248,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ],SUB_CONJ,fiymaA,fiymaA,while;as;during,,,,,,,,,,,SCONJ,PRT,pos:conj_sub,conj_sub,pos:conj_sub,,,,[STEM-BASE]
248,249,f.w.h,NTWS,NTWS,LEXICON,[STEM-NOM],NOUN,fuw,>afowaAh,mouth,MS,,,,,,,,,,NOUN,NOM,pos:noun gen:- num:p rat:i,noun,pos:noun gen:- num:p rat:i,,,,
249,250,f.w.h,NTWS,NTWS,LEXICON,[STEM-CONST],NOUN,fuw,faw,mouth,MD||MP,Five-nouns,,,,,,,,,NOUN,NOM,pos:noun gen:- num:- rat:i stt:c,noun,pos:noun gen:- num:- rat:i stt:c,,,,
250,251,f.w.h,NTWS,NTWS,LEXICON,[STEM-CONST],NOUN,fuw,f,mouth,MS,,,,,,,,,,NOUN,NOM,pos:noun gen:- num:- rat:i stt:c,noun,pos:noun gen:- num:- rat:i stt:c,,,,
251,252,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ-PREP],ABBREV,g,g,GH.;28th;(Greenwich);(piaster);(gram),,,,,,,,,,,NOUN,NOM,pos:abbrev,abbrev,pos:abbrev,,,,[STEM-BASE]
252,253,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ-PREP],ABBREV,H,H,H.;8th,,,,,,,,,,,NOUN,NOM,pos:abbrev,abbrev,pos:abbrev,,,,[STEM-BASE]
253,254,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ-PREP],ABBREV,h,h,H.;(Hijrah);5th,,,,,,,,,,,NOUN,NOM,pos:abbrev,abbrev,pos:abbrev,,,,[STEM-BASE]
254,255,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ-PREP],DEM_PRON_FD,ha`*aA,haAtayoni,this;these,,,,,,,,,,,DET,NOM,pos:pron_dem rat:n gen:f num:d cas:a stt:i,pron_dem,pos:pron_dem rat:n gen:f num:d cas:a stt:i,,,,[STEM-BASE]
255,256,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ-PREP],DEM_PRON_FD,ha`*aA,haAtayoni,this;these,,,,,,,,,,,DET,NOM,pos:pron_dem rat:n gen:f num:d cas:g stt:i,pron_dem,pos:pron_dem rat:n gen:f num:d cas:g stt:i,,,,[STEM-BASE]
256,257,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ-PREP],DEM_PRON_FD,ha`*aA,haAtaAni,this;these,,,,,,,,,,,DET,NOM,pos:pron_dem rat:n gen:f num:d cas:n stt:i,pron_dem,pos:pron_dem rat:n gen:f num:d cas:n stt:i,,,,[STEM-BASE]
257,258,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ-PREP],DEM_PRON_P,ha`*aA,ha`&ulaA'i,this;these,,,,,,,,,,,DET,NOM,pos:pron_dem rat:n gen:f num:p cas:a stt:i,pron_dem,pos:pron_dem rat:n gen:f num:p cas:a stt:i,,,,[STEM-BASE]
258,259,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ-PREP],DEM_PRON_P,ha`*aA,ha`&ulaA'i,this;these,,,,,,,,,,,DET,NOM,pos:pron_dem rat:n gen:f num:p cas:g stt:i,pron_dem,pos:pron_dem rat:n gen:f num:p cas:g stt:i,,,,[STEM-BASE]
259,260,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ-PREP],DEM_PRON_P,ha`*aA,ha`&ulaA'i,this;these,,,,,,,,,,,DET,NOM,pos:pron_dem rat:n gen:f num:p cas:n stt:i,pron_dem,pos:pron_dem rat:n gen:f num:p cas:n stt:i,,,,[STEM-BASE]
260,261,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ-PREP],DEM_PRON_F,ha`*aA,ha`*ihi,this;these,,,,,,,,,,,DET,NOM,pos:pron_dem rat:n gen:f num:s cas:a stt:i,pron_dem,pos:pron_dem rat:n gen:f num:s cas:a stt:i,,,,[STEM-BASE]
261,262,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ-PREP],DEM_PRON_F,ha`*aA,ha`*iy,this;these,,,,,,,,,,,DET,NOM,pos:pron_dem rat:n gen:f num:s cas:a stt:i,pron_dem,pos:pron_dem rat:n gen:f num:s cas:a stt:i,,,,[STEM-BASE]
262,263,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ-PREP],DEM_PRON_F,ha`*aA,haAti,this;these,,,,,,,,,,,DET,NOM,pos:pron_dem rat:n gen:f num:s cas:a stt:i,pron_dem,pos:pron_dem rat:n gen:f num:s cas:a stt:i,,,,[STEM-BASE]
263,264,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ-PREP],DEM_PRON_F,ha`*aA,haAtihi,this;these,,,,,,,,,,,DET,NOM,pos:pron_dem rat:n gen:f num:s cas:a stt:i,pron_dem,pos:pron_dem rat:n gen:f num:s cas:a stt:i,,,,[STEM-BASE]
264,265,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ-PREP],DEM_PRON_F,ha`*aA,ha`*ihi,this;these,,,,,,,,,,,DET,NOM,pos:pron_dem rat:n gen:f num:s cas:g stt:i,pron_dem,pos:pron_dem rat:n gen:f num:s cas:g stt:i,,,,[STEM-BASE]
265,266,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ-PREP],DEM_PRON_F,ha`*aA,ha`*iy,this;these,,,,,,,,,,,DET,NOM,pos:pron_dem rat:n gen:f num:s cas:g stt:i,pron_dem,pos:pron_dem rat:n gen:f num:s cas:g stt:i,,,,[STEM-BASE]
266,267,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ-PREP],DEM_PRON_F,ha`*aA,haAti,this;these,,,,,,,,,,,DET,NOM,pos:pron_dem rat:n gen:f num:s cas:g stt:i,pron_dem,pos:pron_dem rat:n gen:f num:s cas:g stt:i,,,,[STEM-BASE]
267,268,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ-PREP],DEM_PRON_F,ha`*aA,haAtihi,this;these,,,,,,,,,,,DET,NOM,pos:pron_dem rat:n gen:f num:s cas:g stt:i,pron_dem,pos:pron_dem rat:n gen:f num:s cas:g stt:i,,,,[STEM-BASE]
268,269,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ-PREP],DEM_PRON_F,ha`*aA,ha`*ihi,this;these,,,,,,,,,,,DET,NOM,pos:pron_dem rat:n gen:f num:s cas:n stt:i,pron_dem,pos:pron_dem rat:n gen:f num:s cas:n stt:i,,,,[STEM-BASE]
269,270,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ-PREP],DEM_PRON_F,ha`*aA,ha`*iy,this;these,,,,,,,,,,,DET,NOM,pos:pron_dem rat:n gen:f num:s cas:n stt:i,pron_dem,pos:pron_dem rat:n gen:f num:s cas:n stt:i,,,,[STEM-BASE]
270,271,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ-PREP],DEM_PRON_F,ha`*aA,haAti,this;these,,,,,,,,,,,DET,NOM,pos:pron_dem rat:n gen:f num:s cas:n stt:i,pron_dem,pos:pron_dem rat:n gen:f num:s cas:n stt:i,,,,[STEM-BASE]
271,272,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ-PREP],DEM_PRON_F,ha`*aA,haAtihi,this;these,,,,,,,,,,,DET,NOM,pos:pron_dem rat:n gen:f num:s cas:n stt:i,pron_dem,pos:pron_dem rat:n gen:f num:s cas:n stt:i,,,,[STEM-BASE]
272,273,NTWS,NTWS,NTWS,LEXICON,[STEM-CONJ-PREP],DEM_PRON_MD,ha`*aA,ha`*ayoni,this;these,,,,,,,,,,,DET,NOM,pos:pron_dem rat:n gen:m num:d cas:a stt:i,pron_dem,pos:pron_dem rat:n gen:m num:d cas:a stt:i,,,,[STEM-BASE]
