,LINE,ROOT,PATTERN,PATTERN_ABSTRACT,DEFINE,CLASS,LEMMA,FORM,COND-T,COND-S,GLOSS,FEAT,STATUS,SIGNATURE_LEMMA,QC_LEMMA_PARADIGM,COMMENTS,NOTES,SIGNATURE_STEM,QC_STEM_PARADIGM
153,154,m.t.E,>a1o2a3,>a1o2a3,LEXICON,[STEM-NOM],>amotaE,>amotaE,MS||MD,#dip,more/most_enjoyable,pos:adj_comp gen:- num:- rat:n cas:u,DONE,[MS||MD] [-] [-] stem:0,OK,,,>a1o2a3#dipMS||MD--,OK
154,155,m.t.n,>a1o2a3,>a1o2a3,LEXICON,[STEM-NOM],>amotan,>amotan,MS||MD,#dip,firmer/firmest;stronger/strongest,pos:adj_comp gen:- num:- rat:n cas:u,DONE,[MS||MD] [-] [-] stem:0,OK,,,>a1o2a3#dipMS||MD--,OK
155,156,m.v.l,>a1aA2i3,>a1A2i3,LEXICON,[STEM-NOM],>amoval,>amaAvil,MS,#dip,more_exemplary/ideal;most_exemplary/ideal,pos:adj_comp gen:m num:p rat:n cas:u,DONE,[MS||MD]-[MS]-[MS||MD||FP] [-]-[m]-[f] [-]-[p]-[-] stem:0-1-2,OK,,,>a1A2i3#dipMSmp,OK
156,157,m.v.l,>a1o2a3,>a1o2a3,LEXICON,[STEM-NOM],>amoval,>amoval,MS||MD,#dip,more_exemplary/ideal;most_exemplary/ideal,pos:adj_comp gen:- num:- rat:n cas:u,DONE,[MS||MD]-[MS]-[MS||MD||FP] [-]-[m]-[f] [-]-[p]-[-] stem:0-1-2,OK,,,>a1o2a3#dipMS||MD--,OK
157,158,m.v.l,1u2o3,1u2o3aY,LEXICON,[STEM-NOM],>amoval,muvol,MS||MD||FP,#dip #aY-Ap-y,more_exemplary/ideal;most_exemplary/ideal,pos:adj_comp gen:f num:- rat:n cas:u,DONE,[MS||MD]-[MS]-[MS||MD||FP] [-]-[m]-[f] [-]-[p]-[-] stem:0-1-2,OK,,,1u2o3aY#dip #aY-Ap-yMS||MD||FPf-,OK
158,159,m.y.l,>a1o2a3,>a1o2a3,LEXICON,[STEM-NOM],>amoyal,>amoyal,MS||MD,#dip,more/most_in_favor;more/most_inclined,pos:adj_comp gen:- num:- rat:n cas:u,DONE,[MS||MD] [-] [-] stem:0,OK,,,>a1o2a3#dipMS||MD--,OK
159,160,n.b.g,>a1o2a3,>a1o2a3,LEXICON,[STEM-NOM],>anobag,>anobag,MS||MD,#dip,more/most_superior ,pos:adj_comp gen:- num:- rat:n cas:u,DONE,[MS||MD] [-] [-] stem:0,OK,,,>a1o2a3#dipMS||MD--,OK
160,161,n.b.l,>a1o2a3,>a1o2a3,LEXICON,[STEM-NOM],>anobal,>anobal,MS||MD,#dip,nobler/noblest,pos:adj_comp gen:- num:- rat:n cas:u,DONE,[MS||MD] [-] [-] stem:0,OK,,,>a1o2a3#dipMS||MD--,OK
161,162,n.d.r,>a1o2a3,>a1o2a3,LEXICON,[STEM-NOM],>anodar,>anodar,MS||MD,#dip,rarer/rarest,pos:adj_comp gen:- num:- rat:n cas:u,DONE,[MS||MD] [-] [-] stem:0,OK,,,>a1o2a3#dipMS||MD--,OK
162,163,n.E.m,>a1o2a3,>a1o2a3,LEXICON,[STEM-NOM],>anoEam,>anoEam,MS||MD,#dip,softer/softest,pos:adj_comp gen:- num:- rat:n cas:u,DONE,[MS||MD] [-] [-] stem:0,OK,,,>a1o2a3#dipMS||MD--,OK
163,164,n.j.E,>a1o2a3,>a1o2a3,LEXICON,[STEM-NOM],>anojaE,>anojaE,MS||MD,#dip,more/most_useful/wholesome,pos:adj_comp gen:- num:- rat:n cas:u,DONE,[MS||MD] [-] [-] stem:0,OK,,,>a1o2a3#dipMS||MD--,OK
164,165,n.j.H,>a1o2a3,>a1o2a3,LEXICON,[STEM-NOM],>anojaH,>anojaH,MS||MD,#dip,more/most_successful,pos:adj_comp gen:- num:- rat:n cas:u,DONE,[MS||MD] [-] [-] stem:0,OK,,,>a1o2a3#dipMS||MD--,OK
165,166,n.k.y,>a1o2,>a1o2a3,LEXICON,[STEM-NOM],>anokaY,>anok,MS||MD,#dip #aY-Ap-y,most_harmful;worst,pos:adj_comp gen:- num:- rat:n cas:u,DONE,[MS||MD] [-] [-] stem:0,OK,,,>a1o2a3#dip #aY-Ap-yMS||MD--,OK
166,167,n.q.w,>a1o2,>a1o2a3,LEXICON,[STEM-NOM],>anoqaY,>anoq,MS||MD,#dip #aY-Ap-y,cleaner/cleanest;purer/purest,pos:adj_comp gen:- num:- rat:n cas:u,DONE,[MS||MD] [-] [-] stem:0,OK,,,>a1o2a3#dip #aY-Ap-yMS||MD--,OK
167,168,n.s.b,>a1o2a3,>a1o2a3,LEXICON,[STEM-NOM],>anosab,>anosab,MS||MD,#dip,better/best_qualified;more/most_adequate/suitable,pos:adj_comp gen:- num:- rat:n cas:u,DONE,[MS||MD] [-] [-] stem:0,OK,,,>a1o2a3#dipMS||MD--,OK
168,169,n.S.b,>a1o2a3,>a1o2a3,LEXICON,[STEM-NOM],>anoSab,>anoSab,MS||MD,#dip,more/most_strenuous,pos:adj_comp gen:- num:- rat:n cas:u,DONE,[MS||MD] [-] [-] stem:0,OK,,,>a1o2a3#dipMS||MD--,OK
169,170,n.Z.f,>a1o2a3,>a1o2a3,LEXICON,[STEM-NOM],>anoZaf,>anoZaf,MS||MD,#dip,cleaner;cleanest,pos:adj_comp gen:- num:- rat:n cas:u,DONE,[MS||MD] [-] [-] stem:0,OK,,,>a1o2a3#dipMS||MD--,OK
170,171,q.l.l,>a1a2~,>a1o2a3,LEXICON,[STEM-NOM],>aqal~,>aqal~,MS||MD,#dip,least;minimum;smallest,pos:adj_comp gen:- num:- rat:n cas:u,DONE,[MS||MD] [-] [-] stem:0,OK,,,>a1o2a3#dipMS||MD--,OK
171,172,q.b.H,>a1o2a3,>a1o2a3,LEXICON,[STEM-NOM],>aqobaH,>aqobaH,MS||MD,#dip,fouler/foulest;uglier/ugliest,pos:adj_comp gen:- num:- rat:n cas:u,DONE,[MS||MD] [-] [-] stem:0,OK,,,>a1o2a3#dipMS||MD--,OK
172,173,q.d.m,>a1o2a3,>a1o2a3,LEXICON,[STEM-NOM],>aqodam,>aqodam,MS||MD||MP,#dip,older/oldest,pos:adj_comp gen:- num:- rat:n cas:u,DONE,[MS||MD||MP]-[MS||MD||FP] [-]-[f] [-]-[-] stem:0-1,OK~,,,>a1o2a3#dipMS||MD||MP--,OK
173,174,q.d.m,1u2o3,1u2o3aY,LEXICON,[STEM-NOM],>aqodam,qudom,MS||MD||FP,#dip #aY-Ap-y,older/oldest,pos:adj_comp gen:f num:- rat:n cas:u,DONE,[MS||MD||MP]-[MS||MD||FP] [-]-[f] [-]-[-] stem:0-1,OK~,,,1u2o3aY#dip #aY-Ap-yMS||MD||FPf-,OK
174,175,q.d.r,>a1o2a3,>a1o2a3,LEXICON,[STEM-NOM],>aqodar,>aqodar,MS||MD,#dip,more/most_capable,pos:adj_comp gen:- num:- rat:n cas:u,DONE,[MS||MD] [-] [-] stem:0,OK,,,>a1o2a3#dipMS||MD--,OK
175,176,q.d.s,>a1o2a3,>a1o2a3,LEXICON,[STEM-NOM],>aqodas,>aqodas,MS||MD,#dip,holier/holiest;more/most_sacred,pos:adj_comp gen:- num:- rat:n cas:u,DONE,[MS||MD] [-] [-] stem:0,OK,,,>a1o2a3#dipMS||MD--,OK
176,177,q.l.S,>a1o2a3,>a1o2a3,LEXICON,[STEM-NOM],>aqolaS,>aqolaS,MS||MD,#dip,shorter,pos:adj_comp gen:- num:- rat:n cas:u,DONE,[MS||MD] [-] [-] stem:0,OK,,,>a1o2a3#dipMS||MD--,OK
177,178,q.r.b,>a1o2a3,>a1o2a3,LEXICON,[STEM-NOM],>aqorab,>aqorab,MS||MD||MP,#dip,more/most_likely;nearer/nearest;soonest,pos:adj_comp gen:- num:- rat:n cas:u,DONE,[MS||MD||MP] [-] [-] stem:0,OK~,,,>a1o2a3#dipMS||MD||MP--,OK
178,179,q.S.d,>a1o2a3,>a1o2a3,LEXICON,[STEM-NOM],>aqoSad,>aqoSad,MS||MD,#dip,more/most_direct,pos:adj_comp gen:- num:- rat:n cas:u,DONE,[MS||MD] [-] [-] stem:0,OK,,,>a1o2a3#dipMS||MD--,OK
179,180,q.S.r,>a1o2a3,>a1o2a3,LEXICON,[STEM-NOM],>aqoSar,>aqoSar,MS||MD,#dip,shorter/shortest,pos:adj_comp gen:- num:- rat:n cas:u,DONE,[MS||MD] [-] [-] stem:0,OK,,,>a1o2a3#dipMS||MD--,OK
180,181,q.S.w,>a1aA2,>a1A2i3,LEXICON,[STEM-NOM],>aqoSaY,>aqaAS,MS,#dip #iy,farthest;maximum;remotest,pos:adj_comp gen:m num:p rat:n cas:u,DONE,[MS||MD]-[MS]-[MS||MD||FP] [-]-[m]-[f] [-]-[p]-[-] stem:0-1-2,OK,,,>a1A2i3#dip #iyMSmp,OK
181,182,q.S.w,>a1o2,>a1o2a3,LEXICON,[STEM-NOM],>aqoSaY,>aqoS,MS||MD,#dip #aY-Ap-y,farthest;maximum;remotest,pos:adj_comp gen:- num:- rat:n cas:u,DONE,[MS||MD]-[MS]-[MS||MD||FP] [-]-[m]-[f] [-]-[p]-[-] stem:0-1-2,OK,,,>a1o2a3#dip #aY-Ap-yMS||MD--,OK
182,183,q.s.w,>a1o2,>a1o2a3,LEXICON,[STEM-NOM],>aqosaY,>aqos,MS||MD,#dip #aY-Ap-y,cruelest;harshest,pos:adj_comp gen:- num:- rat:n cas:u,DONE,[MS||MD] [-] [-] stem:0,OK,,,>a1o2a3#dip #aY-Ap-yMS||MD--,OK
183,184,q.S.w,1u2o3,1u2o3aY,LEXICON,[STEM-NOM],>aqoSaY,quSow,MS||MD||FP,#dip #aY-Ap-y,farthest;maximum;remotest,pos:adj_comp gen:f num:- rat:n cas:u,DONE,[MS||MD]-[MS]-[MS||MD||FP] [-]-[m]-[f] [-]-[p]-[-] stem:0-1-2,OK,,,1u2o3aY#dip #aY-Ap-yMS||MD||FPf-,OK
184,185,q.T.E,>a1o2a3,>a1o2a3,LEXICON,[STEM-NOM],>aqoTaE,>aqoTaE,MS||MD,#dip,more/most_convincing/conclusive,pos:adj_comp gen:- num:- rat:n cas:u,DONE,[MS||MD] [-] [-] stem:0,OK,,,>a1o2a3#dipMS||MD--,OK
185,186,q.w.m,>a1o2a3,>a1o2a3,LEXICON,[STEM-NOM],>aqowam,>aqowam,MS||MD,#dip,more_appropriate;more_correct;straighter,pos:adj_comp gen:- num:- rat:n cas:u,DONE,[MS||MD] [-] [-] stem:0,OK,,,>a1o2a3#dipMS||MD--,OK
186,187,q.w.y,>a1o2,>a1o2a3,LEXICON,[STEM-NOM],>aqowaY,>aqow,MS||MD||MP,#dip #aY-Ap-y,most_powerful;strongest,pos:adj_comp gen:- num:- rat:n cas:u,DONE,[MS||MD||MP] [-] [-] stem:0,OK~,,,>a1o2a3#dip #aY-Ap-yMS||MD||MP--,OK
187,188,r.d.d,>a1a2~,>a1o2a3,LEXICON,[STEM-NOM],>arad~,>arad~,MS||MD,#dip,more/most_profitable;more/most_useful,pos:adj_comp gen:- num:- rat:n cas:u,DONE,[MS||MD] [-] [-] stem:0,OK,,,>a1o2a3#dipMS||MD--,OK
188,189,r.q.q,>a1a2~,>a1o2a3,LEXICON,[STEM-NOM],>araq~,>araq~,MS||MD,#dip,more/most_delicate;more/most_gentle;thinner/thinnest,pos:adj_comp gen:- num:- rat:n cas:u,DONE,[MS||MD] [-] [-] stem:0,OK,,,>a1o2a3#dipMS||MD--,OK
189,190,r.y.f,>a1o>a3,>a1o2a3,LEXICON,[STEM-NOM],>aro>af,>aro>af,MS||MD,#dip,more/most_gracious,pos:adj_comp gen:- num:- rat:n cas:u,DONE,[MS||MD] [-] [-] stem:0,OK,,,>a1o2a3#dipMS||MD--,OK
190,191,r.b.H,>a1o2a3,>a1o2a3,LEXICON,[STEM-NOM],>arobaH,>arobaH,MS||MD,#dip,more/most_lucrative;more/most_profitable,pos:adj_comp gen:- num:- rat:n cas:u,DONE,[MS||MD] [-] [-] stem:0,OK,,,>a1o2a3#dipMS||MD--,OK
191,192,r.d.>,>a1o2,>a1o2a3,LEXICON,[STEM-NOM],>aroda>,>arod,MS||MD,#dip #a>,worse/worst,pos:adj_comp gen:- num:- rat:n cas:u,DONE,[MS||MD] [-] [-] stem:0,OK,,,>a1o2a3#dip #a>MS||MD--,OK
192,193,r.f.E,>a1o2a3,>a1o2a3,LEXICON,[STEM-NOM],>arofaE,>arofaE,MS||MD,#dip,finer/finest;higher/highest;loftier/loftiest;more/most_sublime,pos:adj_comp gen:- num:- rat:n cas:u,DONE,[MS||MD] [-] [-] stem:0,OK,,,>a1o2a3#dipMS||MD--,OK
193,194,r.g.m,>a1o2a3,>a1o2a3,LEXICON,[STEM-NOM],>arogam,>arogam,MS||MD,#dip,more_compelled;more_forced,pos:adj_comp gen:- num:- rat:n cas:u,DONE,[MS||MD] [-] [-] stem:0,OK,,,>a1o2a3#dipMS||MD--,OK
194,195,r.h.f,>a1o2a3,>a1o2a3,LEXICON,[STEM-NOM],>arohaf,>arohaf,MS||MD,#dip,sharper/sharpest;thinner/thinnest,pos:adj_comp gen:- num:- rat:n cas:u,DONE,[MS||MD] [-] [-] stem:0,OK,,,>a1o2a3#dipMS||MD--,OK
195,196,r.j.H,>a1o2a3,>a1o2a3,LEXICON,[STEM-NOM],>arojaH,>arojaH,MS||MD,#dip,more/most_likely;more/most_probably,pos:adj_comp gen:- num:- rat:n cas:u,DONE,[MS||MD] [-] [-] stem:0,OK,,,>a1o2a3#dipMS||MD--,OK
196,197,r.q.y,>a1o2,>a1o2a3,LEXICON,[STEM-NOM],>aroqaY,>aroq,MS||MD||MP,#dip #aY-Ap-y,higher;more/most_advanced/superior,pos:adj_comp gen:- num:- rat:n cas:u,DONE,[MS||MD||MP] [-] [-] stem:0,OK~,,,>a1o2a3#dip #aY-Ap-yMS||MD||MP--,OK
197,198,r.s.x,>a1o2a3,>a1o2a3,LEXICON,[STEM-NOM],>arosax,>arosax,MS||MD,#dip,more/most_deeply_rooted;more/most_firmly_established,pos:adj_comp gen:- num:- rat:n cas:u,DONE,[MS||MD] [-] [-] stem:0,OK,,,>a1o2a3#dipMS||MD--,OK
198,199,r.w.E,>a1o2a3,>a1o2a3,LEXICON,[STEM-NOM],>arowaE,>arowaE,MS||MD,#dip,more/most_magnificent,pos:adj_comp gen:- num:- rat:n cas:u,DONE,[MS||MD] [-] [-] stem:0,OK,,,>a1o2a3#dipMS||MD--,OK
199,200,r.w.g,>a1o2a3,>a1o2a3,LEXICON,[STEM-NOM],>arowag,>arowag,MS||MD,#dip,more/most_cunning,pos:adj_comp gen:- num:- rat:n cas:u,DONE,[MS||MD] [-] [-] stem:0,OK,,,>a1o2a3#dipMS||MD--,OK
200,201,r.w.j,>a1o2a3,>a1o2a3,LEXICON,[STEM-NOM],>arowaj,>arowaj,MS||MD,#dip,in_wider/widest_circulation;more/most_widespread,pos:adj_comp gen:- num:- rat:n cas:u,DONE,[MS||MD] [-] [-] stem:0,OK,,,>a1o2a3#dipMS||MD--,OK
201,202,r.x.S,>a1o2a3,>a1o2a3,LEXICON,[STEM-NOM],>aroxaS,>aroxaS,MS||MD,#dip,cheaper/cheapest,pos:adj_comp gen:- num:- rat:n cas:u,DONE,[MS||MD] [-] [-] stem:0,OK,,,>a1o2a3#dipMS||MD--,OK
202,203,r.y.b,>a1o2a3,>a1o2a3,LEXICON,[STEM-NOM],>aroyab,>aroyab,MS||MD,#dip,more/most_skeptical,pos:adj_comp gen:- num:- rat:n cas:u,DONE,[MS||MD] [-] [-] stem:0,OK,,,>a1o2a3#dipMS||MD--,OK
203,204,s.d.d,>a1a2~,>a1o2a3,LEXICON,[STEM-NOM],>asad~,>asad~,MS||MD,#dip,more/most_opposite;more/most_relevant,pos:adj_comp gen:- num:- rat:n cas:u,DONE,[MS||MD] [-] [-] stem:0,OK,,,>a1o2a3#dipMS||MD--,OK
204,205,S.H.H,>a1a2~,>a1o2a3,LEXICON,[STEM-NOM],>aSaH~,>aSaH~,MS||MD,#dip,more/most_correct,pos:adj_comp gen:- num:- rat:n cas:u,DONE,[MS||MD] [-] [-] stem:0,OK,,,>a1o2a3#dipMS||MD--,OK
205,206,s.n.n,>a1a2~,>a1o2a3,LEXICON,[STEM-NOM],>asan~,>asan~,MS||MD,#dip,older/oldest,pos:adj_comp gen:- num:- rat:n cas:u,DONE,[MS||MD] [-] [-] stem:0,OK,,,>a1o2a3#dipMS||MD--,OK
206,207,s.b.q,>a1o2a3,>a1o2a3,LEXICON,[STEM-NOM],>asobaq,>asobaq,MS||MD,#dip,earlier;former;previous,pos:adj_comp gen:- num:- rat:n cas:u,DONE,[MS||MD] [-] [-] stem:0,OK,,,>a1o2a3#dipMS||MD--,OK
207,208,S.b.r,>a1o2a3,>a1o2a3,LEXICON,[STEM-NOM],>aSobar,>aSobar,MS||MD,#dip,more/most_patient;more/most_persistent,pos:adj_comp gen:- num:- rat:n cas:u,DONE,[MS||MD] [-] [-] stem:0,OK,,,>a1o2a3#dipMS||MD--,OK
208,209,S.d.q,>a1o2a3,>a1o2a3,LEXICON,[STEM-NOM],>aSodaq,>aSodaq,MS||MD,#dip,more/most_reliable;truer/truest,pos:adj_comp gen:- num:- rat:n cas:u,DONE,[MS||MD] [-] [-] stem:0,OK,,,>a1o2a3#dipMS||MD--,OK
209,210,S.E.b,>a1o2a3,>a1o2a3,LEXICON,[STEM-NOM],>aSoEab,>aSoEab,MS||MD,#dip,harder/hardest;more/most_arduous;more/most_difficult,pos:adj_comp gen:- num:- rat:n cas:u,DONE,[MS||MD] [-] [-] stem:0,OK,,,>a1o2a3#dipMS||MD--,OK
210,211,s.E.d,>a1o2a3,>a1o2a3,LEXICON,[STEM-NOM],>asoEad,>asoEad,MS||MD,#dip,happier/happiest;luckier/luckiest,pos:adj_comp gen:- num:- rat:n cas:u,DONE,[MS||MD] [-] [-] stem:0,OK,,,>a1o2a3#dipMS||MD--,OK
211,212,s.f.l,>a1aA2i3,>a1A2i3,LEXICON,[STEM-NOM],>asofal,>asaAfil,MS,#dip,lower/lowest,pos:adj_comp gen:m num:p rat:n cas:u,DONE,[MS||MD]-[MS]-[MS||MD||FP] [-]-[m]-[f] [-]-[p]-[-] stem:0-1-2,OK,,,>a1A2i3#dipMSmp,OK
212,213,s.f.l,>a1o2a3,>a1o2a3,LEXICON,[STEM-NOM],>asofal,>asofal,MS||MD,#dip,lower/lowest,pos:adj_comp gen:- num:- rat:n cas:u,DONE,[MS||MD]-[MS]-[MS||MD||FP] [-]-[m]-[f] [-]-[p]-[-] stem:0-1-2,OK,,,>a1o2a3#dipMS||MD--,OK
213,214,s.f.l,1u2o3,1u2o3aY,LEXICON,[STEM-NOM],>asofal,sufol,MS||MD||FP,#dip #aY-Ap-y,lower/lowest,pos:adj_comp gen:f num:- rat:n cas:u,DONE,[MS||MD]-[MS]-[MS||MD||FP] [-]-[m]-[f] [-]-[p]-[-] stem:0-1-2,OK,,,1u2o3aY#dip #aY-Ap-yMS||MD||FPf-,OK
214,215,S.g.r,>a1o2a3,>a1o2a3,LEXICON,[STEM-NOM],>aSogar,>aSogar,MS||MD||MP,#dip,smaller/smallest;younger/youngest;minor,pos:adj_comp gen:- num:- rat:n cas:u,DONE,[MS||MD||MP]-[MS||MD||FP] [-]-[f] [-]-[-] stem:0-1,OK~,,,>a1o2a3#dipMS||MD||MP--,OK
215,216,S.g.r,1u2o3,1u2o3aY,LEXICON,[STEM-NOM],>aSogar,Sugor,MS||MD||FP,#dip #aY-Ap-y,smaller/smallest;younger/youngest;minor,pos:adj_comp gen:f num:- rat:n cas:u,DONE,[MS||MD||MP]-[MS||MD||FP] [-]-[f] [-]-[-] stem:0-1,OK~,,,1u2o3aY#dip #aY-Ap-yMS||MD||FPf-,OK
216,217,s.h.l,>a1o2a3,>a1o2a3,LEXICON,[STEM-NOM],>asohal,>asohal,MS||MD,#dip,easier/easiest,pos:adj_comp gen:- num:- rat:n cas:u,DONE,[MS||MD] [-] [-] stem:0,OK,,,>a1o2a3#dipMS||MD--,OK
217,218,S.l.H,>a1o2a3,>a1o2a3,LEXICON,[STEM-NOM],>aSolaH,>aSolaH,MS||MD,#dip,better/best;more/most_convenient,pos:adj_comp gen:- num:- rat:n cas:u,DONE,[MS||MD] [-] [-] stem:0,OK,,,>a1o2a3#dipMS||MD--,OK
218,219,s.l.m,>a1o2a3,>a1o2a3,LEXICON,[STEM-NOM],>asolam,>asolam,MS||MD,#dip,safer/safest;sounder/soundest,pos:adj_comp gen:- num:- rat:n cas:u,DONE,[MS||MD] [-] [-] stem:0,OK,,,>a1o2a3#dipMS||MD--,OK
219,220,s.l.s,>a1o2a3,>a1o2a3,LEXICON,[STEM-NOM],>asolas,>asolas,MS||MD,#dip,more/most_flexible;more/most_tractable,pos:adj_comp gen:- num:- rat:n cas:u,DONE,[MS||MD] [-] [-] stem:0,OK,,,>a1o2a3#dipMS||MD--,OK
220,221,s.m.y,>a1o2,>a1o2a3,LEXICON,[STEM-NOM],>asomaY,>asom,MS||MD||MP,#dip #aY-Ap-y,highest;loftiest;most_eminent,pos:adj_comp gen:- num:- rat:n cas:u,DONE,[MS||MD||MP] [-] [-] stem:0,OK~,,,>a1o2a3#dip #aY-Ap-yMS||MD||MP--,OK
221,222,s.n.w,>a1o2,>a1o2a3,LEXICON,[STEM-NOM],>asonaY,>ason,MS||MD,#dip #aY-Ap-y,more/most_radiant,pos:adj_comp gen:- num:- rat:n cas:u,DONE,[MS||MD] [-] [-] stem:0,OK,,,>a1o2a3#dip #aY-Ap-yMS||MD--,OK
222,223,S.q.E,>a1o2a3,>a1o2a3,LEXICON,[STEM-NOM],>aSoqaE,>aSoqaE,MS||MD,#dip,more/most_eloquent,pos:adj_comp gen:- num:- rat:n cas:u,DONE,[MS||MD] [-] [-] stem:0,OK,,,>a1o2a3#dipMS||MD--,OK
223,224,s.r.E,>a1o2a3,>a1o2a3,LEXICON,[STEM-NOM],>asoraE,>asoraE,MS||MD,#dip,faster/fastest,pos:adj_comp gen:- num:- rat:n cas:u,DONE,[MS||MD] [-] [-] stem:0,OK,,,>a1o2a3#dipMS||MD--,OK
224,225,s.T.E,>a1o2a3,>a1o2a3,LEXICON,[STEM-NOM],>asoTaE,>asoTaE,MS||MD,#dip,brighter/brightest;more/most_brilliant,pos:adj_comp gen:- num:- rat:n cas:u,DONE,[MS||MD] [-] [-] stem:0,OK,,,>a1o2a3#dipMS||MD--,OK
225,226,s.w.>,>a1o2,>a1o2a3,LEXICON,[STEM-NOM],>asowa>,>asow,MS||MD||MP,#dip #a>,worse/worst,pos:adj_comp gen:- num:- rat:n cas:u,DONE,[MS||MD||MP] [-] [-] stem:0,OK~,,,>a1o2a3#dip #a>MS||MD||MP--,OK
226,227,t.m.m,>a1a2~,>a1o2a3,LEXICON,[STEM-NOM],>atam~,>atam~,MS||MD,#dip,more/most_complete/perfect,pos:adj_comp gen:- num:- rat:n cas:u,DONE,[MS||MD] [-] [-] stem:0,OK,,,>a1o2a3#dipMS||MD--,OK
227,228,t.f.h,>a1o2a3,>a1o2a3,LEXICON,[STEM-NOM],>atofah,>atofah,MS||MD,#dip,more/most_trivial,pos:adj_comp gen:- num:- rat:n cas:u,DONE,[MS||MD] [-] [-] stem:0,OK,,,>a1o2a3#dipMS||MD--,OK
228,229,t.q.n,>a1o2a3,>a1o2a3,LEXICON,[STEM-NOM],>atoqan,>atoqan,MS||MD,#dip,more/most_perfect,pos:adj_comp gen:- num:- rat:n cas:u,DONE,[MS||MD] [-] [-] stem:0,OK,,,>a1o2a3#dipMS||MD--,OK
229,230,t.q.y,>a1o2,>a1o2a3,LEXICON,[STEM-NOM],>atoqaY,>atoq,MS||MD,#dip #aY-Ap-y,more/most_pious,pos:adj_comp gen:- num:- rat:n cas:u,DONE,[MS||MD] [-] [-] stem:0,OK,,etymological_root:w.q.y,>a1o2a3#dip #aY-Ap-yMS||MD--,OK
230,231,T.r.b,>a1o2a3,>a1o2a3,LEXICON,[STEM-NOM],>aTorab,>aTorab,MS||MD,#dip,more/most_delightful;more/most_melodious,pos:adj_comp gen:- num:- rat:n cas:u,DONE,[MS||MD] [-] [-] stem:0,OK,,,>a1o2a3#dipMS||MD--,OK
231,232,T.r.f,>a1o2a3,>a1o2a3,LEXICON,[STEM-NOM],>aToraf,>aToraf,MS||MD,#dip,more/most_curious,pos:adj_comp gen:- num:- rat:n cas:u,DONE,[MS||MD] [-] [-] stem:0,OK,,,>a1o2a3#dipMS||MD--,OK
232,233,T.w.l,>a1o2a3,>a1o2a3,LEXICON,[STEM-NOM],>aTowal,>aTowal,MS||MD,#dip,longer/longest;taller/tallest,pos:adj_comp gen:- num:- rat:n cas:u,DONE,[MS||MD] [-] [-] stem:0,OK,,,>a1o2a3#dipMS||MD--,OK
233,234,T.y.b,>a1o2a3,>a1o2a3,LEXICON,[STEM-NOM],>aToyab,>aToyab,MS||MD,#dip,better/best,pos:adj_comp gen:- num:- rat:n cas:u,DONE,[MS||MD] [-] [-] stem:0,OK,,,>a1o2a3#dipMS||MD--,OK
234,235,v.b.t,>a1o2a3,>a1o2a3,LEXICON,[STEM-NOM],>avobat,>avobat,MS||MD,#dip,more/most_reliable;steadier,pos:adj_comp gen:- num:- rat:n cas:u,DONE,[MS||MD] [-] [-] stem:0,OK,,,>a1o2a3#dipMS||MD--,OK
235,236,v.m.n,>a1o2a3,>a1o2a3,LEXICON,[STEM-NOM],>avoman,>avoman,MS||MD,#dip,costlier;more_valuable,pos:adj_comp gen:- num:- rat:n cas:u,DONE,[MS||MD] [-] [-] stem:0,OK,,,>a1o2a3#dipMS||MD--,OK
236,237,v.q.l,>a1o2a3,>a1o2a3,LEXICON,[STEM-NOM],>avoqal,>avoqal,MS||MD,#dip,heavier;more_oppressive,pos:adj_comp gen:- num:- rat:n cas:u,DONE,[MS||MD] [-] [-] stem:0,OK,,,>a1o2a3#dipMS||MD--,OK
237,238,w.D.H,>a1o2a3,>a1o2a3,LEXICON,[STEM-NOM],>awoDaH,>awoDaH,MS||MD,#dip,clearer/clearest,pos:adj_comp gen:- num:- rat:n cas:u,DONE,[MS||MD] [-] [-] stem:0,OK,,,>a1o2a3#dipMS||MD--,OK
238,239,w.E.r,>a1o2a3,>a1o2a3,LEXICON,[STEM-NOM],>awoEar,>awoEar,MS||MD,#dip,more/most_rugged;rougher/roughest,pos:adj_comp gen:- num:- rat:n cas:u,DONE,[MS||MD] [-] [-] stem:0,OK,,,>a1o2a3#dipMS||MD--,OK
239,240,w.f.q,>a1o2a3,>a1o2a3,LEXICON,[STEM-NOM],>awofaq,>awofaq,MS||MD,#dip,more/most_suitable,pos:adj_comp gen:- num:- rat:n cas:u,DONE,[MS||MD] [-] [-] stem:0,OK,,,>a1o2a3#dipMS||MD--,OK
240,241,w.f.r,>a1o2a3,>a1o2a3,LEXICON,[STEM-NOM],>awofar,>awofar,MS||MD,#dip,more/most;more/most_ample,pos:adj_comp gen:- num:- rat:n cas:u,DONE,[MS||MD] [-] [-] stem:0,OK,,,>a1o2a3#dipMS||MD--,OK
241,242,w.f.y,>a1o2,>a1o2a3,LEXICON,[STEM-NOM],>awofaY,>awof,MS||MD,#dip #aY-Ap-y,more/most_complete;more/most_faithful,pos:adj_comp gen:m num:- rat:n cas:u,DONE,[MS||MD]-[MS||MD||FP] [m]-[f] [-]-[-] stem:0-1,OK~,,,>a1o2a3#dip #aY-Ap-yMS||MDm-,OK
